,Go Albino,Hes Iconic,Chi Lin,Im No Princess,Uncle Albert
11-01-2023 11:57:08.024954,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 11.833333333333332)","(10.0, 32.0, 29.488888888888887)"
11-01-2023 11:57:09.048089,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:10.177201,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:11.065047,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:11.975895,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:12.804573,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:13.824617,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:14.838655,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:15.782367,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:16.700667,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:17.678044,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:18.653853,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:19.669549,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:20.558595,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:21.371787,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:22.423800,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:23.603641,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 22.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:24.613736,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 29.84375)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:25.498845,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:26.561663,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:27.514226,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:28.443452,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:29.301643,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:30.138076,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:31.076768,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:31.947727,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:32.783620,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:33.722073,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:34.612420,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:35.617325,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 27.480000000000004)"
11-01-2023 11:57:36.694532,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 31.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:37.693759,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 34.0, 27.450000000000003)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:38.541688,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 28.85)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:39.341462,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:40.220343,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:41.066155,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:41.932096,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 32.0, 17.066666666666666)"
11-01-2023 11:57:42.827474,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:43.637166,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:44.513701,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:45.414106,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:46.250733,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:47.083976,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:47.949192,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:48.810361,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:49.680059,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:50.619519,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:51.512282,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:52.440388,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:53.376623,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:54.213996,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:55.078808,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:55.931439,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:56.817061,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:57.640981,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:58.531098,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:57:59.589205,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:00.603839,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:01.613663,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:02.598051,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:03.467731,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:04.308026,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:05.214564,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:06.053356,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:06.898251,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:07.746864,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:08.724058,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:09.680450,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:10.508513,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.642857142857142)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 11:58:11.336982,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.5)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:12.195875,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.5)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:13.114332,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.714285714285715)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:14.064280,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.714285714285715)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:14.907657,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.714285714285715)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:15.769592,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 9.714285714285715)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:16.664440,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:17.619635,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:18.493630,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:19.472901,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:20.353802,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:21.310376,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:22.211155,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:23.099589,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:23.943845,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:24.719485,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:25.539203,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:26.448552,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:27.308470,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:28.137115,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:28.953817,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:29.825709,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:30.692578,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:31.571207,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:32.585675,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:33.513827,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:34.378087,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:35.262470,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:36.066136,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:36.863364,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 33.0)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:37.759038,"(1.3, 1.38, 1.3663636363636362)","(14.0, 34.0, 23.25)","(7.5, 36.0, 31.233333333333334)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:38.617016,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:39.517567,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:40.350929,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:41.163701,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:42.107156,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:43.169155,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:44.052256,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:44.904790,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:45.745811,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:46.581825,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:47.446329,"(1.3, 1.38, 1.3626315789473684)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:48.255160,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:49.038176,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:49.886756,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:50.825743,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:51.686015,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:52.691792,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:53.540756,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:54.398129,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:55.257090,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:56.145172,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:56.979822,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:57.777744,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 11:58:58.575185,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
