,Confusion,Tolkowsky,Valley Of Dreams,Gold Lunar,Silesian,Jumeirah Triangle
15-12-2022 13:43:45.619250,"(2.6, 2.9, 2.893103448275862)","(4.8, 5.8, 5.7779527559055115)","(2.6, 3.45, 3.43)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.8125)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:46.728124,"(2.6, 2.9, 2.893103448275862)","(4.8, 5.8, 5.7779527559055115)","(2.6, 3.45, 3.43)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.8125)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:48.096886,"(2.6, 2.9, 2.893103448275862)","(4.8, 5.8, 5.7779527559055115)","(2.6, 3.45, 3.43)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.8125)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:49.198837,"(2.6, 2.9, 2.892452830188679)","(4.8, 5.8, 5.7779527559055115)","(2.6, 3.45, 3.43)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.8125)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:50.382590,"(2.6, 2.9, 2.8918367346938774)","(4.8, 5.8, 5.7779527559055115)","(2.6, 3.45, 3.43)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.8125)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:51.453992,"(2.6, 2.9, 2.8925925925925924)","(4.8, 5.6, 5.574545454545454)","(2.6, 3.45, 3.441304347826087)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.826923076923077)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:52.773815,"(2.6, 2.9, 2.8925925925925924)","(4.8, 5.6, 5.5649999999999995)","(2.6, 3.45, 3.441304347826087)","(9.0, 12.0, 11.880434782608695)","(11.0, 13.0, 12.826923076923077)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:54.301963,"(2.6, 2.9, 2.8925925925925924)","(4.8, 5.6, 5.527272727272727)","(2.7, 3.45, 3.441304347826087)","(9.0, 12.0, 11.836538461538462)","(10.0, 13.0, 12.826923076923077)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:55.516874,"(2.6, 2.9, 2.8925925925925924)","(4.8, 5.6, 5.527272727272727)","(2.7, 3.45, 3.430952380952381)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.0, 12.826923076923077)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:56.535517,"(2.6, 2.9, 2.8925925925925924)","(5.0, 5.6, 5.527272727272727)","(2.7, 3.45, 3.430952380952381)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.0, 12.826923076923077)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:57.731649,"(2.6, 2.9, 2.8925925925925924)","(5.0, 5.6, 5.515789473684211)","(2.7, 3.45, 3.430952380952381)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.0, 12.826923076923077)","(31.0, 75.0, 67.0)"
15-12-2022 13:43:58.862653,"(2.6, 2.9, 2.8925925925925924)","(5.0, 5.6, 5.46984126984127)","(2.7, 3.45, 3.405555555555556)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.0, 12.857142857142858)","(31.0, 75.0, 70.29411764705883)"
15-12-2022 13:43:59.808788,"(2.6, 2.92, 2.902295081967213)","(5.0, 5.6, 5.463333333333334)","(2.7, 3.45, 3.405555555555556)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.5, 12.857142857142858)","(31.0, 75.0, 70.29411764705883)"
15-12-2022 13:44:00.818039,"(2.6, 2.92, 2.896)","(5.0, 5.5, 5.411111111111111)","(2.7, 3.45, 3.416666666666667)","(9.0, 12.5, 11.85)","(10.0, 13.5, 12.857142857142858)","(31.0, 75.0, 70.29411764705883)"
15-12-2022 13:44:01.889948,"(2.6, 2.92, 2.896)","(5.0, 5.5, 5.438461538461539)","(2.7, 3.45, 3.416666666666667)","(9.0, 12.5, 11.85)","(10.0, 13.5, 12.857142857142858)","(31.0, 75.0, 70.29411764705883)"
15-12-2022 13:44:03.090022,"(2.6, 2.92, 2.896)","(5.0, 5.5, 5.4314285714285715)","(2.7, 3.45, 3.392857142857143)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.5, 13.15)","(31.0, 75.0, 70.29411764705883)"
15-12-2022 13:44:04.148418,"(2.6, 2.88, 2.8466666666666667)","(5.0, 5.5, 5.4314285714285715)","(2.7, 3.45, 3.392857142857143)","(9.0, 12.5, 11.836538461538462)","(10.0, 13.5, 13.15)","(31.0, 75.0, 70.29411764705883)"
15-12-2022 13:44:05.290591,"(2.6, 2.88, 2.857560975609756)","(5.0, 5.5, 5.4314285714285715)","(2.7, 3.35, 3.304861111111111)","(9.0, 12.5, 11.805970149253731)","(10.0, 13.5, 13.75)","(31.0, 75.0, 63.47826086956522)"
15-12-2022 13:44:06.418571,"(2.6, 2.92, 2.8851612903225807)","(5.0, 5.5, 5.462857142857143)","(2.7, 3.4, 3.309230769230769)","(9.0, 12.0, 11.78688524590164)","(10.0, 14.0, 13.5625)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:07.504729,"(2.6, 2.92, 2.8851612903225807)","(5.0, 5.5, 5.462857142857143)","(2.7, 3.4, 3.32027027027027)","(9.0, 12.0, 11.78688524590164)","(10.0, 14.0, 13.5625)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:08.612732,"(2.6, 2.92, 2.8851612903225807)","(5.0, 5.5, 5.462857142857143)","(2.7, 3.4, 3.32027027027027)","(9.0, 12.0, 11.78688524590164)","(10.0, 14.0, 13.5625)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:09.759787,"(2.6, 2.92, 2.8851612903225807)","(4.8, 5.5, 5.462857142857143)","(2.7, 3.4, 3.313235294117647)","(9.0, 12.0, 11.78688524590164)","(10.0, 14.0, 13.5625)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:10.852894,"(2.6, 2.92, 2.8851612903225807)","(4.8, 5.5, 5.462857142857143)","(2.7, 3.4, 3.313235294117647)","(9.0, 12.0, 11.805970149253731)","(10.0, 14.0, 13.5625)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:11.951319,"(2.6, 2.92, 2.8851612903225807)","(4.8, 5.5, 5.462857142857143)","(2.7, 3.4, 3.313235294117647)","(9.0, 12.0, 11.805970149253731)","(10.0, 14.0, 13.466666666666667)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:13.134548,"(2.6, 2.92, 2.8851612903225807)","(4.8, 5.4, 5.369512195121952)","(2.7, 3.4, 3.313235294117647)","(9.0, 12.0, 11.805970149253731)","(10.0, 14.0, 13.466666666666667)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:14.580406,"(2.6, 2.92, 2.9085714285714284)","(4.8, 5.4, 5.3)","(2.7, 3.4, 3.313235294117647)","(9.0, 12.0, 11.805970149253731)","(10.0, 14.0, 13.368421052631579)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:15.760322,"(2.6, 2.96, 2.9305)","(4.8, 5.3, 5.2153846153846155)","(2.7, 3.4, 3.3130434782608695)","(9.0, 12.0, 11.805970149253731)","(10.0, 14.0, 13.538461538461538)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:16.941012,"(2.6, 2.96, 2.932)","(4.8, 5.3, 5.22)","(2.7, 3.4, 3.3130434782608695)","(9.0, 12.0, 11.830645161290322)","(10.0, 14.0, 13.538461538461538)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:18.104148,"(2.6, 2.96, 2.932)","(4.8, 5.4, 5.24)","(2.7, 3.4, 3.3130434782608695)","(9.0, 12.0, 11.830645161290322)","(10.0, 14.0, 13.538461538461538)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:19.288213,"(2.6, 2.96, 2.930632911392405)","(4.8, 5.4, 5.207407407407407)","(2.7, 3.4, 3.375)","(9.0, 12.0, 11.901960784313726)","(10.0, 14.0, 13.333333333333334)","(31.0, 70.0, 63.47826086956522)"
15-12-2022 13:44:20.361018,"(2.6, 2.92, 2.906315789473684)","(4.8, 5.3, 5.207407407407407)","(2.7, 3.4, 3.45)","(9.0, 12.0, 11.894736842105264)","(10.0, 14.0, 13.466666666666667)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:21.513565,"(2.6, 2.9, 2.895)","(4.8, 5.2, 5.151219512195122)","(2.7, 3.55, 3.49)","(9.0, 12.5, 11.894736842105264)","(10.0, 14.0, 13.714285714285714)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:22.974389,"(2.6, 2.9, 2.8920930232558137)","(4.8, 5.2, 5.125925925925926)","(2.7, 3.55, 3.49)","(9.0, 12.5, 11.894736842105264)","(10.0, 14.0, 13.73076923076923)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:24.360567,"(2.6, 2.9, 2.8906666666666667)","(4.8, 5.2, 5.132203389830509)","(2.7, 3.55, 3.49)","(9.0, 12.5, 11.894736842105264)","(10.0, 14.0, 13.73076923076923)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:25.400537,"(2.6, 2.9, 2.8920930232558137)","(4.8, 5.2, 5.132203389830509)","(2.7, 3.55, 3.49)","(9.0, 12.5, 11.894736842105264)","(10.0, 14.0, 13.73076923076923)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:26.533696,"(2.6, 2.9, 2.8920930232558137)","(4.8, 5.2, 5.128571428571428)","(2.7, 3.55, 3.5153846153846153)","(9.0, 12.5, 11.619047619047619)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:27.689846,"(2.6, 2.86, 2.8466666666666667)","(4.8, 5.2, 5.136363636363636)","(2.7, 3.65, 3.5910714285714285)","(9.0, 11.5, 11.36111111111111)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:28.711196,"(2.6, 2.86, 2.8466666666666667)","(4.8, 5.2, 5.133333333333333)","(2.7, 3.65, 3.5910714285714285)","(9.0, 11.5, 11.30952380952381)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:29.715376,"(2.6, 2.86, 2.844444444444444)","(4.8, 5.2, 5.125)","(2.7, 3.65, 3.54)","(9.0, 12.0, 11.619047619047619)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:30.831472,"(2.6, 2.86, 2.844444444444444)","(4.8, 5.2, 5.125)","(2.7, 3.65, 3.54)","(9.0, 12.0, 11.577777777777778)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:31.990746,"(2.6, 2.88, 2.870877192982456)","(4.8, 5.2, 5.111111111111111)","(2.7, 3.65, 3.54)","(9.0, 12.0, 11.577777777777778)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:33.132101,"(2.6, 2.88, 2.878235294117647)","(4.8, 5.2, 5.1375)","(2.7, 3.65, 3.54)","(9.0, 12.0, 11.371428571428572)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:34.267790,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.258333333333333)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.325)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:35.397115,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.211111111111111)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.325)","(10.0, 14.0, 13.619047619047619)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:36.426081,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.236)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.095238095238095)","(10.0, 14.0, 13.68)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:37.460004,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.248275862068965)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.055555555555555)","(10.0, 14.0, 13.68)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:38.625476,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.248275862068965)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.055555555555555)","(10.0, 14.0, 13.73076923076923)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:39.772268,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.248275862068965)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.055555555555555)","(10.0, 14.0, 13.73076923076923)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:40.797055,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.248275862068965)","(2.7, 3.65, 3.54)","(9.0, 11.5, 11.055555555555555)","(10.0, 14.0, 13.73076923076923)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:41.835177,"(2.6, 2.88, 2.874090909090909)","(4.8, 5.3, 5.256)","(2.7, 3.65, 3.54)","(9.0, 11.5, 10.973684210526315)","(10.0, 14.0, 13.833333333333334)","(31.0, 70.0, 64.82758620689656)"
15-12-2022 13:44:42.948360,"(2.6, 2.86, 2.844736842105263)","(4.8, 5.3, 5.27)","(2.7, 3.65, 3.5272727272727273)","(9.0, 11.5, 10.973684210526315)","(10.0, 14.0, 13.833333333333334)","(31.0, 70.0, 64.82758620689656)"
15-12-2022 13:44:44.061231,"(2.6, 2.86, 2.844736842105263)","(4.8, 5.5, 5.420689655172414)","(2.7, 3.65, 3.566666666666667)","(9.0, 11.5, 10.928571428571429)","(10.0, 14.0, 13.833333333333334)","(31.0, 70.0, 64.82758620689656)"
15-12-2022 13:44:45.111242,"(2.6, 2.84, 2.837407407407407)","(4.8, 5.5, 5.438709677419355)","(2.7, 3.6, 3.5333333333333337)","(9.0, 11.5, 10.85135135135135)","(10.0, 14.0, 13.833333333333334)","(31.0, 70.0, 64.82758620689656)"
15-12-2022 13:44:46.194622,"(2.6, 2.84, 2.837407407407407)","(4.8, 5.5, 5.46)","(2.7, 3.6, 3.5333333333333337)","(9.0, 11.5, 10.85135135135135)","(10.0, 14.0, 13.833333333333334)","(31.0, 70.0, 64.82758620689656)"
15-12-2022 13:44:47.309822,"(2.6, 2.86, 2.8493749999999998)","(4.8, 5.7, 5.6)","(2.7, 3.6, 3.4681818181818183)","(9.0, 11.5, 11.294117647058824)","(10.0, 14.0, 13.911764705882353)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:48.334806,"(2.6, 2.84, 2.8348148148148145)","(4.8, 5.7, 5.645833333333333)","(2.7, 3.55, 3.4681818181818183)","(9.0, 11.5, 11.294117647058824)","(10.0, 14.0, 13.911764705882353)","(31.0, 70.0, 63.75)"
15-12-2022 13:44:49.396696,"(2.6, 2.82, 2.7939999999999996)","(4.8, 5.8, 5.718181818181819)","(2.7, 3.55, 3.480769230769231)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.85)","(31.0, 70.0, 66.0)"
15-12-2022 13:44:50.445032,"(2.6, 2.82, 2.7960975609756096)","(4.8, 5.8, 5.728571428571429)","(2.7, 3.55, 3.4518518518518517)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.85)","(31.0, 70.0, 66.0)"
15-12-2022 13:44:51.512289,"(2.6, 2.8, 2.7960975609756096)","(4.8, 5.8, 5.728571428571429)","(2.7, 3.5, 3.4583333333333335)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.85)","(31.0, 70.0, 66.0)"
15-12-2022 13:44:52.557874,"(2.6, 2.8, 2.7927272727272725)","(4.8, 5.8, 5.744)","(2.7, 3.5, 3.4583333333333335)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.8125)","(31.0, 70.0, 65.45454545454545)"
15-12-2022 13:44:53.504816,"(2.6, 2.8, 2.7927272727272725)","(4.8, 5.8, 5.752380952380952)","(2.7, 3.5, 3.4583333333333335)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.8125)","(31.0, 80.0, 68.0)"
15-12-2022 13:44:54.549523,"(2.6, 2.8, 2.7927272727272725)","(4.8, 5.8, 5.744)","(2.7, 3.5, 3.4583333333333335)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.8125)","(31.0, 80.0, 68.0)"
15-12-2022 13:44:55.654556,"(2.6, 2.8, 2.7927272727272725)","(4.8, 5.8, 5.744)","(2.7, 3.5, 3.458333333333333)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.8125)","(31.0, 80.0, 72.0)"
15-12-2022 13:44:56.896228,"(2.6, 2.8, 2.7927272727272725)","(4.8, 5.8, 5.73)","(2.7, 3.55, 3.4477272727272728)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.8125)","(31.0, 80.0, 72.0)"
15-12-2022 13:44:58.450252,"(2.6, 2.8, 2.7927272727272725)","(4.8, 5.8, 5.73)","(2.7, 3.55, 3.4037037037037035)","(9.0, 11.5, 11.238095238095237)","(10.0, 14.0, 13.8125)","(31.0, 80.0, 72.0)"
15-12-2022 13:44:59.486422,"(2.6, 2.82, 2.796470588235294)","(4.8, 5.8, 5.741666666666667)","(2.7, 3.45, 3.4004132231404958)","(9.0, 11.5, 11.451612903225806)","(10.0, 14.0, 13.8125)","(31.0, 80.0, 77.14285714285714)"
15-12-2022 13:45:00.518624,"(2.6, 2.82, 2.792173913043478)","(4.8, 5.8, 5.743478260869566)","(2.7, 3.4, 3.3508064516129035)","(9.0, 12.0, 11.451612903225806)","(10.0, 14.0, 13.88888888888889)","(31.0, 80.0, 77.14285714285714)"
15-12-2022 13:45:01.590566,"(2.6, 2.82, 2.796470588235294)","(4.8, 5.8, 5.743478260869566)","(2.7, 3.4, 3.3061538461538458)","(9.0, 12.0, 11.451612903225806)","(10.0, 14.5, 13.833333333333334)","(31.0, 80.0, 77.14285714285714)"
15-12-2022 13:45:02.670645,"(2.6, 2.82, 2.796470588235294)","(4.8, 5.8, 5.743478260869566)","(2.7, 3.4, 3.3061538461538458)","(9.0, 12.0, 11.451612903225806)","(10.0, 14.5, 13.833333333333334)","(31.0, 80.0, 77.14285714285714)"
15-12-2022 13:45:03.817462,"(2.6, 2.82, 2.7975)","(4.8, 5.8, 5.863636363636364)","(2.7, 3.4, 3.276315789473684)","(9.0, 12.0, 11.372093023255815)","(10.0, 14.5, 13.833333333333334)","(31.0, 80.0, 77.14285714285714)"
15-12-2022 13:45:04.972494,"(2.6, 2.82, 2.793333333333333)","(4.8, 5.9, 5.85)","(2.7, 3.3, 3.2982758620689654)","(9.0, 12.0, 11.018987341772151)","(10.0, 14.5, 13.592857142857143)","(31.0, 80.0, 82.89473684210526)"
15-12-2022 13:45:06.463391,"(2.6, 2.84, 2.846086956521739)","(4.8, 6.0, 5.859999999999999)","(2.7, 3.35, 3.2644444444444445)","(9.0, 11.5, 10.964788732394366)","(10.0, 14.0, 13.592857142857143)","(31.0, 85.0, 82.89473684210526)"
15-12-2022 13:45:07.892386,"(2.6, 2.86, 2.853333333333333)","(4.8, 6.0, 5.963157894736843)","(2.7, 3.3, 3.2295454545454545)","(9.0, 11.5, 10.975524475524475)","(10.0, 14.0, 13.640625)","(31.0, 85.0, 75.0)"
15-12-2022 13:45:08.908727,"(2.6, 2.88, 2.8666666666666667)","(4.8, 6.2, 5.963157894736843)","(2.7, 3.25, 3.2295454545454545)","(9.0, 11.5, 10.975524475524475)","(10.0, 14.0, 13.640625)","(31.0, 85.0, 75.0)"
15-12-2022 13:45:09.882333,"(2.6, 2.86, 2.850833333333333)","(4.8, 6.2, 6.0)","(2.7, 3.25, 3.2375)","(9.0, 11.5, 11.081632653061224)","(10.0, 15.5, 15.233333333333333)","(31.0, 85.0, 77.5)"
15-12-2022 13:45:10.944038,"(2.6, 2.86, 2.8559633027522935)","(4.8, 6.0, 5.979310344827586)","(2.7, 3.25, 3.2375)","(9.0, 11.5, 11.081632653061224)","(10.0, 15.5, 15.208333333333334)","(31.0, 100.0, 91.17647058823529)"
15-12-2022 13:45:12.017555,"(2.6, 2.9, 2.8816949152542373)","(4.8, 6.2, 5.952173913043478)","(2.7, 3.15, 3.126315789473684)","(9.0, 11.5, 11.085106382978724)","(10.0, 15.5, 15.23913043478261)","(31.0, 100.0, 91.17647058823529)"
15-12-2022 13:45:13.102041,"(2.6, 2.9, 2.8816949152542373)","(5.0, 6.2, 5.96)","(2.7, 3.15, 3.13125)","(9.0, 11.5, 11.085106382978724)","(10.0, 15.5, 15.35)","(31.0, 100.0, 88.75)"
15-12-2022 13:45:14.164306,"(2.6, 2.9, 2.8617699115044246)","(5.0, 6.0, 5.95)","(2.7, 3.15, 3.132608695652174)","(9.0, 11.5, 11.286666666666667)","(10.0, 15.5, 15.357142857142858)","(31.0, 95.0, 87.64705882352942)"
15-12-2022 13:45:15.244350,"(2.6, 2.9, 2.8857894736842105)","(5.0, 6.0, 5.95)","(2.7, 3.15, 3.13)","(9.0, 11.5, 11.286666666666667)","(10.0, 15.5, 15.357142857142858)","(31.0, 95.0, 87.64705882352942)"
15-12-2022 13:45:16.367847,"(2.6, 2.92, 2.8815770609318996)","(5.0, 6.0, 5.972413793103448)","(2.7, 3.15, 3.1166666666666667)","(9.0, 11.5, 11.286666666666667)","(10.0, 15.5, 15.357142857142858)","(31.0, 95.0, 87.64705882352942)"
15-12-2022 13:45:17.428422,"(2.6, 2.92, 2.8815770609318996)","(5.0, 6.0, 5.972413793103448)","(2.7, 3.15, 3.1166666666666667)","(9.0, 11.5, 11.25294117647059)","(10.0, 15.5, 15.357142857142858)","(31.0, 95.0, 88.75)"
15-12-2022 13:45:18.480885,"(2.6, 2.92, 2.8815770609318996)","(5.0, 6.0, 5.977142857142857)","(2.7, 3.15, 3.077272727272727)","(9.0, 11.5, 11.274193548387096)","(10.0, 15.5, 15.357142857142858)","(31.0, 95.0, 88.75)"
15-12-2022 13:45:19.571314,"(2.6, 2.92, 2.8815770609318996)","(5.0, 6.0, 5.977142857142857)","(2.7, 3.15, 3.077272727272727)","(9.0, 11.5, 11.274193548387096)","(10.0, 15.5, 15.1875)","(31.0, 95.0, 85.0)"
15-12-2022 13:45:20.630252,"(2.6, 2.92, 2.8815770609318996)","(5.0, 6.0, 5.977142857142857)","(2.7, 3.15, 3.077272727272727)","(9.0, 11.5, 11.274193548387096)","(10.0, 15.5, 15.214285714285714)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:21.556768,"(2.6, 2.9, 2.868533333333333)","(5.0, 6.0, 5.977142857142857)","(2.7, 3.15, 3.11)","(9.0, 11.5, 11.274193548387096)","(10.0, 15.5, 15.289473684210526)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:22.616705,"(2.6, 2.96, 2.94425)","(5.0, 6.0, 5.948571428571428)","(2.7, 3.15, 3.0630434782608695)","(9.0, 11.5, 11.24757281553398)","(10.0, 15.5, 15.233333333333333)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:23.664741,"(2.6, 3.05, 3.0095238095238095)","(5.0, 5.8, 5.705263157894737)","(2.7, 3.15, 3.0568181818181817)","(9.0, 11.5, 11.238317757009346)","(10.0, 15.5, 14.9)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:24.929280,"(2.6, 3.15, 3.1395104895104895)","(5.0, 5.6, 5.542857142857143)","(2.7, 3.1, 3.0630630630630633)","(9.0, 11.5, 11.238317757009346)","(10.0, 15.0, 14.9)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:26.383640,"(2.6, 3.15, 3.1074074074074076)","(5.0, 5.6, 5.661290322580645)","(2.7, 3.1, 3.043269230769231)","(9.0, 11.5, 11.238317757009346)","(10.0, 15.0, 14.9)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:27.351485,"(2.6, 3.15, 3.070754716981132)","(5.0, 5.7, 5.661290322580645)","(2.7, 3.05, 3.043269230769231)","(9.0, 11.5, 11.420634920634921)","(10.0, 15.0, 15.1)","(31.0, 90.0, 82.0)"
15-12-2022 13:45:28.342456,"(2.6, 3.15, 3.072)","(5.0, 5.7, 5.661290322580645)","(2.7, 3.0, 2.9771428571428573)","(9.0, 11.5, 11.628571428571428)","(10.0, 15.5, 15.1)","(31.0, 90.0, 79.28571428571429)"
15-12-2022 13:45:29.382690,"(2.6, 3.15, 3.072)","(5.0, 5.7, 5.661290322580645)","(2.7, 3.0, 2.9857142857142858)","(9.0, 12.0, 11.628571428571428)","(10.0, 15.5, 15.1)","(31.0, 85.0, 79.28571428571429)"
15-12-2022 13:45:30.499648,"(2.6, 3.1, 3.075)","(5.0, 5.7, 5.661290322580645)","(2.7, 2.98, 2.976231884057971)","(9.0, 12.5, 12.135294117647058)","(10.0, 15.5, 15.326086956521738)","(31.0, 85.0, 77.5)"
15-12-2022 13:45:31.467099,"(2.6, 3.1, 3.075)","(5.0, 5.7, 5.661290322580645)","(2.7, 3.0, 2.9915384615384615)","(9.0, 13.0, 12.9)","(10.0, 15.5, 15.326086956521738)","(31.0, 85.0, 77.5)"
15-12-2022 13:45:32.517447,"(2.6, 3.1, 3.0608108108108105)","(5.0, 5.7, 5.64)","(2.7, 2.94, 2.9066666666666667)","(9.0, 14.0, 13.666666666666666)","(10.0, 15.5, 15.326086956521738)","(31.0, 85.0, 79.64285714285714)"
15-12-2022 13:45:33.828907,"(2.6, 3.1, 3.041333333333333)","(5.0, 5.7, 5.661538461538462)","(2.7, 2.96, 2.9186206896551723)","(9.0, 14.5, 13.88888888888889)","(10.0, 16.0, 15.2)","(31.0, 85.0, 79.64285714285714)"
15-12-2022 13:45:35.232366,"(2.6, 3.05, 3.0366666666666666)","(5.0, 5.7, 5.569999999999999)","(2.7, 2.96, 2.9102702702702703)","(9.0, 14.5, 13.88888888888889)","(10.0, 16.0, 15.25)","(31.0, 85.0, 79.64285714285714)"
15-12-2022 13:45:36.277736,"(2.6, 3.1, 3.0258823529411765)","(5.0, 5.6, 5.505263157894737)","(2.7, 2.96, 2.9102702702702703)","(9.0, 14.5, 14.375)","(10.0, 16.0, 15.6)","(31.0, 85.0, 79.64285714285714)"
15-12-2022 13:45:37.237232,"(2.6, 3.1, 3.0188405797101447)","(5.0, 5.5, 5.4714285714285715)","(2.7, 2.92, 2.894)","(9.0, 14.5, 14.38888888888889)","(10.0, 16.0, 14.789473684210526)","(31.0, 85.0, 79.0)"
15-12-2022 13:45:38.226752,"(2.6, 3.1, 3.052941176470588)","(5.0, 5.6, 5.4714285714285715)","(2.7, 2.9, 2.8846666666666665)","(9.0, 15.5, 15.40909090909091)","(10.0, 15.0, 14.94)","(31.0, 85.0, 79.0)"
15-12-2022 13:45:39.302710,"(2.6, 3.1, 3.050892857142857)","(5.0, 5.6, 5.461538461538462)","(2.7, 2.9, 2.8725)","(9.0, 15.5, 15.416666666666666)","(10.0, 15.0, 15.366666666666667)","(31.0, 85.0, 79.0)"
15-12-2022 13:45:40.352153,"(2.6, 3.1, 3.0555555555555554)","(5.0, 5.6, 5.505263157894737)","(2.7, 2.88, 2.8698360655737702)","(9.0, 15.5, 15.416666666666666)","(10.0, 15.5, 15.366666666666667)","(31.0, 85.0, 79.0)"
15-12-2022 13:45:41.388747,"(2.6, 3.1, 3.0555555555555554)","(5.0, 5.6, 5.48695652173913)","(2.7, 2.88, 2.869122807017544)","(9.0, 15.5, 15.416666666666666)","(10.0, 15.5, 15.366666666666667)","(31.0, 85.0, 74.5)"
15-12-2022 13:45:42.285830,"(2.6, 3.1, 3.0616)","(5.0, 5.6, 5.521739130434782)","(2.7, 2.88, 2.8704)","(9.0, 15.5, 15.416666666666666)","(10.0, 15.5, 15.366666666666667)","(31.0, 80.0, 73.88888888888889)"
