,Missczech,Curlin Blessing,Taking Charge Desi,Kynlies Empire,Tiz A Macho Girl,Joy In The Battle,Miss Hard Knocks,Lucy K
10-01-2023 08:06:59.066113,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.11111111111111)","(31.0, 95.0, 85.9090909090909)","(41.0, 200.0, 120.0)","(2.45, 2.78, 2.7808888888888887)","(5.0, 6.8, 6.619354838709677)","(2.45, 2.9, 2.888888888888889)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:00.142266,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.11111111111111)","(31.0, 95.0, 80.0)","(41.0, 120.0, 113.75)","(2.45, 2.8, 2.783225806451613)","(5.0, 6.8, 6.619354838709677)","(2.45, 2.9, 2.882222222222222)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:01.188294,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.11111111111111)","(31.0, 90.0, 77.77777777777777)","(41.0, 120.0, 113.75)","(2.45, 2.8, 2.7891566265060237)","(5.0, 6.8, 6.596363636363637)","(2.45, 2.9, 2.8833333333333333)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:02.188228,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.11111111111111)","(31.0, 90.0, 77.77777777777777)","(41.0, 120.0, 113.75)","(2.45, 2.8, 2.7861538461538458)","(5.0, 6.8, 6.596363636363637)","(2.45, 2.9, 2.8833333333333333)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:03.232591,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.076923076923077)","(31.0, 90.0, 77.77777777777777)","(41.0, 120.0, 113.75)","(2.45, 2.8, 2.786764705882353)","(5.0, 6.8, 6.596363636363637)","(2.45, 2.9, 2.8833333333333333)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:04.240167,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.076923076923077)","(31.0, 90.0, 77.05882352941177)","(41.0, 120.0, 113.75)","(2.45, 2.8, 2.786764705882353)","(5.0, 6.8, 6.598198198198198)","(2.45, 2.9, 2.8815384615384616)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:05.256510,"(11.0, 15.5, 15.004032258064516)","(15.0, 22.0, 21.076923076923077)","(31.0, 90.0, 77.05882352941177)","(41.0, 120.0, 103.33333333333333)","(2.45, 2.8, 2.7811999999999997)","(5.0, 6.8, 6.963636363636364)","(2.45, 2.9, 2.8529729729729727)","(41.0, 90.0, 76.875)"
10-01-2023 08:07:06.365290,"(11.0, 15.5, 15.008474576271187)","(15.0, 22.0, 21.46153846153846)","(31.0, 90.0, 77.5)","(41.0, 120.0, 111.25)","(2.45, 2.8, 2.7839316239316236)","(5.0, 7.0, 6.989473684210527)","(2.45, 2.86, 2.865333333333333)","(41.0, 90.0, 81.92307692307692)"
10-01-2023 08:07:07.385775,"(11.0, 15.5, 15.008064516129032)","(15.0, 22.0, 21.391304347826086)","(31.0, 90.0, 77.5)","(41.0, 120.0, 111.25)","(2.45, 2.8, 2.781694915254237)","(5.0, 7.0, 7.05)","(2.45, 2.88, 2.8623529411764705)","(41.0, 90.0, 80.45454545454545)"
10-01-2023 08:07:08.395162,"(11.0, 15.5, 15.008064516129032)","(15.0, 22.0, 21.454545454545453)","(31.0, 90.0, 77.5)","(41.0, 120.0, 112.0)","(2.45, 2.8, 2.781694915254237)","(5.0, 7.2, 7.05)","(2.45, 2.88, 2.857272727272727)","(41.0, 90.0, 80.45454545454545)"
10-01-2023 08:07:09.420943,"(11.0, 15.5, 15.008474576271187)","(15.0, 22.0, 21.454545454545453)","(31.0, 70.0, 65.71428571428571)","(41.0, 120.0, 112.0)","(2.45, 2.8, 2.781694915254237)","(5.0, 7.2, 7.05)","(2.45, 2.86, 2.857272727272727)","(41.0, 90.0, 80.45454545454545)"
10-01-2023 08:07:10.411178,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.454545454545453)","(31.0, 70.0, 67.27272727272727)","(41.0, 120.0, 111.25)","(2.45, 2.8, 2.783063063063063)","(5.0, 7.2, 7.05)","(2.45, 2.86, 2.857272727272727)","(41.0, 90.0, 81.92307692307692)"
10-01-2023 08:07:11.417405,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.454545454545453)","(31.0, 70.0, 68.88888888888889)","(31.0, 120.0, 111.25)","(2.5, 2.8, 2.783063063063063)","(5.0, 7.2, 7.05)","(2.5, 2.86, 2.857272727272727)","(31.0, 90.0, 81.92307692307692)"
10-01-2023 08:07:12.463720,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.454545454545453)","(31.0, 90.0, 77.14285714285714)","(31.0, 120.0, 111.25)","(2.5, 2.8, 2.7872340425531914)","(5.0, 7.2, 7.05)","(2.5, 2.86, 2.857272727272727)","(31.0, 90.0, 81.92307692307692)"
10-01-2023 08:07:13.515010,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.454545454545453)","(31.0, 90.0, 70.0)","(31.0, 120.0, 112.22222222222223)","(2.5, 2.8, 2.789090909090909)","(5.0, 7.2, 7.001834862385321)","(2.5, 2.86, 2.857272727272727)","(31.0, 90.0, 81.92307692307692)"
10-01-2023 08:07:14.608763,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.454545454545453)","(31.0, 90.0, 70.0)","(31.0, 120.0, 112.22222222222223)","(2.5, 2.8, 2.778181818181818)","(5.0, 7.2, 7.04)","(2.5, 2.86, 2.857272727272727)","(31.0, 90.0, 81.0)"
10-01-2023 08:07:15.669857,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.52)","(31.0, 90.0, 75.0)","(31.0, 120.0, 112.22222222222223)","(2.5, 2.78, 2.778181818181818)","(5.0, 7.2, 7.04)","(2.5, 2.86, 2.857272727272727)","(31.0, 90.0, 83.75)"
10-01-2023 08:07:16.676866,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.4)","(31.0, 90.0, 80.0)","(31.0, 120.0, 111.25)","(2.5, 2.78, 2.7828571428571425)","(5.0, 7.2, 7.04)","(2.5, 2.86, 2.8510344827586205)","(31.0, 90.0, 79.28571428571429)"
10-01-2023 08:07:17.662708,"(11.0, 15.5, 14.83695652173913)","(15.0, 22.0, 21.4)","(31.0, 90.0, 78.0)","(31.0, 120.0, 111.25)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 7.0181818181818185)","(2.5, 2.86, 2.8568421052631576)","(31.0, 90.0, 79.28571428571429)"
10-01-2023 08:07:18.650680,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.4)","(31.0, 90.0, 77.14285714285714)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 7.044444444444444)","(2.5, 2.86, 2.8568421052631576)","(31.0, 90.0, 79.28571428571429)"
10-01-2023 08:07:19.660190,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.4)","(31.0, 90.0, 73.63636363636364)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 7.02680412371134)","(2.5, 2.86, 2.855238095238095)","(31.0, 90.0, 79.28571428571429)"
10-01-2023 08:07:20.662192,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.4)","(31.0, 90.0, 73.63636363636364)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 7.02680412371134)","(2.5, 2.86, 2.855238095238095)","(31.0, 90.0, 79.28571428571429)"
10-01-2023 08:07:21.706080,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.4)","(31.0, 90.0, 73.63636363636364)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 7.02680412371134)","(2.5, 2.86, 2.855238095238095)","(31.0, 90.0, 70.78947368421052)"
10-01-2023 08:07:22.701455,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.4)","(31.0, 90.0, 73.63636363636364)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 7.02680412371134)","(2.5, 2.86, 2.855238095238095)","(31.0, 80.0, 72.70833333333334)"
10-01-2023 08:07:23.677843,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.4)","(31.0, 90.0, 76.36363636363636)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7828571428571425)","(5.0, 7.2, 6.989655172413793)","(2.5, 2.86, 2.855238095238095)","(31.0, 80.0, 71.25)"
10-01-2023 08:07:24.641640,"(11.0, 15.5, 14.844086021505376)","(15.0, 22.0, 21.263157894736842)","(31.0, 90.0, 78.46153846153847)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7846153846153845)","(5.0, 7.0, 6.991044776119403)","(2.5, 2.86, 2.855238095238095)","(31.0, 80.0, 73.0)"
10-01-2023 08:07:25.656359,"(11.0, 15.5, 14.883838383838384)","(15.0, 22.0, 21.363636363636363)","(31.0, 90.0, 81.1764705882353)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7849999999999997)","(5.0, 7.0, 6.991044776119403)","(2.5, 2.86, 2.84)","(31.0, 80.0, 73.0)"
10-01-2023 08:07:26.639155,"(11.0, 15.5, 14.822222222222223)","(15.0, 22.0, 21.0)","(31.0, 90.0, 81.1764705882353)","(31.0, 120.0, 110.0)","(2.5, 2.8, 2.7849999999999997)","(5.0, 7.0, 7.082191780821918)","(2.5, 2.86, 2.8540540540540538)","(31.0, 80.0, 64.44444444444444)"
10-01-2023 08:07:27.665446,"(11.0, 15.5, 14.864583333333334)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 72.85714285714286)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.795223880597015)","(5.0, 7.2, 7.086956521739131)","(2.5, 2.86, 2.859298245614035)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:28.698982,"(11.0, 15.0, 14.88888888888889)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 72.85714285714286)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.795223880597015)","(5.0, 7.2, 7.086956521739131)","(2.5, 2.86, 2.859259259259259)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:29.715872,"(11.0, 15.0, 14.878048780487806)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 72.85714285714286)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.7947540983606554)","(5.0, 7.2, 7.095238095238095)","(2.5, 2.86, 2.875593220338983)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:30.696248,"(11.0, 15.0, 14.871794871794872)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 80.625)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.7947540983606554)","(5.0, 7.2, 7.0754716981132075)","(2.5, 2.88, 2.875593220338983)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:31.656505,"(11.0, 15.0, 14.871794871794872)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 80.625)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.795223880597015)","(5.0, 7.2, 7.044897959183674)","(2.5, 2.88, 2.875593220338983)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:32.619989,"(11.0, 15.5, 14.880434782608695)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 80.625)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.795223880597015)","(5.0, 7.2, 7.044897959183674)","(2.5, 2.88, 2.8738983050847455)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:33.582069,"(11.0, 15.5, 14.880434782608695)","(15.0, 22.0, 21.333333333333332)","(31.0, 90.0, 80.625)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.795223880597015)","(5.0, 7.2, 7.044897959183674)","(2.5, 2.88, 2.8756666666666666)","(31.0, 80.0, 70.66666666666667)"
10-01-2023 08:07:34.541989,"(11.0, 15.5, 14.880434782608695)","(15.0, 21.0, 20.933333333333334)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.795223880597015)","(5.0, 7.2, 7.090909090909091)","(2.5, 2.88, 2.889375)","(31.0, 80.0, 75.75757575757575)"
10-01-2023 08:07:35.510800,"(11.0, 15.5, 14.880434782608695)","(15.0, 21.0, 20.928571428571427)","(31.0, 90.0, 82.17391304347827)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.7886363636363636)","(5.0, 7.2, 7.090909090909091)","(2.5, 2.9, 2.8854054054054052)","(31.0, 80.0, 75.75757575757575)"
10-01-2023 08:07:36.505406,"(11.0, 15.5, 14.880434782608695)","(15.0, 21.0, 20.928571428571427)","(31.0, 90.0, 82.17391304347827)","(31.0, 120.0, 110.9090909090909)","(2.5, 2.8, 2.7886363636363636)","(5.0, 7.2, 7.107142857142858)","(2.5, 2.9, 2.8854054054054052)","(31.0, 80.0, 75.75757575757575)"
10-01-2023 08:07:37.513165,"(11.0, 15.5, 14.880434782608695)","(15.0, 21.0, 20.90909090909091)","(31.0, 65.0, 64.25)","(31.0, 120.0, 112.3076923076923)","(2.5, 2.8, 2.7789610389610386)","(5.0, 7.2, 7.09375)","(2.5, 2.9, 2.8854054054054052)","(31.0, 80.0, 69.70588235294117)"
10-01-2023 08:07:38.530144,"(11.0, 15.5, 14.880434782608695)","(15.0, 22.0, 21.25)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 112.3076923076923)","(2.5, 2.78, 2.80375)","(5.0, 7.2, 7.091666666666667)","(2.5, 2.9, 2.8846153846153846)","(31.0, 80.0, 72.70833333333334)"
10-01-2023 08:07:39.521462,"(11.0, 15.5, 14.818181818181818)","(15.0, 21.0, 20.90909090909091)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 112.3076923076923)","(2.5, 2.82, 2.802608695652174)","(5.0, 7.2, 7.091666666666667)","(2.5, 2.9, 2.8846153846153846)","(31.0, 80.0, 70.78947368421052)"
10-01-2023 08:07:40.512562,"(11.0, 15.5, 14.818181818181818)","(15.0, 21.0, 20.90909090909091)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 113.33333333333333)","(2.5, 2.8, 2.7916666666666665)","(5.0, 7.2, 7.091666666666667)","(2.5, 2.9, 2.8846153846153846)","(31.0, 80.0, 70.78947368421052)"
10-01-2023 08:07:41.504726,"(11.0, 15.5, 14.818181818181818)","(15.0, 21.0, 20.90909090909091)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 113.33333333333333)","(2.5, 2.8, 2.7916666666666665)","(5.0, 7.2, 6.9206896551724135)","(2.5, 2.9, 2.8846153846153846)","(31.0, 80.0, 70.78947368421052)"
10-01-2023 08:07:42.518253,"(11.0, 15.5, 14.818181818181818)","(15.0, 21.0, 20.90909090909091)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 113.33333333333333)","(2.5, 2.8, 2.7916666666666665)","(5.0, 7.0, 6.9206896551724135)","(2.5, 2.9, 2.8846153846153846)","(31.0, 80.0, 70.78947368421052)"
10-01-2023 08:07:43.542483,"(11.0, 15.5, 14.818181818181818)","(15.0, 21.0, 20.875)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 113.33333333333333)","(2.5, 2.8, 2.7916666666666665)","(5.0, 7.0, 6.9206896551724135)","(2.5, 2.9, 2.8846153846153846)","(31.0, 80.0, 70.78947368421052)"
10-01-2023 08:07:44.554980,"(11.0, 15.5, 14.818181818181818)","(15.0, 21.0, 20.875)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 113.33333333333333)","(2.5, 2.8, 2.777142857142857)","(5.0, 7.0, 6.966666666666667)","(2.5, 2.9, 2.8848)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:45.541239,"(11.0, 15.5, 14.98611111111111)","(15.0, 21.0, 20.875)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 113.33333333333333)","(2.5, 2.8, 2.7916666666666665)","(5.0, 7.0, 7.085714285714285)","(2.5, 2.9, 2.8848)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:46.534881,"(11.0, 15.5, 14.98611111111111)","(15.0, 21.0, 20.875)","(31.0, 90.0, 68.57142857142857)","(31.0, 120.0, 112.72727272727272)","(2.5, 2.8, 2.790804597701149)","(5.0, 7.2, 7.075555555555556)","(2.5, 2.9, 2.8848)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:47.500341,"(11.0, 15.5, 14.883333333333333)","(15.0, 21.0, 20.90909090909091)","(31.0, 65.0, 64.5)","(31.0, 120.0, 112.72727272727272)","(2.5, 2.8, 2.790804597701149)","(5.0, 7.2, 7.075555555555556)","(2.5, 2.9, 2.8848)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:48.456177,"(11.0, 15.5, 14.883333333333333)","(15.0, 21.0, 20.8)","(31.0, 65.0, 50.833333333333336)","(31.0, 120.0, 112.72727272727272)","(2.5, 2.8, 2.7885714285714283)","(5.0, 7.2, 7.075555555555556)","(2.5, 2.9, 2.8848)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:49.422659,"(11.0, 15.5, 14.883333333333333)","(15.0, 21.0, 20.8)","(31.0, 65.0, 56.5)","(31.0, 120.0, 112.72727272727272)","(2.5, 2.8, 2.7885714285714283)","(5.0, 7.2, 6.886111111111111)","(2.5, 2.9, 2.8848)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:50.407319,"(11.0, 15.5, 14.883333333333333)","(15.0, 21.0, 20.8)","(31.0, 65.0, 56.5)","(31.0, 120.0, 112.72727272727272)","(2.5, 2.8, 2.808235294117647)","(5.0, 7.0, 6.6866666666666665)","(2.5, 2.9, 2.8866666666666667)","(31.0, 80.0, 73.9655172413793)"
10-01-2023 08:07:51.396845,"(11.0, 15.5, 14.992307692307692)","(15.0, 22.0, 21.142857142857142)","(31.0, 65.0, 54.18181818181818)","(31.0, 120.0, 112.72727272727272)","(2.5, 2.84, 2.809032258064516)","(5.0, 6.8, 6.6866666666666665)","(2.5, 2.9, 2.8957142857142855)","(31.0, 80.0, 74.16666666666667)"
10-01-2023 08:07:52.398902,"(11.0, 15.5, 15.024590163934427)","(15.0, 22.0, 21.142857142857142)","(31.0, 65.0, 55.45454545454545)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.824)","(5.0, 6.8, 6.6866666666666665)","(2.5, 2.9, 2.8957142857142855)","(31.0, 80.0, 74.16666666666667)"
10-01-2023 08:07:53.416541,"(11.0, 15.5, 15.024590163934427)","(15.0, 22.0, 21.142857142857142)","(31.0, 60.0, 56.0)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.824516129032258)","(5.0, 6.8, 6.6866666666666665)","(2.5, 2.9, 2.896326530612245)","(31.0, 80.0, 62.22222222222222)"
10-01-2023 08:07:54.432372,"(11.0, 15.5, 15.416666666666666)","(15.0, 21.0, 20.88888888888889)","(31.0, 60.0, 58.0)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.8278481012658228)","(5.0, 6.8, 6.720930232558139)","(2.5, 2.9, 2.9112941176470586)","(31.0, 80.0, 62.22222222222222)"
10-01-2023 08:07:55.445227,"(11.0, 15.5, 15.416666666666666)","(15.0, 22.0, 21.925925925925927)","(31.0, 60.0, 59.33333333333333)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.8247619047619046)","(5.0, 6.8, 6.699999999999999)","(2.5, 2.92, 2.8966666666666665)","(31.0, 80.0, 72.3076923076923)"
10-01-2023 08:07:56.423664,"(11.0, 15.5, 15.416666666666666)","(15.0, 23.0, 22.272727272727273)","(31.0, 60.0, 59.33333333333333)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.8278481012658228)","(5.0, 6.8, 6.719047619047619)","(2.5, 2.9, 2.888)","(31.0, 80.0, 72.5925925925926)"
10-01-2023 08:07:57.416841,"(11.0, 15.5, 15.416666666666666)","(15.0, 23.0, 22.272727272727273)","(31.0, 50.0, 49.888888888888886)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.824516129032258)","(5.0, 6.8, 6.771428571428571)","(2.5, 2.9, 2.888)","(31.0, 80.0, 72.5925925925926)"
10-01-2023 08:07:58.417332,"(11.0, 15.5, 15.416666666666666)","(15.0, 23.0, 22.272727272727273)","(31.0, 50.0, 49.86666666666667)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.8266666666666667)","(5.0, 6.8, 6.76875)","(2.5, 2.9, 2.888)","(31.0, 80.0, 72.3076923076923)"
10-01-2023 08:07:59.415647,"(11.0, 15.5, 15.296610169491526)","(15.0, 23.0, 22.272727272727273)","(31.0, 65.0, 62.875)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.8266666666666667)","(5.0, 6.8, 6.836923076923076)","(2.5, 2.9, 2.886779661016949)","(31.0, 80.0, 72.3076923076923)"
10-01-2023 08:08:00.421819,"(11.0, 15.5, 15.277777777777779)","(15.0, 23.0, 22.272727272727273)","(31.0, 65.0, 61.13636363636364)","(31.0, 120.0, 114.66666666666667)","(2.5, 2.84, 2.8266666666666667)","(5.0, 7.0, 6.834782608695652)","(2.5, 2.9, 2.88375)","(31.0, 80.0, 72.3076923076923)"
10-01-2023 08:08:01.420385,"(11.0, 15.5, 15.277777777777779)","(15.0, 23.0, 22.319148936170212)","(31.0, 65.0, 61.6)","(31.0, 120.0, 111.11111111111111)","(2.5, 2.84, 2.827027027027027)","(5.0, 7.0, 6.8843749999999995)","(2.5, 2.9, 2.8661971830985915)","(31.0, 80.0, 73.94736842105263)"
10-01-2023 08:08:02.389110,"(11.0, 15.5, 15.277777777777779)","(15.0, 22.0, 21.977272727272727)","(31.0, 65.0, 61.6)","(31.0, 120.0, 111.11111111111111)","(2.5, 2.84, 2.8145454545454545)","(5.0, 7.0, 6.9)","(2.5, 2.88, 2.8569811320754717)","(31.0, 75.0, 74.13043478260869)"
10-01-2023 08:08:03.390201,"(11.0, 15.0, 14.902439024390244)","(14.0, 22.0, 21.977272727272727)","(31.0, 65.0, 61.6)","(31.0, 120.0, 108.57142857142857)","(2.5, 2.86, 2.847272727272727)","(5.0, 7.0, 7.015217391304348)","(2.5, 2.86, 2.871111111111111)","(31.0, 75.0, 71.29629629629629)"
10-01-2023 08:08:04.394164,"(11.0, 15.5, 15.030864197530864)","(14.0, 23.0, 22.80392156862745)","(31.0, 60.0, 58.666666666666664)","(31.0, 120.0, 111.11111111111111)","(2.5, 2.82, 2.795483870967742)","(5.0, 7.2, 7.024489795918368)","(2.5, 2.88, 2.871111111111111)","(31.0, 75.0, 71.96969696969697)"
10-01-2023 08:08:05.390226,"(11.0, 15.5, 15.08695652173913)","(14.0, 23.0, 22.95)","(31.0, 60.0, 57.51724137931035)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.7938888888888886)","(5.0, 7.2, 7.065934065934066)","(2.5, 2.88, 2.8725)","(31.0, 75.0, 71.875)"
10-01-2023 08:08:06.401025,"(11.0, 15.5, 15.141509433962264)","(14.0, 23.0, 22.902439024390244)","(31.0, 60.0, 57.857142857142854)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.7938888888888886)","(5.0, 7.2, 7.055769230769231)","(2.5, 2.88, 2.868108108108108)","(31.0, 75.0, 71.875)"
10-01-2023 08:08:07.398793,"(11.0, 15.5, 15.12)","(14.0, 23.0, 22.902439024390244)","(31.0, 60.0, 57.51724137931035)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.79025641025641)","(5.0, 7.2, 7.055769230769231)","(2.5, 2.88, 2.868108108108108)","(31.0, 75.0, 71.875)"
10-01-2023 08:08:08.392560,"(11.0, 15.5, 15.127659574468085)","(14.0, 23.0, 22.902439024390244)","(31.0, 60.0, 57.51724137931035)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.7823529411764705)","(5.0, 7.2, 7.058)","(2.5, 2.88, 2.868108108108108)","(31.0, 75.0, 71.875)"
10-01-2023 08:08:09.399885,"(11.0, 15.5, 15.127659574468085)","(14.0, 23.0, 22.902439024390244)","(31.0, 55.0, 54.708333333333336)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.7812612612612613)","(5.0, 7.2, 7.055238095238095)","(2.5, 2.88, 2.884)","(31.0, 75.0, 71.875)"
10-01-2023 08:08:10.434146,"(11.0, 15.5, 15.127659574468085)","(14.0, 23.0, 22.902439024390244)","(31.0, 60.0, 58.22222222222222)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.7826923076923076)","(5.0, 7.2, 7.055238095238095)","(2.5, 2.9, 2.8835897435897433)","(31.0, 75.0, 71.875)"
10-01-2023 08:08:11.448407,"(11.0, 15.5, 15.127659574468085)","(14.0, 23.0, 22.902439024390244)","(31.0, 60.0, 58.22222222222222)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.8, 2.777878787878788)","(5.0, 7.2, 7.055238095238095)","(2.5, 2.9, 2.8925423728813557)","(31.0, 75.0, 71.55172413793103)"
10-01-2023 08:08:12.450763,"(11.0, 15.5, 15.127659574468085)","(14.0, 23.0, 22.91111111111111)","(31.0, 60.0, 58.22222222222222)","(31.0, 120.0, 106.66666666666667)","(2.5, 2.78, 2.7746478873239435)","(5.0, 7.2, 7.047311827956989)","(2.5, 2.9, 2.8932307692307693)","(31.0, 75.0, 71.55172413793103)"
10-01-2023 08:08:13.427153,"(11.0, 15.5, 15.127659574468085)","(14.0, 23.0, 22.91111111111111)","(31.0, 60.0, 58.22222222222222)","(31.0, 120.0, 106.0)","(2.5, 2.8, 2.7873239436619714)","(5.0, 7.2, 7.062135922330097)","(2.5, 2.9, 2.8964285714285714)","(31.0, 75.0, 71.55172413793103)"
10-01-2023 08:08:14.427918,"(11.0, 15.5, 15.073170731707316)","(14.0, 23.0, 22.91111111111111)","(31.0, 60.0, 58.22222222222222)","(31.0, 120.0, 110.66666666666667)","(2.5, 2.8, 2.7873239436619714)","(5.0, 7.2, 7.094117647058823)","(2.5, 2.9, 2.8964285714285714)","(31.0, 75.0, 71.42857142857143)"
10-01-2023 08:08:15.411975,"(11.0, 15.5, 15.11111111111111)","(14.0, 23.0, 22.91111111111111)","(31.0, 60.0, 52.0)","(31.0, 120.0, 110.66666666666667)","(2.5, 2.8, 2.7854838709677416)","(5.0, 7.2, 7.121428571428572)","(2.5, 2.9, 2.896140350877193)","(31.0, 75.0, 71.42857142857143)"
10-01-2023 08:08:16.387339,"(11.0, 15.5, 15.26923076923077)","(14.0, 23.0, 22.91111111111111)","(31.0, 60.0, 57.81818181818181)","(31.0, 120.0, 110.66666666666667)","(2.5, 2.8, 2.7597687861271676)","(5.0, 7.2, 7.127868852459017)","(2.5, 2.9, 2.897179487179487)","(31.0, 75.0, 71.55172413793103)"
10-01-2023 08:08:17.361816,"(11.0, 15.5, 15.285714285714286)","(14.0, 23.0, 22.914893617021278)","(31.0, 60.0, 57.81818181818181)","(31.0, 120.0, 110.66666666666667)","(2.5, 2.76, 2.776734693877551)","(5.0, 7.2, 7.305263157894737)","(2.5, 2.9, 2.894461538461538)","(31.0, 75.0, 71.55172413793103)"
10-01-2023 08:08:18.359479,"(11.0, 16.0, 15.50632911392405)","(14.0, 23.0, 22.941176470588236)","(31.0, 60.0, 57.91304347826087)","(31.0, 120.0, 110.66666666666667)","(2.5, 2.78, 2.759318181818182)","(5.0, 7.4, 7.331578947368421)","(2.5, 2.9, 2.8950877192982456)","(31.0, 75.0, 71.55172413793103)"
