,Sailalong Sinbad,Mighty George Nz,Lord Of Misrule Nz,Quartzite,Delta Three Nz,Kyronta,What A Jolt,Mossdale Mac Nz,Cheetah Lodge
10-01-2023 16:09:25.260944,"(10.0, 16.5, 14.75)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.058333333333333)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:26.827055,"(10.0, 16.5, 15.153846153846153)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:28.531585,"(10.0, 16.5, 15.153846153846153)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:30.263972,"(10.0, 16.5, 15.153846153846153)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:31.905866,"(10.0, 16.5, 15.041666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:33.513939,"(10.0, 16.5, 15.041666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:35.146551,"(10.0, 16.5, 15.041666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:36.771675,"(10.0, 16.5, 15.041666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:38.254774,"(10.0, 16.5, 15.041666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:39.683792,"(10.0, 16.5, 15.041666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:41.106499,"(10.0, 16.5, 15.041666666666668)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.8, 6.225)"
10-01-2023 16:09:42.619484,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.3538461538461535)"
10-01-2023 16:09:44.055581,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.016666666666667)"
10-01-2023 16:09:45.557129,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:46.935132,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:48.435402,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:49.917145,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:51.417735,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:52.873341,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:54.291337,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:55.762455,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.936842105263158)"
10-01-2023 16:09:57.187108,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.55)"
10-01-2023 16:09:58.581677,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.55)"
10-01-2023 16:10:00.017237,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.8)"
10-01-2023 16:10:01.457090,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.914285714285714)"
10-01-2023 16:10:02.890081,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.914285714285714)"
10-01-2023 16:10:04.168206,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9555555555555557)","(5.5, 99999, 99990)","(101.0, 210.0, 217.14285714285714)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 6.914285714285714)"
10-01-2023 16:10:05.505764,"(10.0, 16.5, 15.807692307692308)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 217.14285714285714)","(71.0, 110.0, 103.19999999999999)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:06.872414,"(10.0, 16.5, 15.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 217.14285714285714)","(71.0, 110.0, 103.19999999999999)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:08.474737,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 210.0)","(71.0, 110.0, 103.19999999999999)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:10.374389,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:11.793357,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:13.282789,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:14.738803,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:16.161756,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:17.616784,"(10.0, 16.5, 15.818181818181818)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:19.087295,"(10.0, 16.5, 16.0)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:20.553803,"(10.0, 16.5, 16.0)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:22.003317,"(10.0, 16.5, 15.642857142857142)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:23.593130,"(10.0, 16.5, 15.642857142857142)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:25.095869,"(10.0, 16.5, 15.642857142857142)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:26.596783,"(10.0, 16.5, 15.642857142857142)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:28.190916,"(10.0, 16.5, 15.6)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 214.44444444444446)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:29.873604,"(10.0, 16.5, 16.03125)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 200.0)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:31.345447,"(10.0, 16.5, 16.03125)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 110.0, 107.1875)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:32.774867,"(10.0, 16.5, 16.03125)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 110.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:34.284196,"(10.0, 22.0, 18.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 7.129411764705882)"
10-01-2023 16:10:35.870936,"(10.0, 20.0, 17.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 7.133333333333333)"
10-01-2023 16:10:37.366125,"(10.0, 19.0, 17.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:38.917167,"(10.0, 19.0, 17.166666666666668)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:40.555668,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9833333333333334)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:42.157319,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 206.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:43.726039,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 215.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:45.392139,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 215.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:47.173316,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 192.5)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.6, 6.885714285714285)"
10-01-2023 16:10:48.669251,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.208333333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 192.5)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.485714285714286)"
10-01-2023 16:10:50.119042,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.3, 4.208333333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 192.5)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.485714285714286)"
10-01-2023 16:10:51.651307,"(10.0, 18.0, 15.4)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.3, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 192.5)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.153846153846154)"
10-01-2023 16:10:53.208707,"(10.0, 17.5, 15.4)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 215.0)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.181818181818182)"
10-01-2023 16:10:54.666179,"(10.0, 17.5, 15.4)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 4.075)","(5.5, 99999, 99990)","(101.0, 230.0, 192.5)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.125)"
10-01-2023 16:10:56.226211,"(10.0, 17.5, 15.4)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.933333333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 215.0)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.125)"
10-01-2023 16:10:57.703932,"(10.0, 17.5, 15.4)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.3, 4.033333333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 221.42857142857144)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.155555555555556)"
10-01-2023 16:10:59.190778,"(10.0, 17.5, 16.166666666666668)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.033333333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 221.42857142857144)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.155555555555556)"
10-01-2023 16:11:00.785142,"(10.0, 17.5, 16.576923076923077)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.0, 3.8133333333333335)","(5.5, 99999, 99990)","(101.0, 230.0, 220.0)","(71.0, 100.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.4, 6.78888888888889)"
10-01-2023 16:11:02.284969,"(10.0, 17.5, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.811111111111111)","(5.5, 99999, 99990)","(101.0, 230.0, 220.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:03.736704,"(10.0, 17.5, 16.166666666666668)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.811111111111111)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:05.203334,"(10.0, 17.5, 16.166666666666668)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.811111111111111)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:06.648971,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.811111111111111)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:08.116739,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.811111111111111)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:09.576939,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.775)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:11.008486,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9555555555555553)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:12.518483,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9555555555555553)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:14.037189,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:15.478872,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.05)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:16.870094,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.0777777777777775)","(5.5, 99999, 99990)","(101.0, 230.0, 225.71428571428572)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 6.777777777777778)"
10-01-2023 16:11:18.303148,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.970833333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 534.2857142857142)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 7.102127659574468)"
10-01-2023 16:11:19.668240,"(10.0, 17.5, 15.75)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.9066666666666667)","(5.5, 99999, 99990)","(101.0, 590.0, 440.0)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 7.12)"
10-01-2023 16:11:21.130579,"(10.0, 17.5, 16.333333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.965)","(5.5, 99999, 99990)","(101.0, 480.0, 440.0)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 7.12)"
10-01-2023 16:11:22.602741,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.965)","(5.5, 99999, 99990)","(101.0, 480.0, 387.5)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 7.12)"
10-01-2023 16:11:23.969632,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9066666666666667)","(5.5, 99999, 99990)","(101.0, 450.0, 372.5)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 6.699999999999999)"
10-01-2023 16:11:25.384304,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.965)","(5.5, 99999, 99990)","(101.0, 430.0, 380.0)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.4, 6.699999999999999)"
10-01-2023 16:11:26.927659,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8000000000000003)","(5.5, 99999, 99990)","(101.0, 410.0, 362.8571428571429)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.2, 6.933333333333334)"
10-01-2023 16:11:28.404560,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.8375)","(5.5, 99999, 99990)","(101.0, 390.0, 362.8571428571429)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.2, 6.8307692307692305)"
