,Machens Ridge,Bears Estate,Catfish,Spirit Of Windsor,Twilight Years,Star Rider
15-12-2022 11:38:45.258660,"(13.0, 14.5, 13.25)","(11.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.32, 2.295294117647059)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:46.281359,"(13.0, 14.5, 12.714285714285714)","(11.0, 13.0, 11.928571428571429)","(6.5, 8.8, 8.2)","(1.9, 2.32, 2.2988235294117647)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:47.278688,"(13.0, 14.5, 12.714285714285714)","(11.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.32, 2.2988235294117647)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:48.315627,"(12.0, 14.5, 12.714285714285714)","(11.0, 13.0, 11.928571428571429)","(6.5, 8.8, 8.2)","(1.9, 2.32, 2.2988235294117647)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:49.257450,"(12.0, 14.5, 12.714285714285714)","(11.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.32, 2.2988235294117647)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:50.201899,"(12.0, 14.5, 13.25)","(11.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.32, 2.2988235294117647)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:51.186516,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1819819819819823)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:52.114614,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1814814814814816)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:53.058254,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1678048780487806)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:54.142208,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:55.191701,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:56.113184,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.5)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:57.047450,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.633333333333333)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:58.036494,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.633333333333333)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:58.957878,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.633333333333333)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:38:59.934536,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.633333333333333)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:39:00.939532,"(12.0, 14.5, 13.25)","(10.0, 13.0, 11.928571428571429)","(6.5, 9.0, 8.4)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.633333333333333)","(10.0, 13.5, 12.833333333333334)"
15-12-2022 11:39:02.039408,"(12.0, 14.5, 13.5)","(10.0, 14.0, 12.653846153846153)","(6.5, 9.2, 8.225)","(1.9, 2.2, 2.1672727272727275)","(4.4, 5.8, 5.70625)","(10.0, 13.5, 13.1)"
15-12-2022 11:39:03.058082,"(12.0, 14.5, 13.153846153846153)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.225)","(1.9, 2.2, 2.167007299270073)","(4.4, 5.8, 5.55)","(10.0, 13.5, 13.0)"
15-12-2022 11:39:04.103668,"(12.0, 14.5, 13.566666666666666)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.266666666666666)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.8, 5.54)","(10.0, 13.5, 12.423076923076923)"
15-12-2022 11:39:04.980271,"(12.0, 14.5, 13.566666666666666)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.54)","(10.0, 13.5, 12.423076923076923)"
15-12-2022 11:39:05.991756,"(12.0, 14.5, 13.566666666666666)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.54)","(10.0, 13.5, 12.423076923076923)"
15-12-2022 11:39:07.017827,"(12.0, 14.5, 13.625)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.54)","(10.0, 13.5, 12.423076923076923)"
15-12-2022 11:39:08.121853,"(12.0, 14.5, 13.625)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.522222222222222)","(10.0, 13.5, 12.59090909090909)"
15-12-2022 11:39:09.182158,"(12.0, 14.5, 13.785714285714285)","(10.0, 13.0, 12.09090909090909)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.522222222222222)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:10.148704,"(12.0, 14.5, 13.785714285714285)","(10.0, 12.5, 11.75)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.522222222222222)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:11.117544,"(12.0, 14.5, 13.785714285714285)","(10.0, 12.5, 11.75)","(6.5, 8.6, 8.2)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.576923076923077)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:12.239003,"(12.0, 14.5, 13.785714285714285)","(10.0, 12.5, 11.5)","(6.5, 8.6, 8.333333333333332)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.576923076923077)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:13.366253,"(12.0, 14.5, 13.785714285714285)","(10.0, 12.5, 11.620000000000001)","(6.5, 8.6, 8.415384615384616)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.576923076923077)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:14.363089,"(12.0, 14.5, 14.023809523809524)","(10.0, 12.5, 11.620000000000001)","(6.5, 8.6, 8.415384615384616)","(1.9, 2.2, 2.184832214765101)","(4.4, 5.7, 5.576923076923077)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:15.559495,"(12.0, 14.5, 14.023809523809524)","(10.0, 12.5, 11.620000000000001)","(6.5, 8.6, 8.44516129032258)","(1.9, 2.2, 2.1862195121951222)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:16.871444,"(12.0, 14.5, 14.023809523809524)","(10.0, 12.5, 11.605263157894736)","(6.5, 8.6, 8.44516129032258)","(1.9, 2.2, 2.1862195121951222)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 12.875)"
15-12-2022 11:39:18.048658,"(12.0, 14.5, 14.023809523809524)","(10.0, 12.0, 11.605263157894736)","(6.5, 8.6, 8.44516129032258)","(1.9, 2.2, 2.1862195121951222)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 13.058823529411764)"
15-12-2022 11:39:19.257558,"(12.0, 14.5, 14.023809523809524)","(10.0, 12.0, 11.06)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1862195121951222)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 13.125)"
15-12-2022 11:39:20.352171,"(12.0, 14.5, 14.023809523809524)","(10.0, 11.5, 10.88888888888889)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1862195121951222)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 13.125)"
15-12-2022 11:39:21.708100,"(12.0, 14.5, 14.023809523809524)","(10.0, 11.5, 11.021739130434783)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1873743016759777)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 13.125)"
15-12-2022 11:39:22.652170,"(12.0, 14.5, 14.023809523809524)","(10.0, 11.5, 11.021739130434783)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1873743016759777)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 13.125)"
15-12-2022 11:39:23.693137,"(12.0, 14.5, 14.023809523809524)","(10.0, 11.0, 10.852941176470589)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1859259259259263)","(4.4, 5.7, 5.605882352941176)","(10.0, 13.5, 13.25)"
15-12-2022 11:39:24.746714,"(12.0, 14.5, 14.277777777777779)","(10.0, 11.0, 10.852941176470589)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1859259259259263)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:25.818315,"(12.0, 14.5, 14.277777777777779)","(10.0, 11.0, 10.852941176470589)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1861818181818182)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:26.910525,"(12.0, 14.5, 14.277777777777779)","(10.0, 11.0, 10.852941176470589)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.1861818181818182)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:27.949575,"(12.0, 14.5, 14.277777777777779)","(10.0, 11.0, 10.852941176470589)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:28.988472,"(12.0, 14.5, 14.277777777777779)","(10.0, 11.0, 10.891304347826086)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:30.066357,"(12.0, 14.5, 14.192307692307693)","(10.0, 11.0, 10.891304347826086)","(6.5, 8.6, 8.391304347826086)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:31.137359,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.821428571428571)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:32.222126,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.464285714285714)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:33.262812,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.464285714285714)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:34.211166,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.464285714285714)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.186415094339623)","(4.4, 5.7, 5.605882352941176)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:35.208501,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.444444444444445)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.1858823529411766)","(4.4, 5.7, 5.6)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:36.218385,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.444444444444445)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.1858823529411766)","(4.4, 5.7, 5.6)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:37.241256,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.1858823529411766)","(4.4, 5.7, 5.464705882352941)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:38.180846,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.1858823529411766)","(4.4, 5.7, 5.464705882352941)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:39.229175,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.1858823529411766)","(4.4, 5.7, 5.45)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:40.274700,"(12.0, 14.5, 14.25)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.6, 8.323076923076924)","(1.9, 2.2, 2.184233576642336)","(4.4, 5.7, 5.45)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:41.293939,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.6, 8.177777777777777)","(1.9, 2.2, 2.184233576642336)","(4.4, 5.7, 5.45)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:42.320817,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.4, 8.177777777777777)","(1.9, 2.2, 2.1857894736842107)","(4.4, 5.7, 5.45)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:43.311830,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.318181818181818)","(6.5, 8.4, 8.05945945945946)","(1.9, 2.2, 2.224)","(4.4, 5.7, 5.5249999999999995)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:44.251372,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.05945945945946)","(1.9, 2.24, 2.224)","(4.4, 5.6, 5.5249999999999995)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:45.328295,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.05945945945946)","(1.9, 2.24, 2.224)","(4.4, 5.6, 5.5249999999999995)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:46.257275,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.05945945945946)","(1.9, 2.24, 2.224)","(4.4, 5.6, 5.529411764705882)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:47.239786,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.06842105263158)","(1.9, 2.24, 2.224)","(4.4, 5.6, 5.529411764705882)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:48.181552,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.06842105263158)","(1.9, 2.26, 2.252307692307692)","(4.4, 5.6, 5.529411764705882)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:49.100962,"(12.0, 14.0, 13.65)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.06842105263158)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.529411764705882)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:50.098587,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.06842105263158)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.473333333333333)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:51.104674,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.06842105263158)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.473333333333333)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:52.031470,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 8.06842105263158)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.473333333333333)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:52.990684,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.4, 7.974358974358974)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.473333333333333)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:54.015125,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.2, 7.974358974358974)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.473333333333333)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:54.950173,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.2, 7.974358974358974)","(1.9, 2.26, 2.257222222222222)","(4.4, 5.6, 5.529411764705882)","(10.0, 14.0, 13.25)"
15-12-2022 11:39:55.918554,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.2, 7.978947368421053)","(1.9, 2.26, 2.258)","(4.4, 5.6, 5.4399999999999995)","(10.0, 14.0, 13.181818181818182)"
15-12-2022 11:39:56.933603,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.2, 7.978947368421053)","(1.9, 2.26, 2.258)","(4.4, 5.6, 5.449999999999999)","(10.0, 14.0, 13.181818181818182)"
15-12-2022 11:39:57.918079,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.2, 7.978947368421053)","(1.9, 2.26, 2.258)","(4.4, 5.6, 5.449999999999999)","(10.0, 14.0, 13.181818181818182)"
15-12-2022 11:39:58.918770,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.25)","(6.5, 8.2, 7.978947368421053)","(1.9, 2.26, 2.2584848484848483)","(4.4, 5.6, 5.449999999999999)","(10.0, 14.0, 13.181818181818182)"
15-12-2022 11:39:59.824251,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.382352941176471)","(6.5, 8.2, 7.978947368421053)","(1.9, 2.26, 2.2584848484848483)","(4.4, 5.6, 5.428571428571428)","(10.0, 14.0, 13.181818181818182)"
15-12-2022 11:40:00.767183,"(12.0, 14.5, 14.3)","(10.0, 11.0, 10.382352941176471)","(6.5, 8.2, 7.978947368421053)","(1.9, 2.26, 2.258)","(4.4, 5.6, 5.375)","(10.0, 14.0, 13.6)"
15-12-2022 11:40:01.796151,"(12.0, 15.0, 14.5)","(10.0, 11.0, 10.464285714285714)","(6.5, 8.2, 7.988888888888888)","(1.9, 2.26, 2.267272727272727)","(4.4, 5.6, 5.635820895522388)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:02.765862,"(12.0, 15.0, 14.529411764705882)","(10.0, 11.0, 10.307692307692308)","(6.5, 8.2, 7.988888888888888)","(1.9, 2.28, 2.267272727272727)","(4.4, 5.7, 5.412)","(10.0, 14.0, 13.238095238095237)"
15-12-2022 11:40:03.815448,"(12.0, 15.0, 14.529411764705882)","(10.0, 11.0, 10.333333333333334)","(6.5, 8.0, 7.861538461538461)","(1.9, 2.28, 2.26)","(4.4, 5.7, 5.3936170212765955)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:04.757855,"(12.0, 15.0, 14.529411764705882)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.854054054054054)","(1.9, 2.28, 2.2642105263157895)","(4.4, 5.7, 5.3936170212765955)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:05.741059,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.85)","(1.9, 2.28, 2.2642105263157895)","(4.4, 5.7, 5.3936170212765955)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:06.798562,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.85)","(1.9, 2.28, 2.2642105263157895)","(4.4, 5.7, 5.3936170212765955)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:07.742348,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.85)","(1.9, 2.28, 2.2642105263157895)","(4.4, 5.7, 5.264971751412429)","(10.0, 14.0, 13.3)"
15-12-2022 11:40:08.723900,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.85)","(1.9, 2.28, 2.2642105263157895)","(4.4, 5.2, 5.526470588235294)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:09.854690,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.85)","(1.9, 2.32, 2.3023529411764705)","(4.4, 5.6, 5.546236559139785)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:10.890263,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.777777777777779)","(6.5, 8.0, 7.85)","(1.9, 2.32, 2.3023529411764705)","(4.4, 5.6, 5.546236559139785)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:11.849571,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.85)","(1.9, 2.32, 2.3023529411764705)","(4.4, 5.6, 5.546236559139785)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:12.799058,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.85)","(1.9, 2.32, 2.3023529411764705)","(4.4, 5.6, 5.552380952380952)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:13.854275,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.874418604651162)","(1.9, 2.32, 2.316470588235294)","(4.4, 5.6, 5.377777777777777)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:14.844210,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.874418604651162)","(1.9, 2.32, 2.316470588235294)","(4.4, 5.6, 5.377777777777777)","(10.0, 13.5, 13.3)"
15-12-2022 11:40:15.825935,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.32, 2.3164356435643563)","(4.4, 5.6, 5.364705882352941)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:16.721475,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.2335353535353537)","(4.4, 5.6, 5.462068965517242)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:17.722086,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.2335353535353537)","(4.4, 5.6, 5.462068965517242)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:18.771848,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.866666666666667)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.2335353535353537)","(4.4, 5.6, 5.462068965517242)","(10.0, 14.0, 13.625)"
15-12-2022 11:40:19.773459,"(12.0, 15.0, 14.529411764705882)","(10.0, 11.0, 10.823529411764707)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.235038759689923)","(4.4, 5.6, 5.45)","(10.0, 14.0, 13.083333333333334)"
15-12-2022 11:40:20.685250,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.823529411764707)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.235038759689923)","(4.4, 5.6, 5.45)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:21.700906,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.823529411764707)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.235038759689923)","(4.4, 5.6, 5.473684210526316)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:22.718863,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.8)","(6.5, 8.0, 7.871428571428571)","(1.9, 2.24, 2.2303030303030305)","(4.4, 5.6, 5.473684210526316)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:23.669402,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.7)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.24, 2.2303030303030305)","(4.4, 5.6, 5.585185185185185)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:24.583077,"(12.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.280000000000001)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.24, 2.2303030303030305)","(4.4, 5.6, 5.585185185185185)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:25.535916,"(11.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.6)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.24, 2.2303030303030305)","(4.4, 5.6, 5.447619047619048)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:26.537154,"(11.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.0)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.24, 2.2409230769230772)","(4.4, 5.6, 5.342105263157895)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:27.465344,"(11.0, 15.0, 14.555555555555555)","(10.0, 11.0, 10.0)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.3, 2.2409230769230772)","(4.4, 5.5, 5.217142857142857)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:28.374544,"(11.0, 15.0, 14.555555555555555)","(10.0, 10.5, 10.181818181818182)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.3, 2.269230769230769)","(4.4, 5.3, 5.217142857142857)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:29.353793,"(11.0, 15.0, 14.555555555555555)","(10.0, 10.5, 10.15)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.3, 2.269230769230769)","(4.4, 5.3, 5.214285714285714)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:30.343064,"(11.0, 15.0, 14.555555555555555)","(10.0, 10.5, 10.166666666666666)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.3, 2.269230769230769)","(4.4, 5.3, 5.198717948717949)","(10.0, 14.0, 13.241379310344827)"
15-12-2022 11:40:31.279297,"(11.0, 15.0, 14.555555555555555)","(10.0, 10.5, 10.166666666666666)","(6.5, 8.0, 7.873170731707317)","(1.9, 2.3, 2.286206896551724)","(4.4, 5.2, 5.241747572815534)","(10.0, 14.0, 13.241379310344827)"
