,My Boy Gus,Conga Boy,Friendofthecourt,Golden Passage,Midnight Nightmare,Spheroid,Hip Four O Four,Powershot,Dealmeinbud
15-12-2022 10:54:12.784038,"(13.0, 17.0, 16.015625)","(13.0, 16.0, 15.6875)","(13.0, 17.5, 16.243243243243242)","(3.0, 3.6, 3.597305834262356)","(8.5, 10.0, 9.64)","(5.5, 8.4, 7.985185185185185)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.051612903225807)","(5.5, 7.0, 6.766666666666667)"
15-12-2022 10:54:13.968754,"(13.0, 17.0, 16.1875)","(13.0, 16.0, 15.6875)","(13.0, 17.5, 16.415384615384614)","(3.0, 3.55, 3.5170731707317073)","(8.5, 10.0, 9.581818181818182)","(5.5, 8.4, 7.985185185185185)","(41.0, 110.0, 106.08695652173913)","(5.5, 7.4, 7.070588235294117)","(5.5, 7.0, 6.710344827586207)"
15-12-2022 10:54:15.120776,"(13.0, 17.0, 15.894736842105264)","(13.0, 16.0, 15.6875)","(13.0, 17.5, 16.415384615384614)","(3.0, 3.55, 3.502702702702703)","(8.5, 9.8, 9.457142857142857)","(5.5, 8.4, 8.054545454545455)","(41.0, 110.0, 101.66666666666666)","(5.5, 7.4, 7.070588235294117)","(5.5, 7.0, 6.710344827586207)"
15-12-2022 10:54:16.293096,"(13.0, 16.5, 14.982142857142858)","(13.0, 16.0, 15.722222222222221)","(13.0, 17.5, 16.415384615384614)","(3.0, 3.6, 3.527027027027027)","(8.5, 9.8, 9.628571428571428)","(5.5, 8.4, 8.066666666666666)","(41.0, 110.0, 101.66666666666666)","(5.5, 7.4, 7.126829268292683)","(5.5, 7.0, 6.5875)"
15-12-2022 10:54:17.462996,"(13.0, 16.0, 15.538461538461538)","(13.0, 16.0, 15.782608695652174)","(13.0, 17.5, 16.47826086956522)","(3.0, 3.65, 3.580769230769231)","(8.5, 9.8, 9.32)","(5.5, 8.4, 7.944)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.1647058823529415)","(5.5, 7.0, 6.730434782608696)"
15-12-2022 10:54:18.674893,"(13.0, 16.0, 14.875)","(13.0, 16.5, 16.142857142857142)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.65, 3.6305555555555555)","(8.5, 9.8, 9.32)","(5.5, 8.4, 7.944)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.12)","(5.5, 6.8, 6.71304347826087)"
15-12-2022 10:54:19.832630,"(13.0, 16.5, 15.071428571428571)","(13.0, 17.0, 15.333333333333334)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.65, 3.6305555555555555)","(8.5, 9.8, 9.32)","(5.5, 8.4, 7.944)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.12)","(5.5, 6.8, 6.8)"
15-12-2022 10:54:21.027781,"(13.0, 16.5, 14.833333333333334)","(13.0, 17.0, 15.947368421052632)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.65, 3.617441860465116)","(8.5, 9.8, 9.342857142857143)","(5.5, 8.4, 7.98)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.12)","(5.5, 7.0, 6.8)"
15-12-2022 10:54:22.247287,"(13.0, 16.5, 14.833333333333334)","(13.0, 17.0, 15.947368421052632)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.7, 3.682)","(8.5, 9.8, 9.342857142857143)","(5.5, 8.4, 7.98)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.12)","(5.5, 7.0, 6.8352941176470585)"
15-12-2022 10:54:23.443511,"(13.0, 16.5, 15.071428571428571)","(13.0, 17.0, 15.947368421052632)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.7, 3.682)","(8.5, 9.8, 9.342857142857143)","(6.0, 8.4, 7.98)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.176)","(5.5, 7.0, 6.729032258064516)"
15-12-2022 10:54:24.631356,"(13.0, 16.5, 15.071428571428571)","(11.0, 17.0, 15.947368421052632)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.7, 3.682)","(8.0, 9.8, 9.342857142857143)","(6.0, 8.4, 7.956521739130435)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.176)","(5.5, 7.0, 6.8374999999999995)"
15-12-2022 10:54:25.946679,"(13.0, 16.5, 14.9)","(11.0, 17.0, 15.947368421052632)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.7, 3.6116279069767443)","(8.0, 9.8, 9.342857142857143)","(6.0, 8.4, 7.956521739130435)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.176)","(5.5, 7.0, 6.77391304347826)"
15-12-2022 10:54:27.124316,"(13.0, 16.0, 15.25)","(11.0, 16.5, 16.192307692307693)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.7, 3.51)","(8.0, 9.8, 9.2)","(6.0, 8.4, 7.956521739130435)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.184615384615385)","(5.5, 7.0, 6.657142857142857)"
15-12-2022 10:54:28.300630,"(13.0, 16.0, 15.25)","(11.0, 16.5, 16.192307692307693)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.55, 3.51)","(8.0, 9.8, 9.2)","(6.0, 8.4, 7.956521739130435)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.184615384615385)","(5.5, 7.0, 6.643243243243243)"
15-12-2022 10:54:29.415278,"(13.0, 16.0, 15.785714285714285)","(11.0, 16.0, 15.8125)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.55, 3.51)","(8.0, 9.8, 9.2)","(6.0, 8.4, 8.035714285714286)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.218181818181819)","(5.5, 7.0, 6.590909090909091)"
15-12-2022 10:54:30.547205,"(13.0, 16.0, 14.95)","(11.0, 16.0, 15.8125)","(13.0, 17.5, 16.57236842105263)","(3.0, 3.55, 3.603846153846154)","(8.0, 9.6, 9.230769230769232)","(6.0, 8.4, 8.0)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.133333333333334)","(5.5, 7.0, 6.492307692307692)"
15-12-2022 10:54:31.698479,"(13.0, 16.0, 15.636363636363637)","(11.0, 16.0, 15.727272727272727)","(13.0, 17.5, 16.551470588235293)","(3.0, 3.95, 3.603846153846154)","(8.0, 9.6, 9.230769230769232)","(6.0, 8.4, 8.0)","(41.0, 110.0, 91.25)","(6.0, 7.4, 7.133333333333334)","(5.5, 7.0, 6.492307692307692)"
15-12-2022 10:54:32.799146,"(13.0, 16.0, 15.8)","(11.0, 16.0, 15.666666666666666)","(13.0, 17.5, 16.387931034482758)","(3.0, 4.2, 3.7357142857142858)","(8.0, 9.6, 8.9125)","(6.0, 8.2, 8.0125)","(41.0, 110.0, 122.5)","(6.0, 7.4, 8.0)","(5.5, 7.0, 9.86)"
15-12-2022 10:54:33.926691,"(13.0, 28.0, 19.75)","(11.0, 25.0, 19.2)","(13.0, 25.0, 17.75)","(3.0, 5.1, 3.84)","(8.0, 15.5, 12.466666666666667)","(6.0, 10.5, 7.7)","(41.0, 160.0, 155.78648648648647)","(6.0, 11.0, 8.0)","(5.5, 11.0, 9.86)"
15-12-2022 10:54:35.024677,"(13.0, 28.0, 19.75)","(11.0, 25.0, 19.2)","(13.0, 25.0, 17.75)","(3.0, 5.1, 3.84)","(8.0, 15.5, 11.628571428571428)","(6.0, 10.5, 7.7)","(41.0, 160.0, 139.0)","(6.0, 11.0, 8.0)","(5.5, 11.0, 9.86)"
15-12-2022 10:54:36.151283,"(13.0, 28.0, 26.25)","(11.0, 11.0, 10.75)","(13.0, 25.0, 17.75)","(3.0, 5.1, 3.001984877126654)","(8.0, 12.5, 10.975)","(6.0, 10.5, 6.0)","(41.0, 160.0, 139.0)","(6.0, 11.0, 8.0)","(5.5, 11.0, 9.86)"
15-12-2022 10:54:37.244267,"(13.0, 28.0, 19.75)","(11.0, 25.0, 19.2)","(13.0, 25.0, 17.75)","(3.0, 3.35, 3.001984877126654)","(8.0, 12.5, 11.628571428571428)","(6.0, 10.5, 6.375)","(41.0, 160.0, 139.0)","(6.0, 11.0, 8.0)","(5.5, 11.0, 9.86)"
15-12-2022 10:54:38.373569,"(13.0, 28.0, 19.75)","(11.0, 25.0, 19.2)","(13.0, 25.0, 17.75)","(3.0, 2.92, 2.7049056603773587)","(8.0, 12.5, 11.628571428571428)","(6.0, 10.5, 6.375)","(41.0, 160.0, 139.0)","(6.0, 11.0, 8.0)","(5.5, 11.0, 9.86)"
15-12-2022 10:54:39.548489,"(13.0, 28.0, 19.75)","(11.0, 25.0, 19.2)","(13.0, 25.0, 17.75)","(3.0, 2.92, 2.813636363636364)","(8.0, 12.5, 11.628571428571428)","(6.0, 10.5, 8.5)","(41.0, 160.0, 139.0)","(6.0, 11.0, 8.0)","(5.5, 11.0, 9.86)"
