,Kickstarter,The Filter,Distortedatthebar,Out For Justice,Artie My Boy,Summer Retreat,Too Legit,Oneprettything
15-12-2022 10:56:23.765998,"(6.5, 6.2, 6.0875)","(3.7, 4.7, 4.5600000000000005)","(13.0, 29.0, 27.0)","(21.0, 36.0, 33.714285714285715)","(2.45, 2.82, 2.8390243902439023)","(15.0, 22.0, 20.25)","(5.5, 8.2, 8.015384615384615)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:24.921245,"(6.5, 5.9, 5.818181818181818)","(3.7, 4.7, 4.53)","(13.0, 32.0, 24.5)","(21.0, 36.0, 33.714285714285715)","(2.45, 2.88, 2.8489655172413793)","(15.0, 22.0, 20.25)","(5.5, 8.2, 8.015384615384615)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:26.111241,"(6.5, 6.2, 5.9)","(3.7, 4.8, 4.696551724137931)","(13.0, 26.0, 24.2)","(21.0, 36.0, 33.714285714285715)","(2.45, 2.88, 2.7824999999999998)","(15.0, 22.0, 20.0)","(5.5, 8.2, 8.015384615384615)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:27.413436,"(6.5, 6.2, 5.72)","(3.7, 4.8, 4.615384615384615)","(13.0, 26.0, 23.647058823529413)","(21.0, 36.0, 33.666666666666664)","(2.45, 2.82, 2.808)","(15.0, 22.0, 18.75)","(5.5, 8.2, 8.305882352941177)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:28.783474,"(6.5, 6.0, 5.653846153846154)","(3.7, 4.8, 4.615384615384615)","(13.0, 26.0, 23.5)","(21.0, 36.0, 33.333333333333336)","(2.45, 2.88, 2.817966101694915)","(15.0, 21.0, 19.0)","(5.5, 8.4, 8.305882352941177)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:30.015981,"(6.5, 5.9, 5.653846153846154)","(3.7, 4.8, 4.615384615384615)","(13.0, 25.0, 23.5)","(21.0, 40.0, 33.333333333333336)","(2.45, 2.82, 2.8146666666666667)","(15.0, 20.0, 19.0)","(5.5, 8.4, 8.31578947368421)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:31.450208,"(6.5, 5.9, 5.671428571428572)","(3.7, 4.5, 4.433333333333334)","(13.0, 26.0, 24.666666666666668)","(21.0, 40.0, 34.5)","(2.45, 2.82, 2.808)","(15.0, 20.0, 19.0)","(5.5, 8.4, 8.623529411764707)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:32.836707,"(6.5, 6.2, 5.736363636363636)","(3.7, 4.5, 4.458823529411765)","(13.0, 26.0, 22.714285714285715)","(21.0, 40.0, 34.5)","(2.45, 2.84, 2.9976)","(15.0, 20.0, 19.294117647058822)","(5.5, 8.8, 8.48)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:34.228926,"(6.5, 6.0, 5.6909090909090905)","(3.7, 4.5, 4.57027027027027)","(13.0, 25.0, 23.333333333333332)","(21.0, 40.0, 36.666666666666664)","(2.45, 3.0, 3.022)","(15.0, 20.0, 19.125)","(5.5, 8.6, 8.36923076923077)","(26.0, 85.0, 79.16666666666667)"
15-12-2022 10:56:35.533804,"(6.5, 6.0, 9.8375)","(3.7, 4.7, 5.522)","(13.0, 25.0, 18.5)","(21.0, 40.0, 28.0)","(2.45, 3.05, 3.674769230769231)","(15.0, 19.5, 19.0)","(5.5, 8.6, 7.3)","(26.0, 85.0, 67.33333333333334)"
15-12-2022 10:56:36.840005,"(6.5, 12.5, 10.509090909090908)","(3.7, 6.8, 3.7954545454545454)","(13.0, 26.0, 18.5)","(21.0, 40.0, 28.0)","(2.45, 3.7, 2.566666666666667)","(15.0, 27.0, 19.0)","(5.5, 8.8, 7.3)","(26.0, 150.0, 73.0)"
15-12-2022 10:56:38.108598,"(6.5, 12.5, 8.72)","(3.7, 4.0, 3.7954545454545454)","(13.0, 26.0, 18.5)","(21.0, 40.0, 30.4)","(2.45, 2.74, 3.6991833648393198)","(15.0, 27.0, 17.857142857142858)","(5.5, 8.8, 7.3)","(26.0, 120.0, 63.0)"
15-12-2022 10:56:39.358538,"(6.5, 12.5, 10.509090909090908)","(3.7, 4.4, 4.134615384615385)","(13.0, 26.0, 18.5)","(21.0, 40.0, 30.4)","(2.45, 3.7, 3.6991833648393198)","(15.0, 27.0, 17.857142857142858)","(5.5, 8.8, 7.3)","(26.0, 100.0, 63.0)"
15-12-2022 10:56:40.595147,"(6.5, 12.5, 8.899999999999999)","(3.7, 4.5, 4.211538461538462)","(13.0, 26.0, 18.5)","(21.0, 40.0, 30.4)","(2.45, 2.76, 2.5875)","(15.0, 27.0, 13.166666666666666)","(5.5, 8.8, 7.6000000000000005)","(26.0, 120.0, 5012.5)"
15-12-2022 10:56:41.853440,"(6.5, 6.2, 6.088888888888889)","(3.7, 6.8, 4.672727272727273)","(13.0, 26.0, 18.5)","(21.0, 40.0, 30.4)","(2.45, 2.76, 2.53)","(15.0, 17.5, 13.0)","(5.5, 8.8, 7.3)","(26.0, 99999, 8004.6)"
15-12-2022 10:56:43.125727,"(6.5, 9.0, 7.963636363636364)","(3.7, 6.8, 5.213157894736842)","(13.0, 26.0, 17.3)","(21.0, 40.0, 30.4)","(2.45, 2.76, 2.5875)","(15.0, 17.5, 13.0)","(5.5, 8.8, 7.3)","(26.0, 99999, 8004.6)"
15-12-2022 10:56:44.307072,"(6.5, 9.0, 8.117647058823529)","(3.7, 6.8, 4.325)","(13.0, 26.0, 17.3)","(21.0, 40.0, 34.4)","(2.45, 2.54, 2.08)","(15.0, 40.0, 42.83333333333333)","(5.5, 8.8, 8.533333333333333)","(26.0, 99999, 6675.333333333333)"
