,Busted Axel,Springview Magic,Alpha Zap,Magical Trav,Magical Len,Champagne Jazzy
14-12-2022 13:39:34.981108,"(31.0, 70.0, 62.5)","(15.0, 24.0, 22.693877551020407)","(12.0, 16.0, 15.637931034482758)","(21.0, 38.0, 37.319148936170215)","(31.0, 55.0, 54.666666666666664)","(1.07, 1.21, 1.2018518518518517)"
14-12-2022 13:39:35.947691,"(31.0, 70.0, 62.5)","(15.0, 24.0, 22.35483870967742)","(12.0, 15.5, 15.408163265306122)","(21.0, 38.0, 37.319148936170215)","(31.0, 55.0, 54.42307692307692)","(1.07, 1.21, 1.2003575076608783)"
14-12-2022 13:39:36.868008,"(31.0, 70.0, 62.5)","(15.0, 24.0, 22.35483870967742)","(12.0, 15.5, 15.408163265306122)","(21.0, 38.0, 37.319148936170215)","(31.0, 55.0, 54.44444444444444)","(1.07, 1.21, 1.2000106951871656)"
14-12-2022 13:39:37.771606,"(31.0, 70.0, 62.5)","(15.0, 24.0, 22.327868852459016)","(12.0, 15.5, 15.408163265306122)","(21.0, 42.0, 41.06666666666667)","(31.0, 55.0, 54.44444444444444)","(1.07, 1.21, 1.2000097943192947)"
14-12-2022 13:39:38.725999,"(31.0, 70.0, 62.5)","(15.0, 24.0, 22.327868852459016)","(12.0, 15.5, 15.402173913043478)","(21.0, 42.0, 41.06666666666667)","(31.0, 55.0, 54.44444444444444)","(1.07, 1.21, 1.196)"
14-12-2022 13:39:39.619486,"(31.0, 70.0, 62.5)","(15.0, 24.0, 22.327868852459016)","(12.0, 15.5, 15.402173913043478)","(21.0, 42.0, 41.06666666666667)","(31.0, 55.0, 54.44444444444444)","(1.07, 1.21, 9976.380520361992)"
14-12-2022 13:39:40.496776,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:41.530271,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:42.484372,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:43.503274,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:44.477261,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:45.371860,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:46.261232,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:47.219366,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:48.175365,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:49.099000,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:50.020937,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
14-12-2022 13:39:51.052410,"(31.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(1.07, 99998, 9998.5)"
