,Homebush Opal,Mable Jewel,Barbaras Angel,Smash Jagger,Kildys Whiskey,Goldstar Butters,Clarks A Lark,Culvie Bun
12-01-2023 14:10:47.215338,"(14.0, 23.0, 22.35)","(1.9, 2.06, 2.0041025641025643)","(7.5, 10.5, 9.964705882352941)","(19.0, 34.0, 32.434782608695656)","(31.0, 100.0, 91.66666666666667)","(9.0, 12.5, 11.85)","(4.6, 6.4, 6.1)","(9.0, 14.5, 14.125)"
12-01-2023 14:10:48.675064,"(14.0, 23.0, 22.35)","(1.85, 2.04, 1.9715126050420169)","(7.5, 10.5, 10.01)","(20.0, 34.0, 32.63636363636364)","(41.0, 100.0, 91.66666666666667)","(9.0, 12.5, 11.85)","(4.6, 6.4, 6.101176470588236)","(9.0, 14.5, 14.125)"
12-01-2023 14:10:50.354865,"(14.0, 23.0, 9231.461538461539)","(1.85, 2.06, 9998.5)","(7.5, 10.5, 9998.5)","(20.0, 34.0, 9998.5)","(41.0, 100.0, 9998.5)","(9.0, 12.5, 9998.5)","(4.6, 6.4, 9998.5)","(9.0, 14.5, 9998.5)"
12-01-2023 14:10:51.723884,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
12-01-2023 14:10:53.073634,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
12-01-2023 14:10:54.423679,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
12-01-2023 14:10:55.964332,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
12-01-2023 14:10:57.795881,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
12-01-2023 14:10:59.289665,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
12-01-2023 14:11:00.944774,"(14.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(9.0, 99998, 9998.5)"
