,Dark Harmony,Eddy Street,Elroy,Johnny Utah,Kureder,Kalends,Daring Diego,Heroic Miss,Mission Of Love,Chaysen The King,Chicka,Mishani Supreme
11-01-2023 15:51:41.255745,"(2.9, 3.15, 3.1331818181818183)","(31.0, 44.0, 40.666666666666664)","(91.0, 180.0, 165.71428571428572)","(15.0, 18.5, 18.318181818181817)","(31.0, 50.0, 47.857142857142854)","(6.5, 8.2, 8.13763440860215)","(7.0, 7.6, 7.536)","(31.0, 44.0, 41.2)","(3.2, 3.8, 3.7856060606060606)","(51.0, 100.0, 93.75)","(101.0, 230.0, 226.0)","(51.0, 100.0, 89.44444444444444)"
11-01-2023 15:51:42.569785,"(2.9, 3.15, 3.1333333333333333)","(31.0, 44.0, 40.666666666666664)","(91.0, 180.0, 165.71428571428572)","(15.0, 18.5, 18.318181818181817)","(31.0, 50.0, 49.6)","(6.5, 8.2, 8.139583333333333)","(7.0, 7.6, 7.528888888888889)","(31.0, 44.0, 41.375)","(3.2, 3.8, 3.7928571428571427)","(51.0, 100.0, 95.0)","(101.0, 230.0, 226.0)","(51.0, 100.0, 89.44444444444444)"
11-01-2023 15:51:43.917835,"(2.9, 3.05, 3.0459649122807018)","(31.0, 44.0, 41.27272727272727)","(91.0, 180.0, 165.71428571428572)","(15.0, 18.5, 18.33783783783784)","(31.0, 50.0, 49.6)","(6.5, 8.2, 8.245)","(7.0, 7.6, 7.525)","(31.0, 44.0, 41.375)","(3.2, 3.8, 3.7440972222222224)","(51.0, 100.0, 80.76923076923077)","(101.0, 230.0, 226.0)","(51.0, 100.0, 89.44444444444444)"
11-01-2023 15:51:45.278298,"(2.8, 3.1, 3.125)","(31.0, 44.0, 41.0)","(101.0, 180.0, 165.71428571428572)","(15.0, 18.5, 18.33783783783784)","(31.0, 50.0, 49.6)","(6.5, 8.4, 8.265217391304347)","(7.0, 7.8, 7.511111111111111)","(31.0, 44.0, 41.6)","(3.2, 3.75, 3.743884892086331)","(51.0, 100.0, 86.84210526315789)","(101.0, 230.0, 226.0)","(51.0, 100.0, 90.80645161290323)"
11-01-2023 15:51:46.549540,"(2.8, 3.15, 3.125)","(31.0, 44.0, 41.0)","(101.0, 180.0, 167.5)","(15.0, 18.5, 18.32857142857143)","(31.0, 50.0, 49.6)","(6.5, 8.4, 8.283076923076923)","(7.0, 7.8, 7.568888888888889)","(31.0, 42.0, 41.6)","(3.2, 3.75, 3.743884892086331)","(51.0, 100.0, 87.5)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:47.932252,"(2.8, 3.15, 3.127659574468085)","(31.0, 44.0, 41.0)","(101.0, 180.0, 167.5)","(15.0, 18.5, 18.32857142857143)","(31.0, 50.0, 47.5)","(6.5, 8.4, 8.283076923076923)","(7.0, 7.8, 7.568888888888889)","(31.0, 42.0, 41.6)","(3.2, 3.75, 3.732936507936508)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:49.230553,"(2.8, 3.15, 3.1208333333333336)","(31.0, 44.0, 41.0)","(101.0, 180.0, 167.5)","(15.0, 18.5, 18.32857142857143)","(31.0, 50.0, 49.6)","(6.5, 8.4, 8.283076923076923)","(7.0, 7.8, 7.601769911504425)","(31.0, 42.0, 41.375)","(3.2, 3.75, 3.7348591549295773)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:50.746625,"(2.8, 3.1, 3.0860824742268043)","(31.0, 44.0, 41.0)","(101.0, 180.0, 167.5)","(15.0, 18.5, 18.32857142857143)","(31.0, 50.0, 49.6)","(6.5, 8.4, 8.283076923076923)","(7.0, 7.8, 7.601769911504425)","(31.0, 44.0, 41.375)","(3.2, 3.75, 3.7274691358024694)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:52.161664,"(2.8, 3.15, 3.130603448275862)","(31.0, 44.0, 41.0)","(101.0, 180.0, 167.5)","(15.0, 18.5, 18.32857142857143)","(31.0, 50.0, 49.6)","(6.5, 8.4, 8.283076923076923)","(7.0, 7.8, 7.601769911504425)","(31.0, 44.0, 41.375)","(3.2, 3.75, 3.7274691358024694)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:53.581590,"(2.8, 3.15, 3.1316326530612244)","(31.0, 44.0, 41.0)","(101.0, 170.0, 155.71428571428572)","(15.0, 18.5, 18.32857142857143)","(31.0, 55.0, 50.8)","(6.5, 8.4, 8.363076923076923)","(7.0, 7.8, 7.457142857142857)","(31.0, 44.0, 41.375)","(3.2, 3.7, 3.6890522875816996)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:54.924144,"(2.8, 3.15, 3.1298245614035087)","(31.0, 44.0, 41.0)","(101.0, 170.0, 155.71428571428572)","(15.0, 18.5, 18.370967741935484)","(31.0, 55.0, 50.8)","(6.5, 8.4, 8.457142857142857)","(7.0, 7.6, 7.377777777777778)","(31.0, 44.0, 41.6)","(3.2, 3.7, 3.69)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:56.394842,"(2.8, 3.15, 3.1233870967741932)","(31.0, 44.0, 41.0)","(101.0, 170.0, 155.71428571428572)","(15.0, 18.5, 18.370967741935484)","(31.0, 55.0, 50.8)","(6.5, 8.6, 8.457142857142857)","(7.0, 7.4, 7.391044776119403)","(31.0, 42.0, 41.6)","(3.2, 3.7, 3.6892592592592592)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 100.0, 91.85714285714286)"
11-01-2023 15:51:58.078998,"(2.8, 3.15, 3.1259615384615387)","(31.0, 44.0, 42.0)","(101.0, 170.0, 162.0)","(15.0, 18.0, 17.523809523809526)","(31.0, 55.0, 49.27272727272727)","(6.5, 8.6, 8.478787878787879)","(7.0, 7.4, 7.421739130434783)","(31.0, 42.0, 41.6)","(3.2, 3.7, 3.6853242320819115)","(51.0, 100.0, 84.21052631578948)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:51:59.717658,"(2.8, 3.15, 3.1316176470588237)","(31.0, 44.0, 42.0)","(101.0, 170.0, 160.625)","(15.0, 18.0, 17.523809523809526)","(31.0, 55.0, 52.0)","(6.5, 8.6, 8.475)","(7.0, 7.6, 7.36867469879518)","(31.0, 42.0, 41.6)","(3.2, 3.7, 3.7051886792452833)","(51.0, 100.0, 85.0)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:01.158474,"(2.8, 3.15, 3.125409836065574)","(31.0, 44.0, 42.285714285714285)","(101.0, 170.0, 160.625)","(15.0, 18.0, 17.157894736842106)","(31.0, 55.0, 53.09090909090909)","(6.5, 8.6, 8.79809523809524)","(7.0, 7.6, 7.348837209302326)","(31.0, 42.0, 41.08571428571429)","(3.2, 3.75, 3.6832326283987915)","(51.0, 100.0, 85.0)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:02.525044,"(2.8, 3.15, 3.125409836065574)","(31.0, 44.0, 42.15384615384615)","(101.0, 170.0, 162.0)","(15.0, 17.5, 17.157894736842106)","(31.0, 55.0, 54.4)","(6.5, 8.8, 8.810526315789474)","(7.0, 7.4, 7.276363636363636)","(31.0, 44.0, 40.6)","(3.2, 3.7, 3.681964285714286)","(51.0, 100.0, 88.57142857142857)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:03.921532,"(2.8, 3.15, 3.129020979020979)","(31.0, 44.0, 42.857142857142854)","(101.0, 170.0, 162.0)","(15.0, 17.5, 17.157894736842106)","(31.0, 60.0, 53.333333333333336)","(6.5, 9.0, 8.860606060606061)","(7.0, 7.4, 7.302439024390244)","(31.0, 44.0, 40.6)","(3.2, 3.7, 3.6894273127753303)","(51.0, 100.0, 88.57142857142857)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:05.327109,"(2.8, 3.1, 3.084697508896797)","(31.0, 44.0, 42.857142857142854)","(101.0, 170.0, 162.0)","(14.0, 17.5, 17.157894736842106)","(31.0, 60.0, 50.26315789473684)","(6.5, 9.0, 8.860606060606061)","(7.0, 7.4, 7.445378151260504)","(31.0, 44.0, 41.46666666666667)","(3.2, 3.7, 3.6932367149758454)","(51.0, 100.0, 88.57142857142857)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:06.739731,"(2.8, 3.1, 3.0864173228346456)","(31.0, 44.0, 42.08)","(101.0, 170.0, 162.0)","(14.0, 17.5, 17.157894736842106)","(31.0, 55.0, 51.57142857142857)","(6.5, 9.0, 8.8625)","(7.0, 7.6, 7.533333333333333)","(31.0, 42.0, 40.476190476190474)","(3.2, 3.7, 3.6932367149758454)","(51.0, 100.0, 88.57142857142857)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:08.201934,"(2.8, 3.1, 3.098684210526316)","(31.0, 44.0, 42.22222222222222)","(101.0, 170.0, 162.0)","(14.0, 17.5, 17.19047619047619)","(31.0, 55.0, 51.57142857142857)","(6.5, 9.0, 8.860975609756098)","(7.0, 7.6, 7.533333333333333)","(31.0, 42.0, 40.76923076923077)","(3.2, 3.7, 3.6932367149758454)","(51.0, 100.0, 77.8)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.21052631578948)"
11-01-2023 15:52:09.750204,"(2.8, 3.1, 3.0986559139784946)","(31.0, 44.0, 42.22222222222222)","(101.0, 170.0, 162.0)","(14.0, 17.5, 17.19047619047619)","(31.0, 55.0, 51.57142857142857)","(6.5, 9.0, 8.860240963855421)","(7.0, 7.6, 7.619653179190752)","(31.0, 42.0, 40.73684210526316)","(3.2, 3.7, 3.691219512195122)","(51.0, 85.0, 76.42857142857143)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.11764705882354)"
11-01-2023 15:52:11.231592,"(2.8, 3.1, 3.0778688524590163)","(31.0, 44.0, 41.91304347826087)","(101.0, 170.0, 162.0)","(14.0, 17.5, 17.11764705882353)","(31.0, 55.0, 51.266666666666666)","(6.5, 9.0, 8.888461538461538)","(7.0, 7.8, 7.6247191011235955)","(31.0, 42.0, 40.73684210526316)","(3.2, 3.7, 3.663125)","(51.0, 85.0, 78.33333333333333)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.28571428571429)"
11-01-2023 15:52:12.700523,"(2.8, 3.05, 3.0256317689530685)","(31.0, 44.0, 41.91304347826087)","(101.0, 170.0, 153.75)","(14.0, 17.5, 17.11764705882353)","(31.0, 55.0, 50.0)","(6.5, 9.0, 9.063333333333333)","(7.0, 7.8, 7.6247191011235955)","(31.0, 42.0, 40.73684210526316)","(3.2, 3.7, 3.6590277777777778)","(51.0, 85.0, 78.15789473684211)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.4)"
11-01-2023 15:52:14.147060,"(2.8, 3.05, 3.0192647058823527)","(31.0, 44.0, 42.285714285714285)","(101.0, 160.0, 153.75)","(14.0, 17.5, 17.416666666666668)","(31.0, 55.0, 51.5)","(6.5, 9.2, 9.034042553191489)","(7.0, 7.8, 7.691379310344828)","(31.0, 42.0, 41.0)","(3.2, 3.7, 3.6702479338842977)","(51.0, 85.0, 78.5)","(101.0, 230.0, 227.5)","(51.0, 90.0, 89.5)"
11-01-2023 15:52:15.654701,"(2.8, 3.05, 3.005240174672489)","(31.0, 44.0, 42.5)","(101.0, 160.0, 154.11764705882354)","(14.0, 17.5, 17.916666666666668)","(31.0, 55.0, 48.8421052631579)","(6.5, 9.2, 8.959183673469388)","(7.0, 7.8, 7.720833333333333)","(31.0, 42.0, 40.285714285714285)","(3.3, 3.7, 3.691549295774648)","(51.0, 85.0, 78.5)","(101.0, 230.0, 227.5)","(51.0, 90.0, 89.5)"
11-01-2023 15:52:17.036887,"(2.8, 3.05, 3.005240174672489)","(31.0, 44.0, 42.22222222222222)","(101.0, 160.0, 153.33333333333334)","(14.0, 18.0, 17.916666666666668)","(31.0, 50.0, 48.8421052631579)","(6.5, 9.0, 9.061016949152542)","(7.0, 7.8, 7.704587155963303)","(31.0, 42.0, 40.285714285714285)","(3.3, 3.7, 3.6843137254901963)","(51.0, 85.0, 78.33333333333333)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.4)"
11-01-2023 15:52:18.493305,"(2.7, 3.05, 3.0090225563909776)","(31.0, 44.0, 41.714285714285715)","(101.0, 160.0, 153.33333333333334)","(14.0, 18.0, 17.185185185185187)","(31.0, 50.0, 48.42857142857143)","(6.5, 9.2, 9.275)","(7.0, 7.8, 7.76056338028169)","(31.0, 42.0, 40.285714285714285)","(3.3, 3.7, 3.6725225225225224)","(51.0, 85.0, 76.42857142857143)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.4)"
11-01-2023 15:52:19.918521,"(2.7, 3.05, 3.009926470588235)","(31.0, 44.0, 41.714285714285715)","(101.0, 160.0, 153.33333333333334)","(14.0, 17.5, 17.0)","(31.0, 50.0, 48.42857142857143)","(6.5, 9.4, 9.25)","(7.0, 7.8, 7.657021276595744)","(31.0, 42.0, 42.375)","(3.3, 3.7, 3.6725225225225224)","(51.0, 85.0, 76.0)","(101.0, 230.0, 227.27272727272728)","(51.0, 90.0, 89.4)"
11-01-2023 15:52:21.453616,"(2.7, 3.05, 3.0181603773584906)","(31.0, 44.0, 41.714285714285715)","(101.0, 160.0, 154.11764705882354)","(14.0, 17.0, 16.5625)","(31.0, 50.0, 48.42857142857143)","(6.5, 9.4, 9.25)","(7.0, 7.8, 7.647750865051902)","(31.0, 44.0, 43.285714285714285)","(3.2, 3.7, 3.653787878787879)","(51.0, 85.0, 76.0)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.4)"
11-01-2023 15:52:22.984020,"(2.7, 3.05, 3.018287037037037)","(31.0, 44.0, 42.0)","(101.0, 160.0, 154.11764705882354)","(15.0, 17.0, 16.854430379746834)","(31.0, 50.0, 46.49230769230769)","(6.5, 9.4, 9.344827586206897)","(7.0, 7.8, 7.65054945054945)","(31.0, 44.0, 43.285714285714285)","(3.2, 3.7, 3.6628048780487803)","(51.0, 85.0, 78.0)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.4)"
11-01-2023 15:52:24.438249,"(2.7, 3.05, 3.020899470899471)","(31.0, 44.0, 42.0)","(101.0, 160.0, 154.11764705882354)","(15.0, 17.0, 16.854430379746834)","(31.0, 48.0, 46.49230769230769)","(6.5, 9.4, 9.422222222222222)","(7.0, 7.8, 7.681904761904762)","(31.0, 44.0, 43.285714285714285)","(3.2, 3.7, 3.6313333333333335)","(51.0, 80.0, 78.57142857142857)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.4)"
11-01-2023 15:52:25.922427,"(2.7, 3.05, 3.0190987124463518)","(31.0, 44.0, 42.15384615384615)","(101.0, 160.0, 154.11764705882354)","(15.0, 17.0, 17.075)","(31.0, 48.0, 46.516129032258064)","(6.5, 9.6, 9.392592592592592)","(7.0, 7.8, 7.684651162790697)","(31.0, 44.0, 43.23076923076923)","(3.2, 3.65, 3.643296089385475)","(51.0, 80.0, 77.94117647058823)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.34782608695652)"
11-01-2023 15:52:27.407926,"(2.7, 3.05, 3.020361990950226)","(31.0, 44.0, 37.42857142857143)","(101.0, 160.0, 155.0)","(15.0, 17.5, 17.04310344827586)","(31.0, 48.0, 46.40677966101695)","(6.5, 9.6, 9.546666666666667)","(7.0, 7.8, 7.732363636363636)","(31.0, 46.0, 43.23076923076923)","(3.2, 3.65, 3.643296089385475)","(51.0, 85.0, 78.63636363636364)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.34782608695652)"
11-01-2023 15:52:28.867712,"(2.7, 3.05, 2.9766666666666666)","(31.0, 38.0, 40.285714285714285)","(101.0, 160.0, 154.28571428571428)","(14.0, 17.5, 17.09090909090909)","(31.0, 48.0, 46.40677966101695)","(7.0, 9.6, 9.529824561403508)","(7.0, 8.0, 7.949302325581395)","(31.0, 46.0, 43.23076923076923)","(3.2, 3.65, 3.6757042253521126)","(51.0, 85.0, 78.63636363636364)","(101.0, 230.0, 227.27272727272728)","(61.0, 90.0, 89.34782608695652)"
11-01-2023 15:52:30.344629,"(2.7, 2.98, 2.9766666666666666)","(31.0, 42.0, 40.285714285714285)","(101.0, 160.0, 154.54545454545453)","(14.0, 17.5, 17.09090909090909)","(31.0, 48.0, 46.5)","(7.0, 9.6, 9.525925925925925)","(7.0, 8.0, 7.9714285714285715)","(31.0, 46.0, 43.26315789473684)","(3.2, 3.7, 3.6838926174496645)","(51.0, 85.0, 79.81481481481481)","(101.0, 230.0, 400.0)","(61.0, 90.0, 89.46428571428571)"
11-01-2023 15:52:31.783971,"(2.7, 2.98, 2.9668965517241377)","(31.0, 42.0, 40.125)","(101.0, 160.0, 156.15384615384616)","(14.0, 17.5, 17.095419847328245)","(31.0, 48.0, 46.43333333333333)","(7.0, 9.6, 9.53103448275862)","(7.0, 8.0, 7.9771812080536915)","(31.0, 46.0, 43.26315789473684)","(3.2, 3.7, 3.7039267015706807)","(51.0, 85.0, 77.94117647058823)","(101.0, 420.0, 397.77777777777777)","(61.0, 90.0, 85.0)"
11-01-2023 15:52:33.259750,"(2.7, 2.98, 2.966)","(31.0, 42.0, 40.125)","(101.0, 160.0, 155.71428571428572)","(14.0, 17.5, 17.137931034482758)","(31.0, 48.0, 44.604651162790695)","(7.0, 9.6, 9.53103448275862)","(7.0, 8.0, 7.9771812080536915)","(31.0, 46.0, 43.26315789473684)","(3.2, 3.75, 3.7208835341365463)","(51.0, 85.0, 78.0)","(101.0, 420.0, 397.77777777777777)","(61.0, 90.0, 85.0)"
11-01-2023 15:52:34.748823,"(2.7, 3.0, 2.9598305084745764)","(31.0, 42.0, 40.125)","(101.0, 160.0, 154.73684210526315)","(14.0, 17.5, 17.142857142857142)","(31.0, 46.0, 44.333333333333336)","(7.0, 9.6, 9.539393939393939)","(7.0, 8.0, 7.960919540229885)","(31.0, 46.0, 43.26315789473684)","(3.2, 3.75, 3.728115015974441)","(51.0, 85.0, 78.33333333333333)","(101.0, 420.0, 397.77777777777777)","(61.0, 90.0, 86.66666666666667)"
11-01-2023 15:52:36.253756,"(2.7, 3.0, 2.9598305084745764)","(31.0, 42.0, 40.125)","(101.0, 160.0, 152.94117647058823)","(14.0, 17.5, 17.137931034482758)","(31.0, 46.0, 43.43396226415094)","(7.0, 9.6, 9.45631067961165)","(7.0, 8.0, 8.175182481751824)","(31.0, 46.0, 43.26315789473684)","(3.2, 3.75, 3.720994475138122)","(51.0, 85.0, 73.75)","(101.0, 420.0, 400.0)","(61.0, 90.0, 86.66666666666667)"
11-01-2023 15:52:37.722101,"(2.7, 2.98, 2.9683018867924527)","(31.0, 42.0, 40.125)","(101.0, 160.0, 154.66666666666666)","(14.0, 17.5, 17.142857142857142)","(31.0, 46.0, 43.55102040816327)","(7.0, 9.6, 9.411111111111111)","(7.0, 8.2, 8.264788732394365)","(31.0, 46.0, 43.523809523809526)","(3.3, 3.75, 3.6921768707482996)","(51.0, 75.0, 76.81818181818181)","(101.0, 420.0, 397.77777777777777)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 15:52:39.277150,"(2.7, 2.98, 2.976923076923077)","(31.0, 42.0, 40.125)","(101.0, 160.0, 152.94117647058823)","(14.0, 17.5, 17.11111111111111)","(31.0, 46.0, 43.6551724137931)","(7.0, 9.6, 9.397014925373133)","(7.0, 8.4, 8.251282051282052)","(31.0, 46.0, 43.77777777777778)","(3.3, 3.7, 3.702397260273973)","(51.0, 85.0, 78.33333333333333)","(101.0, 420.0, 397.77777777777777)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 15:52:40.899794,"(2.7, 2.98, 2.950179640718563)","(31.0, 42.0, 40.125)","(101.0, 160.0, 154.66666666666666)","(14.0, 17.5, 17.622222222222224)","(31.0, 46.0, 43.483870967741936)","(7.0, 9.6, 9.336842105263157)","(7.0, 8.4, 8.102702702702702)","(31.0, 46.0, 43.6)","(3.3, 3.75, 3.7385159010600706)","(51.0, 80.0, 86.5)","(101.0, 420.0, 397.77777777777777)","(61.0, 90.0, 82.5)"
11-01-2023 15:52:42.488676,"(2.7, 2.96, 2.9341666666666666)","(31.0, 42.0, 41.14285714285714)","(101.0, 160.0, 154.66666666666666)","(14.0, 18.0, 17.612903225806452)","(31.0, 44.0, 43.6)","(7.0, 9.4, 9.406666666666666)","(7.0, 8.2, 8.007272727272728)","(31.0, 46.0, 43.743589743589745)","(3.3, 3.8, 3.6490234375)","(51.0, 100.0, 68.84615384615384)","(101.0, 440.0, 415.55555555555554)","(61.0, 90.0, 83.57142857142857)"
11-01-2023 15:52:44.015977,"(2.7, 2.94, 2.9424242424242424)","(31.0, 42.0, 40.16)","(101.0, 160.0, 153.75)","(14.0, 18.0, 17.82911392405063)","(31.0, 44.0, 43.75)","(7.0, 9.6, 9.447368421052632)","(7.0, 8.2, 8.06829268292683)","(31.0, 46.0, 43.7)","(3.3, 3.65, 3.6880952380952383)","(51.0, 75.0, 68.84615384615384)","(101.0, 440.0, 415.55555555555554)","(61.0, 90.0, 88.33333333333333)"
11-01-2023 15:52:45.542906,"(2.7, 2.96, 2.9424242424242424)","(31.0, 44.0, 40.76923076923077)","(101.0, 160.0, 154.66666666666666)","(14.0, 18.0, 17.82911392405063)","(31.0, 44.0, 43.75)","(7.0, 9.6, 9.441463414634146)","(7.0, 8.2, 8.022857142857143)","(31.0, 44.0, 43.7)","(3.3, 3.7, 3.6744604316546763)","(51.0, 75.0, 68.46938775510205)","(101.0, 440.0, 415.55555555555554)","(61.0, 90.0, 88.92857142857143)"
11-01-2023 15:52:47.108508,"(2.7, 2.98, 2.966666666666667)","(31.0, 42.0, 39.028571428571425)","(101.0, 160.0, 153.75)","(14.0, 18.0, 18.32236842105263)","(31.0, 44.0, 43.06122448979592)","(7.0, 9.6, 9.545454545454545)","(7.0, 8.2, 8.178325123152709)","(31.0, 44.0, 44.24)","(3.3, 3.7, 3.5314323607427056)","(51.0, 75.0, 71.22222222222223)","(101.0, 440.0, 335.0)","(61.0, 90.0, 83.75)"
11-01-2023 15:52:48.827435,"(2.7, 3.0, 2.9803092783505156)","(31.0, 42.0, 36.57142857142857)","(101.0, 160.0, 146.875)","(14.0, 18.5, 18.32236842105263)","(31.0, 46.0, 43.2093023255814)","(7.0, 9.6, 9.469135802469136)","(7.0, 8.2, 8.206802721088435)","(31.0, 46.0, 44.42857142857143)","(3.3, 3.55, 3.5281400966183574)","(51.0, 75.0, 84.0)","(101.0, 440.0, 300.0)","(61.0, 85.0, 84.0909090909091)"
11-01-2023 15:52:50.388513,"(2.7, 3.0, 2.9788571428571426)","(31.0, 38.0, 36.529411764705884)","(101.0, 150.0, 146.875)","(14.0, 18.5, 18.892857142857142)","(31.0, 46.0, 43.2093023255814)","(7.0, 9.8, 9.473170731707317)","(7.0, 8.4, 7.96640625)","(31.0, 46.0, 44.30769230769231)","(3.3, 3.55, 3.5292328042328043)","(61.0, 85.0, 93.5)","(101.0, 440.0, 300.0)","(61.0, 85.0, 84.28571428571429)"
11-01-2023 15:52:51.948856,"(2.7, 2.98, 2.9834889434889433)","(31.0, 38.0, 36.75)","(101.0, 150.0, 149.23076923076923)","(14.0, 19.5, 19.160714285714285)","(31.0, 46.0, 43.1764705882353)","(7.0, 9.8, 9.513043478260869)","(7.0, 8.0, 7.993415637860083)","(31.0, 46.0, 44.30769230769231)","(3.3, 3.55, 3.534580838323353)","(61.0, 95.0, 91.0)","(101.0, 440.0, 335.0)","(61.0, 85.0, 74.6875)"
11-01-2023 15:52:53.647856,"(2.7, 3.0, 2.9829692832764505)","(31.0, 38.0, 36.666666666666664)","(101.0, 150.0, 153.33333333333334)","(15.0, 19.5, 19.21153846153846)","(31.0, 46.0, 43.1063829787234)","(7.5, 9.6, 9.506122448979593)","(7.0, 8.0, 8.05952380952381)","(31.0, 46.0, 43.57575757575758)","(3.3, 3.55, 3.542209631728045)","(61.0, 95.0, 84.0)","(101.0, 440.0, 335.0)","(61.0, 75.0, 76.875)"
11-01-2023 15:52:55.172982,"(2.7, 3.0, 3.0193029490616623)","(31.0, 38.0, 36.375)","(101.0, 160.0, 154.66666666666666)","(15.0, 19.5, 19.107142857142858)","(31.0, 46.0, 43.23809523809524)","(7.5, 9.6, 9.306666666666667)","(7.0, 8.2, 8.096943231441047)","(31.0, 46.0, 43.57575757575758)","(3.3, 3.55, 3.5387728459530026)","(61.0, 90.0, 80.0)","(101.0, 440.0, 300.0)","(61.0, 80.0, 76.875)"
11-01-2023 15:52:56.747927,"(2.7, 3.05, 3.0193029490616623)","(31.0, 38.0, 36.0)","(101.0, 160.0, 154.66666666666666)","(15.0, 19.5, 18.456521739130434)","(31.0, 46.0, 43.2093023255814)","(7.5, 9.4, 9.310697674418604)","(7.0, 8.2, 8.107086614173229)","(31.0, 46.0, 43.89473684210526)","(3.3, 3.55, 3.5419825072886297)","(61.0, 85.0, 73.52941176470588)","(101.0, 440.0, 300.0)","(61.0, 80.0, 78.0)"
11-01-2023 15:52:58.390126,"(2.7, 3.05, 3.0336021505376345)","(31.0, 38.0, 36.4)","(101.0, 160.0, 155.0)","(15.0, 18.5, 17.603703703703705)","(31.0, 46.0, 43.904761904761905)","(7.5, 9.4, 9.3)","(7.0, 8.2, 8.044736842105262)","(31.0, 46.0, 43.53846153846154)","(3.3, 3.55, 3.5442391304347822)","(61.0, 80.0, 73.88888888888889)","(101.0, 440.0, 335.0)","(61.0, 80.0, 77.14285714285714)"
11-01-2023 15:53:00.251697,"(2.7, 3.05, 3.0273234200743495)","(31.0, 38.0, 35.523809523809526)","(101.0, 160.0, 153.33333333333334)","(15.0, 18.0, 17.576335877862597)","(31.0, 44.0, 43.851851851851855)","(7.5, 9.4, 9.308496732026144)","(7.0, 8.2, 8.1)","(31.0, 46.0, 43.4054054054054)","(3.3, 3.55, 3.556506849315068)","(61.0, 80.0, 72.33333333333333)","(101.0, 440.0, 335.0)","(61.0, 80.0, 77.14285714285714)"
11-01-2023 15:53:02.133258,"(2.7, 3.05, 3.026470588235294)","(31.0, 38.0, 35.904761904761905)","(101.0, 160.0, 147.89473684210526)","(15.0, 18.0, 17.47826086956522)","(31.0, 46.0, 43.125)","(7.5, 9.4, 9.318032786885245)","(7.0, 8.2, 8.193939393939393)","(31.0, 46.0, 43.95744680851064)","(3.3, 3.6, 3.572713643178411)","(61.0, 75.0, 73.51851851851852)","(101.0, 440.0, 340.0)","(61.0, 80.0, 78.46153846153847)"
11-01-2023 15:53:03.989500,"(2.7, 3.05, 3.0298209366391182)","(31.0, 36.0, 36.666666666666664)","(101.0, 150.0, 155.0)","(15.0, 17.5, 17.439393939393938)","(31.0, 44.0, 43.09090909090909)","(7.5, 9.4, 9.31868131868132)","(7.0, 8.2, 8.247014925373135)","(31.0, 46.0, 44.628571428571426)","(3.3, 3.6, 3.594949494949495)","(61.0, 80.0, 77.14285714285714)","(101.0, 440.0, 370.0)","(61.0, 85.0, 81.0)"
