,Radley Erskin,Gold On Black,Goddess Of War,Jerrys Mate,Willina Charm,Bundy Traveller,Oh So Orson,Toppers The One
11-01-2023 11:12:55.824905,"(1.7, 2.0, 1.969090909090909)","(2.9, 3.5, 3.4985714285714287)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.95)","(16.0, 25.0, 24.833333333333332)","(11.0, 15.5, 14.23076923076923)","(26.0, 75.0, 51.666666666666664)","(71.0, 400.0, 353.3333333333333)"
11-01-2023 11:12:56.885482,"(1.7, 2.0, 1.969090909090909)","(2.9, 3.5, 3.492857142857143)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.636363636363637)","(16.0, 25.0, 24.833333333333332)","(11.0, 15.5, 14.214285714285714)","(26.0, 75.0, 60.0)","(71.0, 400.0, 330.0)"
11-01-2023 11:12:57.937336,"(1.7, 2.06, 2.050715789473684)","(2.9, 3.55, 3.5)","(26.0, 44.0, 39.5)","(14.0, 19.5, 19.463636363636365)","(16.0, 25.0, 24.833333333333332)","(11.0, 15.5, 14.955882352941178)","(26.0, 70.0, 54.0)","(71.0, 400.0, 353.3333333333333)"
11-01-2023 11:12:58.990474,"(1.7, 2.04, 2.0393622448979594)","(2.9, 3.55, 3.522222222222222)","(26.0, 44.0, 39.5)","(14.0, 19.0, 19.362068965517242)","(16.0, 25.0, 23.88888888888889)","(11.0, 15.0, 14.955882352941178)","(26.0, 70.0, 51.333333333333336)","(71.0, 400.0, 353.3333333333333)"
11-01-2023 11:13:00.134613,"(1.7, 2.04, 2.015)","(2.9, 3.55, 3.522222222222222)","(26.0, 44.0, 39.5)","(14.0, 19.5, 19.161538461538463)","(16.0, 24.0, 23.75)","(11.0, 15.0, 14.955882352941178)","(26.0, 70.0, 57.27272727272727)","(71.0, 400.0, 353.3333333333333)"
11-01-2023 11:13:01.235324,"(1.7, 2.04, 2.0092307692307694)","(2.9, 3.55, 3.522222222222222)","(26.0, 44.0, 42.94117647058823)","(14.0, 19.5, 19.15625)","(16.0, 24.0, 23.875)","(11.0, 15.0, 14.911764705882353)","(26.0, 70.0, 56.608695652173914)","(71.0, 400.0, 353.3333333333333)"
11-01-2023 11:13:02.364491,"(1.7, 1.98, 1.9717647058823529)","(2.9, 3.7, 3.6760869565217393)","(26.0, 44.0, 40.0)","(14.0, 19.5, 19.185714285714287)","(16.0, 24.0, 27.047619047619047)","(11.0, 15.0, 13.961538461538462)","(26.0, 70.0, 53.78947368421053)","(71.0, 400.0, 325.0)"
11-01-2023 11:13:03.414657,"(1.7, 2.02, 1.9915909090909092)","(2.9, 3.5, 3.4676470588235295)","(26.0, 44.0, 40.0)","(14.0, 19.5, 19.185714285714287)","(16.0, 28.0, 25.94736842105263)","(11.0, 15.0, 13.9375)","(26.0, 70.0, 51.7037037037037)","(71.0, 400.0, 330.0)"
11-01-2023 11:13:04.554443,"(1.7, 1.99, 1.9865517241379311)","(2.9, 3.5, 3.482608695652174)","(26.0, 48.0, 43.0)","(14.0, 19.5, 19.185714285714287)","(16.0, 27.0, 25.285714285714285)","(11.0, 14.5, 14.090909090909092)","(26.0, 70.0, 52.96551724137931)","(71.0, 400.0, 330.0)"
11-01-2023 11:13:05.666103,"(1.7, 1.99, 1.9862962962962962)","(2.9, 3.5, 3.482608695652174)","(26.0, 48.0, 44.0)","(14.0, 19.5, 19.185714285714287)","(16.0, 27.0, 25.0)","(11.0, 14.5, 14.40909090909091)","(26.0, 70.0, 55.333333333333336)","(71.0, 400.0, 190.0)"
11-01-2023 11:13:06.728896,"(1.7, 1.99, 1.9883333333333333)","(2.9, 3.5, 3.482608695652174)","(26.0, 48.0, 44.0)","(14.0, 19.5, 18.8125)","(16.0, 27.0, 23.5)","(11.0, 14.5, 14.333333333333334)","(26.0, 70.0, 47.6)","(71.0, 250.0, 190.0)"
11-01-2023 11:13:07.765715,"(1.7, 2.02, 2.0020408163265304)","(2.9, 3.5, 3.4545454545454546)","(26.0, 48.0, 39.42857142857143)","(14.0, 19.5, 18.8125)","(16.0, 27.0, 23.5)","(11.0, 14.5, 13.75)","(26.0, 70.0, 50.095238095238095)","(71.0, 250.0, 196.66666666666666)"
11-01-2023 11:13:08.792994,"(1.7, 2.02, 1.99)","(2.9, 3.45, 3.435714285714286)","(26.0, 48.0, 39.42857142857143)","(14.0, 19.5, 19.184210526315788)","(16.0, 27.0, 24.6)","(11.0, 15.0, 14.55)","(26.0, 70.0, 48.285714285714285)","(71.0, 250.0, 196.66666666666666)"
11-01-2023 11:13:09.802545,"(1.7, 2.02, 1.9996610169491524)","(2.9, 3.45, 3.4208333333333334)","(26.0, 48.0, 39.42857142857143)","(14.0, 19.5, 19.2)","(16.0, 27.0, 24.91304347826087)","(11.0, 15.0, 14.55)","(26.0, 70.0, 55.333333333333336)","(71.0, 250.0, 190.0)"
11-01-2023 11:13:10.803602,"(1.7, 2.02, 1.9929268292682927)","(2.9, 3.45, 3.4208333333333334)","(26.0, 48.0, 43.86206896551724)","(14.0, 19.5, 19.2)","(16.0, 27.0, 24.91304347826087)","(11.0, 15.0, 14.735294117647058)","(26.0, 70.0, 49.46666666666667)","(71.0, 250.0, 190.0)"
11-01-2023 11:13:11.802324,"(1.7, 2.02, 2.003888888888889)","(2.9, 3.45, 3.4125)","(26.0, 48.0, 43.38461538461539)","(14.0, 19.5, 19.2)","(16.0, 26.0, 24.636363636363637)","(11.0, 15.0, 14.166666666666666)","(26.0, 70.0, 49.1)","(71.0, 250.0, 226.0)"
11-01-2023 11:13:12.801190,"(1.7, 2.02, 2.0044642857142856)","(2.9, 3.45, 3.430769230769231)","(26.0, 48.0, 43.38461538461539)","(14.0, 19.5, 19.2)","(16.0, 27.0, 26.6)","(11.0, 14.5, 14.14)","(26.0, 70.0, 50.17391304347826)","(71.0, 250.0, 231.53846153846155)"
11-01-2023 11:13:13.799857,"(1.7, 2.02, 1.9935714285714285)","(2.9, 3.55, 3.520833333333333)","(26.0, 48.0, 43.38461538461539)","(14.0, 19.5, 19.071428571428573)","(16.0, 26.0, 23.941176470588236)","(11.0, 14.5, 13.954545454545455)","(26.0, 70.0, 47.2)","(71.0, 250.0, 226.0)"
11-01-2023 11:13:14.791183,"(1.7, 2.02, 1.9978947368421052)","(2.9, 3.55, 3.4972222222222222)","(26.0, 48.0, 43.38461538461539)","(14.0, 19.5, 19.071428571428573)","(16.0, 27.0, 24.81818181818182)","(11.0, 14.0, 13.954545454545455)","(26.0, 70.0, 52.785714285714285)","(71.0, 250.0, 226.0)"
11-01-2023 11:13:15.823504,"(1.7, 2.02, 1.999090909090909)","(2.9, 3.55, 3.4972222222222222)","(26.0, 48.0, 42.24)","(14.0, 19.5, 19.26923076923077)","(16.0, 27.0, 24.176470588235293)","(11.0, 14.0, 13.833333333333334)","(26.0, 65.0, 54.55)","(71.0, 250.0, 173.33333333333334)"
11-01-2023 11:13:16.857410,"(1.7, 2.0, 1.9763636363636363)","(2.9, 3.55, 3.5220930232558136)","(26.0, 48.0, 43.03448275862069)","(14.0, 19.5, 19.125)","(16.0, 27.0, 24.11111111111111)","(11.0, 14.0, 13.75)","(26.0, 65.0, 53.6)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:17.891505,"(1.7, 2.0, 1.9821052631578948)","(2.9, 3.55, 3.51875)","(26.0, 48.0, 43.03448275862069)","(14.0, 19.5, 19.125)","(16.0, 27.0, 24.11111111111111)","(11.0, 14.0, 13.75)","(26.0, 65.0, 53.6)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:18.931507,"(1.7, 2.0, 1.981949152542373)","(2.9, 3.55, 3.5416666666666665)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.125)","(16.0, 27.0, 24.59259259259259)","(11.0, 14.0, 13.75)","(26.0, 65.0, 54.82142857142857)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:19.941068,"(1.7, 2.0, 1.980763358778626)","(2.9, 3.55, 3.54)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.125)","(16.0, 27.0, 25.027027027027028)","(11.0, 14.0, 13.833333333333334)","(26.0, 65.0, 57.08333333333333)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:20.937532,"(1.7, 2.0, 1.980763358778626)","(2.9, 3.55, 3.5412280701754386)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.125)","(16.0, 26.0, 25.027027027027028)","(11.0, 14.0, 13.833333333333334)","(26.0, 65.0, 57.08333333333333)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:21.992899,"(1.7, 2.0, 1.980909090909091)","(2.9, 3.55, 3.5395833333333333)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.125)","(16.0, 26.0, 24.551724137931036)","(11.0, 14.0, 13.878787878787879)","(26.0, 65.0, 54.03846153846154)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:23.033931,"(1.7, 2.0, 1.980909090909091)","(2.9, 3.55, 3.536842105263158)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.125)","(16.0, 26.0, 24.77777777777778)","(11.0, 14.0, 13.207692307692307)","(26.0, 65.0, 54.03846153846154)","(71.0, 220.0, 201.53846153846155)"
11-01-2023 11:13:24.101230,"(1.7, 2.0, 1.9883185840707964)","(2.9, 3.55, 3.536842105263158)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.227272727272727)","(16.0, 25.0, 24.75)","(11.0, 13.5, 13.148148148148149)","(26.0, 65.0, 55.95238095238095)","(71.0, 220.0, 201.53846153846155)"
11-01-2023 11:13:25.199953,"(1.7, 2.02, 2.013)","(2.9, 3.55, 3.533333333333333)","(26.0, 48.0, 43.2)","(14.0, 19.5, 19.227272727272727)","(16.0, 25.0, 24.75)","(11.0, 13.5, 13.141509433962264)","(26.0, 65.0, 54.03846153846154)","(71.0, 220.0, 201.53846153846155)"
11-01-2023 11:13:26.251291,"(1.7, 2.02, 1.9998181818181817)","(2.9, 3.6, 3.5428571428571427)","(26.0, 48.0, 43.714285714285715)","(14.0, 19.5, 19.227272727272727)","(16.0, 25.0, 24.75)","(11.0, 13.5, 13.051020408163266)","(26.0, 65.0, 54.03846153846154)","(71.0, 220.0, 160.0)"
11-01-2023 11:13:27.333731,"(1.7, 2.04, 2.025736434108527)","(2.9, 3.6, 3.525)","(26.0, 48.0, 43.714285714285715)","(14.0, 19.5, 19.026315789473685)","(16.0, 25.0, 24.75)","(11.0, 13.5, 13.092592592592593)","(26.0, 65.0, 54.03846153846154)","(71.0, 220.0, 160.0)"
11-01-2023 11:13:28.403307,"(1.75, 2.04, 2.024)","(3.0, 3.6, 3.525)","(31.0, 48.0, 43.714285714285715)","(14.0, 19.5, 18.9)","(17.0, 25.0, 24.75)","(11.0, 13.5, 12.921052631578947)","(26.0, 65.0, 55.95238095238095)","(71.0, 220.0, 160.0)"
11-01-2023 11:13:29.487165,"(1.75, 2.04, 2.0233898305084748)","(3.0, 3.6, 3.526666666666667)","(31.0, 48.0, 43.714285714285715)","(14.0, 19.5, 19.2)","(17.0, 25.0, 24.75)","(11.0, 13.5, 12.932432432432432)","(26.0, 65.0, 55.95238095238095)","(71.0, 220.0, 160.0)"
11-01-2023 11:13:30.610250,"(1.75, 2.04, 2.024137931034483)","(3.0, 3.6, 3.526666666666667)","(31.0, 48.0, 43.714285714285715)","(14.0, 19.5, 19.184210526315788)","(17.0, 25.0, 24.75)","(11.0, 13.0, 12.9375)","(26.0, 65.0, 54.03846153846154)","(71.0, 220.0, 160.0)"
11-01-2023 11:13:31.713184,"(1.75, 2.04, 2.0221428571428572)","(3.0, 3.6, 3.52)","(31.0, 48.0, 43.55555555555556)","(14.0, 19.5, 19.125)","(17.0, 25.0, 24.81818181818182)","(11.0, 13.0, 12.983333333333333)","(26.0, 65.0, 52.74193548387097)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:32.828720,"(1.75, 2.06, 2.028)","(3.0, 3.6, 3.528)","(31.0, 48.0, 45.5)","(14.0, 19.5, 17.8109756097561)","(17.0, 25.0, 24.81818181818182)","(11.0, 13.0, 12.897260273972602)","(26.0, 65.0, 54.70833333333333)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:33.912056,"(1.75, 2.06, 2.0304347826086957)","(3.0, 3.55, 3.523170731707317)","(31.0, 46.0, 45.5)","(14.0, 18.0, 17.8109756097561)","(17.0, 25.0, 24.81818181818182)","(11.0, 13.5, 12.897260273972602)","(26.0, 65.0, 52.96666666666667)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:34.935813,"(1.75, 2.06, 2.0290909090909093)","(3.0, 3.55, 3.5117021276595746)","(31.0, 46.0, 45.5)","(14.0, 18.0, 17.819767441860463)","(17.0, 25.0, 24.81818181818182)","(11.0, 13.5, 12.897260273972602)","(26.0, 65.0, 52.96666666666667)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:35.967846,"(1.75, 2.06, 2.0411111111111113)","(3.0, 3.55, 3.5117021276595746)","(31.0, 46.0, 45.5)","(14.0, 18.0, 17.802197802197803)","(17.0, 25.0, 24.333333333333332)","(11.0, 13.5, 12.943037974683545)","(26.0, 65.0, 53.35483870967742)","(71.0, 220.0, 168.57142857142858)"
11-01-2023 11:13:37.029311,"(1.75, 2.04, 2.0201801801801804)","(3.0, 3.55, 3.53)","(31.0, 48.0, 42.22222222222222)","(14.0, 18.0, 17.866666666666667)","(17.0, 25.0, 24.08695652173913)","(11.0, 13.5, 12.943037974683545)","(26.0, 65.0, 55.120000000000005)","(71.0, 220.0, 201.53846153846155)"
11-01-2023 11:13:38.099764,"(1.75, 2.04, 2.037966101694915)","(3.0, 3.5, 3.4982758620689656)","(31.0, 48.0, 42.22222222222222)","(14.0, 18.0, 17.866666666666667)","(17.0, 26.0, 24.823529411764707)","(11.0, 13.5, 12.85135135135135)","(26.0, 65.0, 55.120000000000005)","(71.0, 220.0, 201.53846153846155)"
11-01-2023 11:13:39.194325,"(1.75, 2.06, 2.0542857142857143)","(3.0, 3.55, 3.481707317073171)","(31.0, 48.0, 42.34782608695652)","(14.0, 18.0, 17.866666666666667)","(17.0, 25.0, 24.5)","(11.0, 13.0, 12.485294117647058)","(26.0, 65.0, 53.35483870967742)","(71.0, 220.0, 201.53846153846155)"
11-01-2023 11:13:40.265068,"(1.75, 2.06, 2.056451612903226)","(3.0, 3.55, 3.489130434782609)","(31.0, 48.0, 42.34782608695652)","(14.0, 18.0, 17.866666666666667)","(17.0, 25.0, 24.875)","(11.0, 12.5, 12.483050847457626)","(26.0, 65.0, 53.35483870967742)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:41.370851,"(1.75, 2.08, 2.0655)","(3.0, 3.55, 3.481707317073171)","(31.0, 46.0, 41.111111111111114)","(14.0, 18.0, 17.96153846153846)","(17.0, 25.0, 24.125)","(11.0, 12.5, 13.222222222222221)","(26.0, 65.0, 55.120000000000005)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:42.416276,"(1.75, 2.08, 2.056)","(3.0, 3.5, 3.4696969696969697)","(31.0, 50.0, 46.19047619047619)","(14.0, 18.0, 17.986486486486488)","(17.0, 26.0, 24.2)","(11.0, 13.5, 13.208333333333334)","(26.0, 65.0, 55.120000000000005)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:43.433178,"(1.75, 2.08, 2.070344827586207)","(3.0, 3.5, 3.472413793103448)","(31.0, 50.0, 46.19047619047619)","(14.0, 18.0, 18.318181818181817)","(17.0, 26.0, 23.94736842105263)","(11.0, 13.5, 13.1875)","(26.0, 65.0, 53.35483870967742)","(71.0, 220.0, 206.66666666666669)"
11-01-2023 11:13:44.498271,"(1.75, 2.08, 2.070344827586207)","(3.0, 3.45, 3.41)","(31.0, 50.0, 46.19047619047619)","(14.0, 18.5, 18.77659574468085)","(17.0, 26.0, 24.0)","(11.0, 13.5, 13.233333333333334)","(26.0, 65.0, 53.35483870967742)","(71.0, 220.0, 206.66666666666669)"
11-01-2023 11:13:45.545342,"(1.75, 2.08, 2.072)","(3.0, 3.45, 3.3706896551724137)","(31.0, 50.0, 46.19047619047619)","(14.0, 19.0, 18.475609756097562)","(17.0, 26.0, 24.8)","(11.0, 13.5, 13.127906976744185)","(26.0, 65.0, 53.35483870967742)","(71.0, 220.0, 206.66666666666669)"
11-01-2023 11:13:46.620579,"(1.75, 2.1, 2.0793939393939396)","(3.0, 3.4, 3.3642857142857143)","(31.0, 50.0, 45.2)","(14.0, 18.5, 18.333333333333332)","(17.0, 25.0, 24.125)","(11.0, 13.5, 13.127906976744185)","(26.0, 65.0, 55.120000000000005)","(71.0, 220.0, 205.45454545454544)"
11-01-2023 11:13:47.698660,"(1.75, 2.1, 2.086206896551724)","(3.0, 3.4, 3.328205128205128)","(31.0, 50.0, 45.38461538461539)","(14.0, 18.5, 18.318181818181817)","(17.0, 26.0, 24.0)","(11.0, 13.5, 13.127906976744185)","(26.0, 65.0, 50.95652173913044)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:48.827684,"(1.75, 2.1, 2.081176470588235)","(3.0, 3.4, 3.3363636363636364)","(31.0, 50.0, 45.18518518518518)","(14.0, 18.5, 18.318181818181817)","(17.0, 26.0, 24.6)","(11.0, 13.5, 13.127906976744185)","(26.0, 65.0, 51.62962962962963)","(71.0, 220.0, 204.76190476190476)"
11-01-2023 11:13:49.932460,"(1.75, 2.14, 2.131919191919192)","(3.0, 3.4, 3.3548387096774195)","(31.0, 50.0, 45.38461538461539)","(14.0, 18.5, 18.30952380952381)","(17.0, 25.0, 24.5)","(11.0, 13.5, 13.127906976744185)","(26.0, 65.0, 53.125)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:51.060551,"(1.75, 2.14, 2.134181818181818)","(3.0, 3.35, 3.31)","(31.0, 50.0, 44.48275862068966)","(14.0, 18.5, 18.318181818181817)","(17.0, 25.0, 24.5)","(11.0, 13.5, 13.4)","(26.0, 65.0, 54.166666666666664)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:52.210961,"(1.75, 2.12, 2.118108108108108)","(3.0, 3.35, 3.325)","(31.0, 50.0, 44.48275862068966)","(14.0, 18.5, 18.4375)","(17.0, 25.0, 24.666666666666668)","(11.0, 14.0, 13.384615384615385)","(26.0, 65.0, 53.368421052631575)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:53.329042,"(1.75, 2.1, 2.0837037037037036)","(3.0, 3.35, 3.325)","(31.0, 50.0, 45.0)","(14.0, 18.5, 18.75)","(17.0, 25.0, 23.833333333333332)","(11.0, 14.0, 13.636363636363637)","(26.0, 65.0, 48.59090909090909)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:54.446642,"(1.75, 2.1, 2.068780487804878)","(3.0, 3.35, 3.325)","(31.0, 50.0, 44.52173913043478)","(14.0, 19.0, 18.214285714285715)","(17.0, 26.0, 23.333333333333332)","(11.0, 14.0, 13.567796610169491)","(26.0, 65.0, 51.11538461538461)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:55.555079,"(1.75, 2.1, 2.081935483870968)","(3.0, 3.35, 3.3073529411764704)","(31.0, 48.0, 44.52173913043478)","(14.0, 18.5, 18.227272727272727)","(17.0, 25.0, 23.846153846153847)","(11.0, 14.0, 13.54054054054054)","(26.0, 65.0, 50.470588235294116)","(71.0, 220.0, 164.0)"
11-01-2023 11:13:56.656171,"(1.75, 2.1, 2.0813333333333333)","(3.0, 3.4, 3.2640625)","(31.0, 48.0, 44.52173913043478)","(14.0, 18.5, 16.833333333333332)","(17.0, 25.0, 23.846153846153847)","(11.0, 14.0, 13.714285714285714)","(26.0, 65.0, 53.77272727272727)","(71.0, 220.0, 208.57142857142856)"
11-01-2023 11:13:57.729732,"(1.75, 2.1, 2.091111111111111)","(3.0, 3.4, 3.3093749999999997)","(31.0, 48.0, 44.52173913043478)","(14.0, 17.0, 16.272727272727273)","(17.0, 25.0, 23.066666666666666)","(11.0, 14.0, 13.363636363636363)","(26.0, 65.0, 49.30434782608695)","(71.0, 220.0, 207.36842105263156)"
11-01-2023 11:13:58.797468,"(1.75, 2.1, 2.084)","(3.0, 3.4, 3.315)","(31.0, 48.0, 44.52173913043478)","(14.0, 17.5, 16.2)","(17.0, 25.0, 23.066666666666666)","(11.0, 14.0, 13.363636363636363)","(26.0, 65.0, 49.30434782608695)","(71.0, 220.0, 207.36842105263156)"
11-01-2023 11:13:59.853862,"(1.75, 2.1, 2.084)","(2.9, 3.35, 3.336206896551724)","(31.0, 48.0, 44.52173913043478)","(14.0, 17.5, 16.2)","(17.0, 25.0, 22.979591836734695)","(11.0, 14.0, 13.351851851851851)","(26.0, 65.0, 56.5)","(71.0, 220.0, 195.86206896551724)"
11-01-2023 11:14:00.890577,"(1.75, 2.12, 2.1073684210526316)","(2.9, 3.35, 3.325)","(31.0, 48.0, 44.52173913043478)","(14.0, 17.0, 16.153846153846153)","(17.0, 25.0, 22.979591836734695)","(11.0, 14.0, 13.26086956521739)","(26.0, 60.0, 48.0)","(71.0, 200.0, 190.625)"
11-01-2023 11:14:01.945342,"(1.75, 2.12, 2.106666666666667)","(2.9, 3.35, 3.3275862068965516)","(31.0, 48.0, 44.36363636363636)","(14.0, 17.0, 16.071428571428573)","(17.0, 25.0, 22.833333333333332)","(11.0, 14.0, 13.544444444444444)","(26.0, 60.0, 48.0)","(71.0, 200.0, 190.625)"
11-01-2023 11:14:03.026630,"(1.75, 2.12, 2.1166666666666667)","(2.9, 3.35, 3.3052941176470587)","(31.0, 46.0, 43.142857142857146)","(14.0, 16.5, 16.35)","(17.0, 23.0, 22.5)","(11.0, 14.0, 13.655555555555555)","(26.0, 60.0, 50.11764705882353)","(71.0, 200.0, 190.625)"
11-01-2023 11:14:04.089033,"(1.75, 2.14, 2.139770114942529)","(2.9, 3.3, 3.274175824175824)","(31.0, 46.0, 43.3)","(14.0, 16.0, 15.76923076923077)","(17.0, 24.0, 22.352941176470587)","(11.0, 14.0, 13.53448275862069)","(26.0, 60.0, 47.75)","(71.0, 200.0, 190.625)"
11-01-2023 11:14:05.169654,"(1.75, 2.16, 2.1512871287128714)","(2.9, 3.3, 3.2205882352941178)","(31.0, 46.0, 41.714285714285715)","(14.0, 16.0, 15.76923076923077)","(17.0, 24.0, 22.551724137931036)","(11.0, 14.0, 13.203703703703704)","(26.0, 60.0, 47.75)","(71.0, 200.0, 190.625)"
11-01-2023 11:14:06.208989,"(1.75, 2.18, 2.150232558139535)","(2.9, 3.3, 3.2159420289855074)","(31.0, 46.0, 43.142857142857146)","(14.0, 16.0, 15.76923076923077)","(17.0, 24.0, 22.548387096774192)","(11.0, 13.5, 13.205882352941176)","(26.0, 60.0, 50.11764705882353)","(71.0, 200.0, 190.0)"
11-01-2023 11:14:07.222816,"(1.75, 2.18, 2.1561538461538463)","(2.9, 3.25, 3.2261904761904763)","(31.0, 46.0, 43.142857142857146)","(14.0, 16.0, 15.2)","(17.0, 24.0, 22.548387096774192)","(11.0, 13.5, 13.3)","(26.0, 60.0, 49.6)","(71.0, 200.0, 190.0)"
11-01-2023 11:14:08.274587,"(1.75, 2.18, 2.1595348837209305)","(2.9, 3.3, 3.210526315789474)","(31.0, 46.0, 43.142857142857146)","(14.0, 16.0, 15.285714285714286)","(17.0, 24.0, 22.875)","(11.0, 13.5, 13.293103448275861)","(26.0, 60.0, 52.46153846153846)","(71.0, 200.0, 190.0)"
11-01-2023 11:14:09.242078,"(1.75, 2.18, 2.1582608695652175)","(2.9, 3.3, 3.219047619047619)","(31.0, 46.0, 43.142857142857146)","(14.0, 16.0, 15.625)","(17.0, 24.0, 21.2)","(11.0, 13.5, 13.293103448275861)","(26.0, 60.0, 52.0)","(71.0, 200.0, 192.30769230769232)"
11-01-2023 11:14:10.235928,"(1.75, 2.18, 2.167169811320755)","(2.9, 3.3, 3.217910447761194)","(31.0, 44.0, 43.0)","(14.0, 16.0, 15.566666666666666)","(17.0, 24.0, 22.5)","(11.0, 13.5, 12.673228346456693)","(26.0, 60.0, 44.5)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:11.233730,"(1.75, 2.2, 2.1883116883116887)","(2.9, 3.3, 3.2598765432098764)","(31.0, 46.0, 40.41379310344828)","(14.0, 16.0, 15.608695652173912)","(17.0, 23.0, 22.75)","(11.0, 13.5, 12.673228346456693)","(26.0, 50.0, 47.27272727272727)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:12.214060,"(1.75, 2.2, 2.1972307692307695)","(2.9, 3.3, 3.2598765432098764)","(31.0, 46.0, 40.42857142857143)","(14.0, 16.0, 15.64)","(17.0, 23.0, 22.75)","(11.0, 13.5, 12.916666666666666)","(26.0, 48.0, 43.2)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:13.229341,"(1.75, 2.2, 2.196923076923077)","(2.9, 3.3, 3.250757575757576)","(31.0, 46.0, 40.9375)","(14.0, 16.0, 15.666666666666666)","(17.0, 22.0, 21.857142857142858)","(11.0, 13.0, 12.7)","(26.0, 48.0, 42.705882352941174)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:14.277290,"(1.75, 2.22, 2.218709677419355)","(2.9, 3.3, 3.2093023255813953)","(31.0, 46.0, 40.9375)","(14.0, 16.0, 15.666666666666666)","(17.0, 22.0, 21.11111111111111)","(11.0, 13.0, 12.895522388059701)","(26.0, 48.0, 38.6875)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:15.328122,"(1.75, 2.22, 2.188888888888889)","(2.9, 3.4, 3.3505208333333334)","(31.0, 46.0, 40.96774193548387)","(14.0, 16.0, 15.647058823529411)","(17.0, 23.0, 22.366666666666667)","(11.0, 13.0, 12.901408450704226)","(26.0, 40.0, 38.2)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:16.384477,"(1.75, 2.2, 2.1992307692307693)","(2.9, 3.4, 3.3743506493506494)","(31.0, 44.0, 43.333333333333336)","(14.0, 16.0, 15.647058823529411)","(17.0, 23.0, 21.97222222222222)","(11.0, 13.0, 12.901408450704226)","(26.0, 40.0, 36.13793103448276)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:17.427560,"(1.75, 2.2, 2.1989380530973452)","(2.9, 3.4, 3.3750788643533123)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.647058823529411)","(17.0, 22.0, 21.97222222222222)","(11.0, 13.0, 12.898550724637682)","(26.0, 40.0, 36.74285714285714)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:18.448805,"(1.75, 2.22, 2.215450980392157)","(2.9, 3.4, 3.3736334405144692)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.928571428571429)","(17.0, 22.0, 21.973333333333333)","(11.0, 13.0, 12.462686567164178)","(26.0, 40.0, 36.74285714285714)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:19.505693,"(1.75, 2.22, 2.2155905511811027)","(2.9, 3.4, 3.3736334405144692)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.928571428571429)","(17.0, 22.0, 21.97222222222222)","(11.0, 12.5, 12.4375)","(26.0, 40.0, 36.46153846153846)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:20.556840,"(1.75, 2.22, 2.2150597609561755)","(2.9, 3.4, 3.3736334405144692)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.928571428571429)","(17.0, 22.0, 21.97222222222222)","(11.0, 12.5, 12.433823529411764)","(26.0, 38.0, 36.18181818181818)","(71.0, 200.0, 158.33333333333334)"
