,Night Boss,Shanghai Candy,Freedom Rider,Purple Shirt,Political Decision,Missionsninetynine,Late In The Game
15-12-2022 12:50:32.234988,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.055555555555557)","(2.25, 3.8, 3.7204545454545452)","(7.5, 13.0, 11.875)","(17.0, 32.0, 28.57142857142857)","(2.9, 5.3, 5.0600000000000005)","(3.8, 4.5, 4.164516129032258)"
15-12-2022 12:50:33.578185,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.055555555555557)","(2.25, 3.8, 3.755128205128205)","(7.5, 13.0, 12.478260869565217)","(17.0, 32.0, 24.25)","(2.9, 5.3, 5.279999999999999)","(3.8, 4.5, 4.152631578947368)"
15-12-2022 12:50:34.706289,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.055555555555557)","(2.25, 3.8, 3.755128205128205)","(7.5, 13.0, 11.875)","(17.0, 34.0, 24.25)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:35.920859,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.055555555555557)","(2.25, 3.8, 3.755128205128205)","(7.5, 13.0, 11.875)","(17.0, 34.0, 24.25)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:37.091584,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.055555555555557)","(2.25, 3.8, 3.755128205128205)","(7.5, 13.0, 11.875)","(17.0, 34.0, 24.25)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:38.388583,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.055555555555557)","(2.25, 3.8, 3.755128205128205)","(7.5, 13.0, 11.875)","(17.0, 34.0, 24.25)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:39.786428,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7125)","(7.5, 13.0, 11.875)","(17.0, 34.0, 24.25)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:40.970075,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7125)","(7.5, 13.0, 11.875)","(17.0, 34.0, 24.25)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:42.303290,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7125)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 26.8)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:43.474908,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7125)","(7.5, 13.0, 11.875)","(17.0, 34.0, 26.8)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:44.686975,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7125)","(7.5, 13.0, 11.875)","(17.0, 34.0, 28.0)","(2.9, 5.3, 5.269230769230769)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:45.873039,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7416666666666667)","(7.5, 13.0, 11.875)","(17.0, 34.0, 26.8)","(2.9, 5.3, 5.282352941176471)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:47.049698,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7416666666666667)","(7.5, 13.0, 11.875)","(17.0, 34.0, 26.8)","(2.9, 5.4, 5.282352941176471)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:48.243416,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7416666666666667)","(7.5, 13.0, 11.875)","(17.0, 34.0, 28.0)","(2.9, 5.4, 5.282352941176471)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:49.402893,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7416666666666667)","(7.5, 13.0, 11.875)","(17.0, 34.0, 28.0)","(2.9, 5.4, 5.443589743589744)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:50.475769,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 16.166666666666668)","(2.25, 3.8, 3.7416666666666667)","(7.5, 13.0, 11.875)","(17.0, 34.0, 28.0)","(2.9, 5.5, 5.333333333333333)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:51.580045,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.739655172413793)","(7.5, 13.0, 11.875)","(17.0, 34.0, 26.8)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:52.630823,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 28.0)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:53.750820,"(5.0, 8.8, 8.746666666666668)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 29.5)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:54.799958,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 29.5)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:55.946795,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:57.123809,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:58.235936,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:50:59.342572,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:51:00.436446,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 11.875)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:51:01.548958,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.7)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 11.875)","(17.0, 34.0, 28.0)","(2.9, 5.5, 5.4)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:51:02.706580,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.3)","(2.25, 3.8, 3.690625)","(7.5, 13.0, 11.875)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.451612903225806)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:51:03.839107,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.954545454545455)","(2.25, 3.8, 3.7027777777777775)","(7.5, 13.0, 11.875)","(17.0, 34.0, 27.4)","(2.9, 5.5, 5.451612903225806)","(3.8, 4.3, 4.152631578947368)"
15-12-2022 12:51:04.935397,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 15.954545454545455)","(2.25, 3.8, 3.7027777777777775)","(7.5, 13.0, 11.875)","(17.0, 34.0, 28.857142857142858)","(2.9, 5.5, 5.44)","(3.8, 4.3, 4.027586206896552)"
15-12-2022 12:51:05.939992,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 16.0)","(2.25, 3.8, 3.7027777777777775)","(7.5, 13.0, 11.875)","(17.0, 34.0, 25.75)","(2.9, 5.5, 5.44)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:06.958597,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 16.0)","(2.25, 3.8, 3.58125)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 27.4)","(2.9, 5.5, 5.44)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:08.070988,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 16.0)","(2.25, 3.8, 3.58125)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 27.4)","(2.9, 5.5, 5.44)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:09.193936,"(5.0, 8.8, 8.755555555555556)","(6.5, 16.5, 16.0)","(2.25, 3.8, 3.73)","(7.5, 13.0, 12.478260869565217)","(17.0, 34.0, 27.4)","(2.9, 5.5, 5.425)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:10.245556,"(5.5, 8.8, 8.755555555555556)","(7.5, 16.5, 16.0)","(2.35, 3.8, 3.73)","(8.5, 13.0, 12.478260869565217)","(20.0, 34.0, 27.4)","(3.1, 5.5, 5.45)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:11.342635,"(5.5, 8.8, 8.755555555555556)","(7.5, 16.5, 16.1)","(2.35, 3.8, 3.618)","(8.5, 13.0, 12.478260869565217)","(20.0, 34.0, 27.4)","(3.1, 5.5, 5.45)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:12.436401,"(5.5, 8.8, 8.755555555555556)","(7.5, 16.5, 16.1)","(2.35, 3.8, 3.618)","(8.5, 13.0, 12.478260869565217)","(20.0, 34.0, 27.4)","(3.1, 5.5, 5.45)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:13.516053,"(5.5, 8.8, 8.755555555555556)","(7.5, 16.5, 16.1)","(2.35, 3.8, 3.6)","(8.5, 13.0, 11.875)","(20.0, 34.0, 27.4)","(3.1, 5.5, 5.45)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:14.579019,"(5.5, 8.8, 8.755555555555556)","(7.5, 16.5, 16.1)","(2.35, 3.8, 3.6)","(8.5, 13.0, 11.875)","(20.0, 34.0, 27.4)","(3.1, 5.5, 5.5375)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:15.681484,"(5.5, 8.8, 8.755555555555556)","(7.5, 16.5, 16.147058823529413)","(2.35, 3.8, 3.6)","(8.5, 13.0, 11.875)","(20.0, 34.0, 27.4)","(3.1, 5.6, 5.5375)","(3.8, 4.2, 4.027586206896552)"
15-12-2022 12:51:16.638680,"(6.0, 8.8, 8.755555555555556)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6)","(9.0, 13.0, 11.875)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.5375)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:17.621839,"(6.0, 8.8, 8.755555555555556)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6)","(9.0, 13.0, 11.875)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.5375)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:18.766634,"(6.0, 8.8, 8.755555555555556)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6)","(9.0, 13.0, 11.875)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.5375)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:19.839962,"(6.0, 8.8, 8.68)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6486486486486487)","(9.0, 13.0, 11.875)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.5375)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:20.982603,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6486486486486487)","(9.0, 13.0, 11.875)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:21.999694,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6486486486486487)","(9.0, 13.0, 11.875)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:22.937244,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6486486486486487)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:23.949551,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6486486486486487)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:25.060023,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:26.372529,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:27.742904,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 11.875)","(21.0, 34.0, 27.4)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:28.996964,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 11.875)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:30.125178,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 11.875)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:31.354760,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 11.875)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:32.456592,"(6.0, 8.8, 8.761904761904763)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 11.875)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:33.644881,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:34.949243,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:36.151417,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:37.389176,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:38.564398,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:39.628457,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:40.756762,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.0)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.553125)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:41.976794,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.0)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.52)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:43.129765,"(6.0, 9.0, 8.411764705882353)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.0)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.52)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:44.183624,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.52)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:45.213271,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.52)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:46.122467,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.52)","(3.9, 4.2, 4.027586206896552)"
15-12-2022 12:51:47.108467,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6829268292682924)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:48.163072,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 12.5, 12.608695652173914)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:49.424777,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:50.574665,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:51.689391,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:52.842448,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:53.852136,"(6.0, 9.0, 8.25)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.6588235294117646)","(9.0, 13.0, 12.478260869565217)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:54.937958,"(6.0, 9.0, 8.384615384615383)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.705882352941176)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:56.075855,"(6.0, 9.0, 8.384615384615383)","(7.5, 16.5, 16.147058823529413)","(2.4, 3.8, 3.705882352941176)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.518181818181818)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:57.178511,"(6.0, 9.0, 8.333333333333334)","(7.5, 16.5, 16.1)","(2.4, 3.8, 3.705882352941176)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.552631578947368)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:58.244038,"(6.0, 9.0, 8.268292682926829)","(7.5, 16.5, 16.1)","(2.4, 3.8, 3.705882352941176)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.552631578947368)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:51:59.287820,"(6.0, 9.0, 8.268292682926829)","(7.5, 16.5, 16.1)","(2.4, 3.85, 3.71875)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.552631578947368)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:52:00.304965,"(6.0, 9.0, 8.268292682926829)","(7.5, 16.5, 16.1)","(2.4, 3.85, 3.71875)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 30.333333333333336)","(3.1, 5.6, 5.552631578947368)","(3.9, 4.2, 4.021428571428571)"
15-12-2022 12:52:01.298323,"(6.0, 9.0, 8.268292682926829)","(7.5, 16.5, 16.1)","(2.4, 3.8, 3.6518518518518515)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.552631578947368)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:02.229620,"(6.0, 9.0, 8.268292682926829)","(7.5, 16.5, 16.1)","(2.4, 3.8, 3.6518518518518515)","(9.0, 12.5, 12.342105263157894)","(21.0, 34.0, 26.5)","(3.1, 5.6, 5.552631578947368)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:03.170880,"(6.0, 9.0, 8.297297297297296)","(7.5, 16.5, 16.055555555555557)","(2.4, 3.8, 3.6518518518518515)","(9.0, 12.5, 12.333333333333334)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:04.163831,"(6.0, 9.0, 8.297297297297296)","(7.5, 16.5, 16.055555555555557)","(2.4, 3.8, 3.657142857142857)","(9.0, 13.0, 12.294117647058824)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:05.144583,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.625)","(2.4, 3.8, 3.657142857142857)","(9.0, 13.0, 11.75)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:06.126242,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.674137931034483)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:07.163139,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.674137931034483)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.006)"
15-12-2022 12:52:08.130566,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.7414893617021274)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:09.147159,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.7414893617021274)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:10.401568,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.7414893617021274)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:11.525314,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.7414893617021274)","(9.0, 12.5, 12.0)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:12.623391,"(6.0, 9.0, 8.297297297297296)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.7414893617021274)","(9.0, 12.5, 11.75)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:13.806171,"(6.0, 9.0, 8.257142857142856)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.6925925925925926)","(9.0, 13.0, 12.285714285714285)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.582692307692307)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:14.813377,"(6.0, 8.8, 8.654545454545454)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.6925925925925926)","(9.0, 12.5, 12.285714285714285)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.583333333333333)","(3.9, 4.1, 4.004615384615384)"
15-12-2022 12:52:15.916206,"(6.0, 8.8, 8.654545454545454)","(7.5, 17.0, 16.75)","(2.4, 3.85, 3.6925925925925926)","(9.0, 12.5, 12.285714285714285)","(21.0, 34.0, 28.5)","(3.1, 5.6, 5.583333333333333)","(3.9, 4.1, 4.004615384615384)"
