,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:48:23.951136,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.171428571428572)","(5.0, 6.4, 6.26530612244898)","(15.0, 25.0, 24.0)","(19.0, 27.0, 24.5)","(7.0, 8.2, 8.149999999999999)","(14.0, 16.5, 16.457386363636363)","(9.0, 11.5, 10.6)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:25.510523,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.094444444444445)","(15.0, 25.0, 24.0)","(19.0, 27.0, 24.5)","(7.0, 8.2, 8.149999999999999)","(14.0, 16.5, 16.457386363636363)","(9.0, 11.5, 10.6)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:27.039625,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.292156862745099)","(15.0, 25.0, 24.0)","(19.0, 27.0, 24.5)","(7.0, 8.2, 8.149999999999999)","(14.0, 16.5, 16.457386363636363)","(9.0, 11.5, 10.6)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:28.582968,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.321568627450981)","(15.0, 25.0, 24.0)","(19.0, 27.0, 24.5)","(7.0, 8.2, 8.149999999999999)","(14.0, 16.5, 17.915254237288135)","(9.0, 10.5, 10.375)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:30.034181,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.171428571428572)","(5.0, 6.4, 6.257142857142857)","(15.0, 25.0, 24.0)","(19.0, 27.0, 24.5)","(7.0, 8.2, 8.149999999999999)","(14.0, 18.0, 16.322580645161292)","(9.0, 10.5, 10.472222222222221)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:31.521072,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.133333333333334)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(9.0, 10.5, 10.36)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:32.978419,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.133333333333334)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(9.0, 10.5, 10.36)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:34.450801,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.133333333333334)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(9.0, 10.5, 10.383333333333333)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:35.935662,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.171428571428572)","(5.0, 6.4, 6.133333333333334)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(9.0, 10.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:37.462179,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(9.0, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(101.0, 150.0, 132.0)"
06-01-2023 13:48:38.977118,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(9.0, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(101.0, 150.0, 125.71428571428571)"
06-01-2023 13:48:40.539446,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:42.033054,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:43.488578,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:44.914760,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:46.429762,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:47.944105,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:49.453051,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:50.846915,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:52.340533,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:54.446732,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:56.301068,"(7.5, 99999, 99990)","(13.0, 16.5, 16.071428571428573)","(4.8, 6.4, 6.2)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.0)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 16.637931034482758)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.71428571428571)"
06-01-2023 13:48:58.187566,"(7.5, 99999, 99990)","(13.0, 16.5, 15.944444444444445)","(4.8, 6.4, 6.290909090909091)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.714285714285715)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.5, 17.982758620689655)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 115.0)"
06-01-2023 13:48:59.984177,"(7.5, 99999, 99990)","(13.0, 16.5, 15.944444444444445)","(4.8, 6.4, 6.290909090909091)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.714285714285715)","(18.0, 27.0, 24.5)","(7.0, 8.2, 8.1)","(14.0, 18.0, 17.982758620689655)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 102.5)"
06-01-2023 13:49:01.626694,"(7.5, 99999, 99990)","(13.0, 16.5, 15.944444444444445)","(4.8, 6.4, 6.290909090909091)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.714285714285715)","(18.0, 27.0, 26.058823529411764)","(7.0, 8.2, 7.846153846153846)","(14.0, 18.0, 17.86111111111111)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.0)"
06-01-2023 13:49:03.193550,"(7.5, 99999, 99990)","(13.0, 16.5, 15.944444444444445)","(4.8, 6.4, 6.290909090909091)","(5.0, 7.2, 7.057142857142857)","(5.0, 6.4, 6.036363636363637)","(15.0, 25.0, 24.714285714285715)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.846153846153846)","(14.0, 18.0, 17.333333333333332)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.0)"
06-01-2023 13:49:04.738691,"(7.5, 99999, 99990)","(13.0, 16.5, 16.428571428571427)","(4.8, 6.4, 6.030769230769231)","(5.0, 7.2, 7.741463414634146)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.714285714285715)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.875)","(14.0, 18.0, 16.107142857142858)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.0)"
06-01-2023 13:49:06.364647,"(7.5, 99999, 99990)","(13.0, 16.5, 17.23913043478261)","(4.8, 6.2, 5.946153846153846)","(5.0, 7.8, 7.741463414634146)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.875)","(14.0, 17.5, 16.09375)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 125.0)"
06-01-2023 13:49:08.004812,"(7.5, 99999, 99990)","(13.0, 17.5, 17.23913043478261)","(4.8, 6.2, 5.966666666666667)","(5.0, 7.8, 8.152380952380952)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.909090909090909)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 122.0)"
06-01-2023 13:49:09.606918,"(7.5, 99999, 99990)","(13.0, 17.5, 16.95)","(4.8, 6.0, 5.7655737704918035)","(5.0, 8.2, 8.156521739130435)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.875)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 122.0)"
06-01-2023 13:49:11.216073,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.2, 5.918181818181818)","(5.0, 8.2, 8.156521739130435)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.875)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 122.0)"
06-01-2023 13:49:12.815676,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.918181818181818)","(5.0, 8.2, 7.971428571428571)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 27.0, 25.0)","(7.0, 8.0, 7.875)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 140.0, 122.0)"
06-01-2023 13:49:14.408139,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 7.971428571428571)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 27.0, 23.666666666666664)","(7.0, 8.0, 7.9375)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 140.0, 122.0)"
06-01-2023 13:49:16.017930,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.155555555555555)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.9)","(18.0, 26.0, 22.818181818181817)","(7.0, 8.0, 7.75)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.428571428571429)","(41.0, 75.0, 63.0)","(91.0, 130.0, 121.42857142857143)"
06-01-2023 13:49:17.716903,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.04)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.75)","(14.0, 17.5, 17.13054187192118)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 121.42857142857143)"
06-01-2023 13:49:19.397326,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.5, 16.1046511627907)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:21.003852,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.5, 16.583333333333332)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:22.702188,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:24.434189,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:26.223827,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:28.074867,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:30.009494,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:31.820632,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:33.436537,"(7.5, 99999, 99990)","(13.0, 17.0, 16.95)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:35.110621,"(7.5, 99999, 99990)","(13.0, 17.0, 16.863636363636363)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:36.891800,"(7.5, 99999, 99990)","(13.0, 17.0, 16.863636363636363)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.454545454545453)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:38.645990,"(7.5, 99999, 99990)","(13.0, 17.0, 16.863636363636363)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:40.346482,"(7.5, 99999, 99990)","(13.0, 17.0, 16.904761904761905)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:42.059887,"(7.5, 99999, 99990)","(13.0, 17.0, 16.904761904761905)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:43.757296,"(7.5, 99999, 99990)","(13.0, 17.0, 16.904761904761905)","(4.8, 6.0, 5.85)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:45.431134,"(7.5, 99999, 99990)","(13.0, 17.0, 17.357142857142858)","(4.8, 6.0, 5.745454545454545)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.211764705882353)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:47.129040,"(7.5, 99999, 99990)","(13.0, 17.5, 17.357142857142858)","(4.8, 6.0, 5.745454545454545)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.276923076923077)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.944444444444445)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:48.727093,"(7.5, 99999, 99990)","(13.0, 17.5, 17.136363636363637)","(4.8, 6.0, 5.890909090909091)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:50.331630,"(7.5, 99999, 99990)","(13.0, 17.5, 17.136363636363637)","(4.8, 6.0, 5.890909090909091)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.171428571428572)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:51.929446,"(7.5, 99999, 99990)","(13.0, 17.5, 17.166666666666668)","(4.8, 6.0, 5.871428571428572)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.050000000000001)","(15.0, 25.0, 24.5)","(18.0, 26.0, 23.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:53.572778,"(7.5, 99999, 99990)","(13.0, 17.5, 17.25)","(4.8, 6.0, 5.871428571428572)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.333333333333334)","(15.0, 25.0, 24.5)","(18.0, 26.0, 25.04)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:55.113379,"(7.5, 99999, 99990)","(13.0, 17.5, 17.25)","(4.8, 6.0, 5.871428571428572)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.0)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:56.712404,"(7.5, 99999, 99990)","(13.0, 17.5, 17.25)","(4.8, 6.0, 5.871428571428572)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.066666666666667)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:49:58.388327,"(7.5, 99999, 99990)","(13.0, 17.5, 17.166666666666668)","(4.8, 6.0, 5.871428571428572)","(5.0, 8.2, 8.129411764705882)","(5.0, 6.4, 6.066666666666667)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.944444444444443)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
06-01-2023 13:50:00.086874,"(7.5, 99999, 99990)","(13.0, 17.5, 17.166666666666668)","(4.8, 6.0, 5.871428571428572)","(5.0, 8.2, 8.114285714285714)","(5.0, 6.4, 6.066666666666667)","(15.0, 25.0, 24.5)","(18.0, 26.0, 24.0)","(7.0, 8.0, 7.95)","(14.0, 17.0, 16.772727272727273)","(8.5, 11.5, 10.272727272727273)","(41.0, 75.0, 63.0)","(91.0, 130.0, 124.0)"
