,Hes Gold,Sir Mambo,Silkinize,On The Full,Pink N Gray,The Lady Is A Vamp,Titian Queen
07-01-2023 15:05:52.181757,"(4.4, 4.9, 4.805769230769231)","(17.0, 24.0, 23.424657534246574)","(11.0, 15.5, 15.258620689655173)","(2.6, 2.92, 2.91010989010989)","(21.0, 30.0, 29.6)","(3.4, 3.75, 3.7213720316622694)","(19.0, 25.0, 24.59090909090909)"
07-01-2023 15:05:53.064796,"(4.4, 4.8, 4.782170542635659)","(17.0, 24.0, 23.45925925925926)","(11.0, 15.5, 15.258620689655173)","(2.6, 2.9, 2.8982142857142854)","(21.0, 30.0, 29.6)","(3.4, 3.8, 3.7606860158311344)","(19.0, 25.0, 24.59090909090909)"
07-01-2023 15:05:53.974648,"(4.4, 4.9, 4.827407407407407)","(17.0, 24.0, 23.45925925925926)","(11.0, 15.5, 15.23076923076923)","(2.6, 2.9, 2.8838)","(21.0, 30.0, 29.466666666666665)","(3.4, 3.8, 3.7561855670103093)","(19.0, 25.0, 24.59090909090909)"
07-01-2023 15:05:55.093285,"(4.4, 4.9, 4.862037037037037)","(17.0, 24.0, 23.451127819548873)","(11.0, 15.5, 15.131578947368421)","(2.6, 2.9, 2.8826206896551723)","(21.0, 30.0, 29.466666666666665)","(3.4, 3.8, 3.7557416267942583)","(19.0, 25.0, 24.72222222222222)"
07-01-2023 15:05:56.262346,"(4.4, 4.9, 4.858208955223881)","(17.0, 24.0, 23.451127819548873)","(11.0, 15.5, 15.131578947368421)","(2.6, 2.9, 2.8826206896551723)","(21.0, 30.0, 29.8125)","(3.4, 3.8, 3.7393305439330544)","(19.0, 25.0, 24.72222222222222)"
07-01-2023 15:05:57.185123,"(4.4, 4.9, 4.879104477611941)","(17.0, 24.0, 23.451127819548873)","(11.0, 15.5, 15.131578947368421)","(2.6, 2.9, 2.8826206896551723)","(21.0, 30.0, 29.8125)","(3.4, 3.75, 3.7393305439330544)","(19.0, 25.0, 24.514851485148515)"
07-01-2023 15:05:58.183558,"(4.4, 4.9, 4.870930232558139)","(17.0, 24.0, 23.451127819548873)","(11.0, 15.5, 15.347222222222221)","(2.6, 2.88, 2.8628458498023712)","(21.0, 30.0, 29.8125)","(3.4, 3.8, 3.7603991596638657)","(19.0, 25.0, 24.514851485148515)"
07-01-2023 15:05:59.260839,"(4.4, 4.9, 4.870930232558139)","(17.0, 24.0, 23.451127819548873)","(11.0, 15.5, 15.333333333333334)","(2.6, 2.88, 2.8453658536585364)","(21.0, 30.0, 29.8125)","(3.4, 3.8, 3.7620731707317074)","(19.0, 25.0, 24.514851485148515)"
07-01-2023 15:06:00.367197,"(4.4, 5.0, 4.893939393939394)","(17.0, 24.0, 23.451127819548873)","(11.0, 15.5, 15.851694915254237)","(2.6, 2.86, 2.8415662650602407)","(21.0, 30.0, 29.59090909090909)","(3.4, 3.8, 3.7613013698630136)","(19.0, 25.0, 24.514851485148515)"
07-01-2023 15:06:01.465397,"(4.4, 5.0, 4.9035460992907804)","(17.0, 24.0, 23.451127819548873)","(11.0, 16.0, 15.851694915254237)","(2.5, 2.86, 2.8430939226519336)","(21.0, 30.0, 29.55)","(3.4, 3.8, 3.7613013698630136)","(20.0, 25.0, 24.514851485148515)"
07-01-2023 15:06:02.477213,"(4.4, 5.0, 4.918072289156627)","(17.0, 24.0, 23.47244094488189)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.86, 2.8430939226519336)","(21.0, 30.0, 29.55)","(3.4, 3.8, 3.7613013698630136)","(20.0, 25.0, 24.514851485148515)"
07-01-2023 15:06:03.412190,"(4.4, 4.9, 4.868306010928962)","(17.0, 24.0, 23.46825396825397)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.84, 2.8278632478632475)","(21.0, 30.0, 29.55)","(3.4, 3.85, 3.8443832599118943)","(20.0, 25.0, 24.514851485148515)"
07-01-2023 15:06:04.344324,"(4.4, 4.9, 4.864)","(17.0, 24.0, 23.46825396825397)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.8192676056338026)","(21.0, 30.0, 29.55)","(3.4, 3.85, 3.8292361111111113)","(20.0, 25.0, 24.58695652173913)"
07-01-2023 15:06:05.309094,"(4.4, 4.9, 4.834482758620689)","(17.0, 24.0, 23.446969696969695)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.8173993808049533)","(21.0, 30.0, 29.8125)","(3.4, 3.9, 3.864308176100629)","(20.0, 25.0, 24.58695652173913)"
07-01-2023 15:06:06.225482,"(4.4, 4.9, 4.834482758620689)","(17.0, 24.0, 23.446969696969695)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.8173993808049533)","(21.0, 30.0, 29.8125)","(3.4, 3.9, 3.863746223564955)","(20.0, 25.0, 24.58695652173913)"
07-01-2023 15:06:07.189642,"(4.4, 4.9, 4.869721115537849)","(17.0, 24.0, 23.491666666666667)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.8190344827586205)","(21.0, 30.0, 29.5)","(3.4, 3.9, 3.8225)","(20.0, 25.0, 24.859375)"
07-01-2023 15:06:08.368896,"(4.4, 4.9, 4.871641791044777)","(17.0, 24.0, 23.49586776859504)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.818313253012048)","(21.0, 30.0, 29.5)","(3.4, 3.85, 3.901530612244898)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:09.542353,"(4.4, 4.9, 4.86923076923077)","(17.0, 24.0, 23.49586776859504)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.8119047619047617)","(21.0, 30.0, 29.5)","(3.4, 3.95, 3.91356783919598)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:10.599904,"(4.4, 4.9, 4.847196261682243)","(17.0, 24.0, 23.49586776859504)","(11.0, 16.0, 15.902912621359222)","(2.5, 2.82, 2.8166666666666664)","(21.0, 30.0, 29.5)","(3.4, 3.95, 3.9088039867109634)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:11.618465,"(4.4, 4.9, 4.863783783783784)","(17.0, 24.0, 23.49586776859504)","(11.0, 16.0, 15.902912621359222)","(2.45, 2.8, 2.7925)","(21.0, 30.0, 29.5)","(3.4, 3.95, 3.9088039867109634)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:12.717295,"(4.4, 5.0, 4.897647058823529)","(17.0, 24.0, 23.49586776859504)","(11.0, 16.0, 15.902912621359222)","(2.45, 2.78, 2.776390977443609)","(21.0, 30.0, 29.5)","(3.4, 3.95, 3.9008620689655173)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:13.787680,"(4.4, 5.0, 4.897647058823529)","(17.0, 24.0, 23.49586776859504)","(11.0, 16.0, 15.902912621359222)","(2.45, 2.8, 2.7921472392638034)","(21.0, 30.0, 29.5)","(3.4, 3.95, 3.8993036211699166)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:14.750610,"(4.4, 5.0, 4.9262357414448665)","(17.0, 24.0, 23.474137931034484)","(11.0, 16.0, 15.902912621359222)","(2.45, 2.8, 2.7944)","(21.0, 30.0, 29.5)","(3.4, 3.9, 3.887162162162162)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:15.736485,"(4.4, 5.0, 4.90957095709571)","(17.0, 24.0, 23.5)","(11.0, 16.0, 15.89795918367347)","(2.45, 2.8, 2.799259259259259)","(21.0, 30.0, 29.428571428571427)","(3.4, 3.95, 3.9253164556962026)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:16.706345,"(4.4, 5.0, 4.9522648083623695)","(17.0, 24.0, 23.5)","(11.0, 16.0, 15.89795918367347)","(2.45, 2.8, 2.781290322580645)","(21.0, 30.0, 29.428571428571427)","(3.4, 3.95, 3.9253164556962026)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:17.677297,"(4.4, 5.0, 4.958307210031348)","(17.0, 24.0, 23.486725663716815)","(11.0, 16.0, 15.845132743362832)","(2.45, 2.78, 2.774285714285714)","(21.0, 30.0, 29.428571428571427)","(3.4, 4.0, 3.954927302100162)","(20.0, 25.0, 24.714285714285715)"
07-01-2023 15:06:18.603554,"(4.4, 5.0, 4.984388185654009)","(17.0, 24.0, 23.458333333333332)","(11.0, 16.0, 15.89795918367347)","(2.45, 2.78, 2.7699173553719008)","(21.0, 30.0, 29.11111111111111)","(3.4, 4.0, 3.9556438791732913)","(20.0, 25.0, 24.666666666666668)"
07-01-2023 15:06:19.596335,"(4.4, 5.0, 4.971167883211679)","(17.0, 24.0, 23.458333333333332)","(11.0, 16.0, 15.964705882352941)","(2.45, 2.8, 2.7825698324022343)","(21.0, 29.0, 28.714285714285715)","(3.4, 4.0, 3.955306427503737)","(20.0, 25.0, 24.666666666666668)"
07-01-2023 15:06:20.614770,"(4.4, 5.0, 4.971167883211679)","(17.0, 24.0, 23.458333333333332)","(11.0, 16.0, 15.964705882352941)","(2.45, 2.8, 2.7825698324022343)","(21.0, 29.0, 28.714285714285715)","(3.4, 4.0, 3.9148026315789473)","(20.0, 25.0, 24.661538461538463)"
07-01-2023 15:06:21.650654,"(4.4, 5.0, 4.952173913043478)","(17.0, 24.0, 23.439655172413794)","(11.0, 16.0, 15.833333333333334)","(2.45, 2.82, 2.804413793103448)","(21.0, 29.0, 28.714285714285715)","(3.4, 3.95, 3.877408256880734)","(20.0, 25.0, 24.341269841269842)"
07-01-2023 15:06:22.561553,"(4.4, 5.0, 4.944376899696048)","(17.0, 24.0, 23.432)","(11.0, 16.0, 15.803921568627452)","(2.45, 2.86, 2.8484235294117646)","(21.0, 29.0, 28.714285714285715)","(3.4, 3.9, 3.877408256880734)","(20.0, 25.0, 24.341269841269842)"
07-01-2023 15:06:23.510561,"(4.4, 5.0, 4.9643171806167405)","(17.0, 24.0, 23.439655172413794)","(11.0, 16.0, 15.825842696629213)","(2.45, 2.86, 2.8469791666666664)","(21.0, 29.0, 28.714285714285715)","(3.4, 3.85, 3.832695652173913)","(20.0, 25.0, 24.25242718446602)"
07-01-2023 15:06:24.499291,"(4.4, 5.0, 4.955494505494506)","(17.0, 24.0, 23.439655172413794)","(11.0, 16.0, 15.80625)","(2.45, 2.88, 2.8644274809160306)","(21.0, 29.0, 28.714285714285715)","(3.4, 3.85, 3.7293609671848014)","(20.0, 25.0, 24.245098039215687)"
07-01-2023 15:06:25.393926,"(4.4, 5.0, 4.95759162303665)","(17.0, 24.0, 23.424778761061948)","(11.0, 16.0, 15.818840579710145)","(2.45, 2.9, 2.892777777777778)","(21.0, 29.0, 28.789473684210527)","(3.4, 3.75, 3.7293609671848014)","(20.0, 25.0, 24.245098039215687)"
07-01-2023 15:06:26.407099,"(4.4, 5.0, 4.947058823529412)","(17.0, 24.0, 23.424778761061948)","(11.0, 16.0, 15.872881355932204)","(2.45, 2.94, 2.9277399380804954)","(21.0, 28.0, 27.857142857142858)","(3.4, 3.75, 3.6964285714285716)","(20.0, 25.0, 24.245098039215687)"
07-01-2023 15:06:27.459910,"(4.4, 5.0, 4.909722222222222)","(17.0, 24.0, 23.38095238095238)","(11.0, 16.0, 15.872881355932204)","(2.45, 2.94, 2.933768115942029)","(21.0, 28.0, 27.859375)","(3.4, 3.7, 3.692325581395349)","(20.0, 25.0, 24.330434782608695)"
07-01-2023 15:06:28.447689,"(4.4, 5.0, 4.900966183574879)","(17.0, 24.0, 23.39814814814815)","(11.0, 16.0, 15.872881355932204)","(2.45, 2.94, 2.933008130081301)","(21.0, 28.0, 27.859375)","(3.4, 3.7, 3.6802931596091204)","(20.0, 25.0, 24.472602739726028)"
07-01-2023 15:06:29.597270,"(4.4, 4.9, 4.886039886039886)","(17.0, 24.0, 23.43877551020408)","(11.0, 16.5, 16.11842105263158)","(2.45, 2.96, 2.9679646017699115)","(21.0, 28.0, 27.859375)","(3.4, 3.7, 3.6007001166861143)","(20.0, 25.0, 24.472602739726028)"
07-01-2023 15:06:30.604131,"(4.4, 4.9, 4.886039886039886)","(17.0, 24.0, 23.43877551020408)","(11.0, 16.5, 16.11842105263158)","(2.45, 2.98, 2.9679646017699115)","(21.0, 28.0, 27.859375)","(3.4, 3.65, 3.6007001166861143)","(20.0, 25.0, 24.472602739726028)"
07-01-2023 15:06:31.567119,"(4.4, 5.0, 4.924632352941177)","(17.0, 24.0, 23.43877551020408)","(11.0, 16.0, 15.901639344262295)","(2.45, 2.98, 2.9658333333333333)","(21.0, 28.0, 27.859375)","(3.4, 3.6, 3.594235294117647)","(20.0, 25.0, 24.472602739726028)"
07-01-2023 15:06:32.509043,"(4.4, 5.0, 4.925512104283054)","(17.0, 24.0, 23.4251968503937)","(11.0, 16.0, 15.833333333333334)","(2.45, 2.98, 2.96453488372093)","(21.0, 28.0, 27.725806451612904)","(3.4, 3.65, 3.608884297520661)","(20.0, 25.0, 24.472602739726028)"
07-01-2023 15:06:33.538866,"(4.4, 5.0, 4.952203389830508)","(17.0, 24.0, 23.446969696969695)","(11.0, 16.0, 15.875)","(2.45, 2.98, 2.9622878228782286)","(21.0, 28.0, 27.775862068965516)","(3.4, 3.6, 3.6039408866995073)","(20.0, 25.0, 24.490066225165563)"
07-01-2023 15:06:34.479485,"(4.4, 5.1, 5.0184931506849315)","(17.0, 24.0, 23.446969696969695)","(11.0, 16.0, 15.862745098039216)","(2.45, 2.98, 2.9625225225225225)","(21.0, 28.0, 27.775862068965516)","(3.4, 3.65, 3.6039408866995073)","(20.0, 25.0, 24.490066225165563)"
07-01-2023 15:06:35.453979,"(4.4, 5.1, 5.01985294117647)","(18.0, 24.0, 23.446969696969695)","(12.0, 16.0, 15.862745098039216)","(2.6, 2.98, 2.948021978021978)","(21.0, 28.0, 27.775862068965516)","(3.4, 3.6, 3.585714285714286)","(20.0, 25.0, 24.490066225165563)"
07-01-2023 15:06:36.466784,"(4.4, 5.1, 5.061111111111111)","(18.0, 24.0, 23.446969696969695)","(12.0, 16.0, 15.875)","(2.6, 2.98, 2.969946524064171)","(21.0, 27.0, 26.396825396825395)","(3.4, 3.55, 3.591390728476821)","(20.0, 25.0, 24.490066225165563)"
07-01-2023 15:06:37.462979,"(4.4, 5.1, 5.044594594594594)","(18.0, 24.0, 23.446969696969695)","(12.0, 16.0, 15.875)","(2.6, 2.98, 2.970105263157895)","(21.0, 27.0, 26.396825396825395)","(3.4, 3.6, 3.5644444444444443)","(20.0, 25.0, 24.490066225165563)"
07-01-2023 15:06:38.418226,"(4.4, 5.1, 5.048175182481752)","(18.0, 24.0, 23.348214285714285)","(12.0, 16.5, 16.214285714285715)","(2.6, 2.96, 2.947720930232558)","(21.0, 27.0, 26.396825396825395)","(3.4, 3.6, 3.571818181818182)","(20.0, 25.0, 24.490066225165563)"
07-01-2023 15:06:39.392487,"(4.4, 5.1, 5.047826086956522)","(18.0, 24.0, 23.27)","(12.0, 16.5, 16.31578947368421)","(2.6, 2.96, 2.947720930232558)","(21.0, 27.0, 26.432835820895523)","(3.4, 3.6, 3.532658959537572)","(20.0, 25.0, 24.459627329192546)"
07-01-2023 15:06:40.460853,"(4.4, 5.1, 5.051677852348993)","(18.0, 24.0, 23.348214285714285)","(12.0, 17.0, 16.44)","(2.6, 2.96, 2.951857142857143)","(21.0, 27.0, 26.432835820895523)","(3.4, 3.55, 3.546694214876033)","(20.0, 25.0, 24.459627329192546)"
07-01-2023 15:06:41.434775,"(4.4, 5.1, 5.045864661654135)","(18.0, 24.0, 23.348214285714285)","(12.0, 17.0, 16.44)","(2.6, 2.98, 2.9681619937694705)","(21.0, 27.0, 26.432835820895523)","(3.4, 3.6, 3.552573529411765)","(20.0, 25.0, 24.459627329192546)"
07-01-2023 15:06:42.511477,"(4.4, 5.1, 5.0295857988165675)","(18.0, 24.0, 23.28723404255319)","(12.0, 16.5, 16.387096774193548)","(2.6, 2.98, 2.978294573643411)","(21.0, 27.0, 26.5531914893617)","(3.4, 3.6, 3.5629533678756475)","(20.0, 25.0, 24.423841059602648)"
07-01-2023 15:06:43.523320,"(4.4, 5.0, 4.980384615384615)","(18.0, 23.0, 22.8)","(12.0, 16.5, 16.0)","(2.6, 2.98, 2.989292929292929)","(21.0, 27.0, 26.5531914893617)","(3.4, 3.6, 3.5683098591549296)","(20.0, 25.0, 24.423841059602648)"
07-01-2023 15:06:44.774207,"(4.4, 5.0, 5.012064343163539)","(18.0, 23.0, 22.811764705882354)","(12.0, 16.0, 15.770114942528735)","(2.6, 3.0, 3.0009861932938855)","(21.0, 27.0, 27.19047619047619)","(3.4, 3.6, 3.516554054054054)","(20.0, 25.0, 24.589189189189188)"
07-01-2023 15:06:45.789842,"(4.4, 5.1, 5.012064343163539)","(18.0, 23.0, 22.811764705882354)","(12.0, 16.0, 15.770114942528735)","(2.6, 3.05, 3.0009861932938855)","(21.0, 28.0, 27.0)","(3.4, 3.55, 3.5326693227091632)","(20.0, 25.0, 24.57777777777778)"
07-01-2023 15:06:46.803036,"(4.4, 5.0, 4.997209302325581)","(18.0, 23.0, 22.794871794871796)","(12.0, 16.0, 15.770114942528735)","(2.6, 3.05, 3.021555860178204)","(21.0, 28.0, 27.0)","(3.4, 3.55, 3.5457142857142854)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:47.794417,"(4.4, 5.0, 4.981171548117155)","(18.0, 23.0, 22.794871794871796)","(12.0, 16.0, 15.770114942528735)","(2.6, 3.05, 2.992185430463576)","(21.0, 28.0, 27.046153846153846)","(3.4, 3.55, 3.5787321063394684)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:48.812751,"(4.4, 5.0, 4.9748603351955305)","(18.0, 23.0, 22.794871794871796)","(12.0, 16.0, 15.770114942528735)","(2.6, 3.0, 2.9903954802259887)","(21.0, 28.0, 27.173333333333332)","(3.4, 3.6, 3.604203539823009)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:49.819978,"(4.4, 5.0, 4.943814432989691)","(18.0, 23.0, 22.783783783783782)","(12.0, 16.0, 15.770114942528735)","(2.6, 3.0, 2.989274447949527)","(21.0, 28.0, 27.173333333333332)","(3.4, 3.65, 3.5992027334851935)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:50.772016,"(4.4, 5.0, 4.953617021276596)","(18.0, 23.0, 22.472972972972972)","(12.0, 16.0, 15.722222222222221)","(2.6, 2.98, 2.9788315217391306)","(21.0, 28.0, 27.173333333333332)","(3.4, 3.6, 3.6009478672985784)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:51.771007,"(4.4, 5.0, 4.953164556962025)","(18.0, 23.0, 22.444444444444443)","(12.0, 16.0, 15.572727272727272)","(2.6, 3.0, 2.981967213114754)","(21.0, 28.0, 27.21212121212121)","(3.3, 3.65, 3.608687258687259)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:52.799857,"(4.4, 5.0, 4.953164556962025)","(18.0, 23.0, 22.444444444444443)","(12.0, 16.0, 15.54368932038835)","(2.6, 3.0, 2.9855800575263665)","(21.0, 28.0, 27.21212121212121)","(3.3, 3.65, 3.614173228346457)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:53.763116,"(4.4, 5.0, 4.943367346938776)","(18.0, 23.0, 22.444444444444443)","(12.0, 16.0, 15.78125)","(2.6, 3.0, 2.9855800575263665)","(21.0, 28.0, 27.21212121212121)","(3.3, 3.65, 3.599182839632278)","(20.0, 25.0, 24.611764705882354)"
07-01-2023 15:06:54.699686,"(4.4, 5.0, 4.953164556962025)","(18.0, 23.0, 22.285714285714285)","(12.0, 16.5, 16.076923076923077)","(2.6, 3.0, 2.98200956937799)","(21.0, 28.0, 27.551724137931036)","(3.3, 3.6, 3.5993664202745514)","(20.0, 25.0, 24.5)"
07-01-2023 15:06:55.727446,"(4.4, 5.0, 4.943046357615894)","(18.0, 23.0, 22.682758620689654)","(12.0, 16.5, 15.892156862745098)","(2.6, 3.0, 2.9751627088830257)","(21.0, 28.0, 27.704918032786885)","(3.3, 3.6, 3.6129194630872483)","(20.0, 25.0, 24.52020202020202)"
07-01-2023 15:06:56.692840,"(4.4, 4.9, 4.8375)","(18.0, 23.0, 22.6)","(12.0, 16.5, 16.14367816091954)","(2.6, 2.98, 2.9752836879432625)","(21.0, 28.0, 27.6231884057971)","(3.3, 3.65, 3.6191056910569106)","(20.0, 25.0, 24.54326923076923)"
07-01-2023 15:06:57.623083,"(4.4, 4.9, 4.823626373626373)","(18.0, 23.0, 22.6)","(12.0, 16.5, 16.20689655172414)","(2.6, 2.98, 2.97484496124031)","(21.0, 28.0, 27.6231884057971)","(3.3, 3.65, 3.6754273504273507)","(20.0, 25.0, 24.54326923076923)"
07-01-2023 15:06:58.554307,"(4.4, 4.8, 4.778915662650602)","(18.0, 23.0, 22.485714285714284)","(12.0, 16.5, 16.113636363636363)","(2.6, 2.98, 2.9740878048780486)","(21.0, 28.0, 27.6231884057971)","(3.3, 3.7, 3.71588785046729)","(20.0, 25.0, 24.54326923076923)"
07-01-2023 15:06:59.624507,"(4.4, 4.8, 4.759027777777778)","(18.0, 23.0, 22.566666666666666)","(12.0, 16.5, 16.151515151515152)","(2.6, 2.98, 3.0043410852713177)","(21.0, 28.0, 27.6231884057971)","(3.3, 3.75, 3.7002793296089385)","(20.0, 25.0, 24.54326923076923)"
07-01-2023 15:07:00.578385,"(4.4, 4.8, 4.749034749034749)","(18.0, 22.0, 21.91390728476821)","(12.0, 16.5, 16.151515151515152)","(2.6, 3.05, 3.0043410852713177)","(21.0, 28.0, 27.6231884057971)","(3.3, 3.75, 3.7051470588235293)","(20.0, 25.0, 25.30263157894737)"
07-01-2023 15:07:01.516736,"(4.4, 4.7, 4.693197278911565)","(18.0, 22.0, 21.959183673469386)","(12.0, 16.0, 15.76865671641791)","(2.6, 3.05, 3.0132934131736526)","(21.0, 28.0, 27.46788990825688)","(3.3, 3.75, 3.701129943502825)","(20.0, 26.0, 25.30263157894737)"
07-01-2023 15:07:02.439679,"(4.4, 4.7, 4.688030888030888)","(18.0, 23.0, 22.524324324324326)","(12.0, 16.0, 15.76865671641791)","(2.6, 3.05, 3.0131167268351384)","(21.0, 28.0, 27.395833333333332)","(3.3, 3.75, 3.701129943502825)","(20.0, 26.0, 25.25)"
07-01-2023 15:07:03.408228,"(4.4, 4.7, 4.688030888030888)","(18.0, 22.0, 21.946308724832214)","(12.0, 16.0, 15.76865671641791)","(2.6, 3.05, 3.0131167268351384)","(21.0, 28.0, 27.447619047619046)","(3.3, 3.75, 3.7171348314606742)","(20.0, 26.0, 25.25)"
07-01-2023 15:07:04.301250,"(4.4, 4.7, 4.6863636363636365)","(18.0, 22.0, 21.906040268456376)","(12.0, 16.0, 15.76865671641791)","(2.6, 3.05, 3.0131167268351384)","(21.0, 28.0, 27.447619047619046)","(3.3, 3.75, 3.7285087719298247)","(20.0, 26.0, 25.25)"
07-01-2023 15:07:05.308141,"(4.4, 4.7, 4.684586466165413)","(18.0, 23.0, 22.210762331838566)","(12.0, 16.0, 15.75)","(2.6, 3.05, 3.017497348886532)","(21.0, 28.0, 27.447619047619046)","(3.3, 3.75, 3.713063063063063)","(20.0, 26.0, 25.25)"
07-01-2023 15:07:06.235673,"(4.4, 4.7, 4.677956989247312)","(18.0, 24.0, 23.375)","(12.0, 16.0, 15.672727272727272)","(2.6, 3.05, 3.017497348886532)","(21.0, 28.0, 27.447619047619046)","(3.3, 3.75, 3.716292134831461)","(20.0, 26.0, 25.103896103896105)"
07-01-2023 15:07:07.163771,"(4.4, 4.7, 4.669430051813472)","(18.0, 24.0, 23.375)","(12.0, 16.0, 15.641509433962264)","(2.6, 3.05, 3.0195035460992905)","(21.0, 28.0, 26.145454545454545)","(3.3, 3.75, 3.7563318777292576)","(20.0, 26.0, 25.103896103896105)"
07-01-2023 15:07:08.282640,"(4.4, 4.7, 4.625480769230769)","(18.0, 24.0, 23.375)","(12.0, 16.0, 15.701612903225806)","(2.6, 3.05, 3.018423645320197)","(21.0, 26.0, 25.703703703703702)","(3.3, 3.8, 3.7563318777292576)","(20.0, 26.0, 25.06015037593985)"
07-01-2023 15:07:09.328979,"(4.4, 4.7, 4.6228155339805825)","(18.0, 24.0, 23.375)","(12.0, 16.0, 15.884210526315789)","(2.6, 3.05, 3.0272649572649573)","(21.0, 26.0, 26.30952380952381)","(3.3, 3.8, 3.7327464788732394)","(20.0, 26.0, 25.22360248447205)"
07-01-2023 15:07:10.315993,"(4.4, 4.6, 4.5375)","(18.0, 25.0, 24.642857142857142)","(12.0, 16.0, 15.884210526315789)","(2.6, 3.05, 3.027811682650392)","(21.0, 27.0, 26.51)","(3.3, 3.75, 3.7297520661157026)","(20.0, 26.0, 25.190751445086704)"
07-01-2023 15:07:11.433797,"(4.4, 4.6, 4.553138075313807)","(18.0, 25.0, 24.736842105263158)","(12.0, 16.5, 16.068627450980394)","(2.6, 3.05, 3.0271133093525178)","(21.0, 27.0, 26.51)","(3.3, 3.75, 3.738146551724138)","(20.0, 26.0, 25.190751445086704)"
07-01-2023 15:07:12.461988,"(4.4, 4.6, 4.53051948051948)","(18.0, 25.0, 24.933333333333334)","(13.0, 16.5, 16.212418300653596)","(2.6, 3.05, 3.0319433516915812)","(21.0, 27.0, 26.505050505050505)","(3.3, 3.75, 3.7443844492440603)","(20.0, 26.0, 25.190751445086704)"
07-01-2023 15:07:13.463839,"(4.4, 4.6, 4.537193763919822)","(18.0, 20.0, 19.71066666666667)","(13.0, 16.5, 16.212418300653596)","(2.6, 3.05, 3.036046511627907)","(21.0, 27.0, 26.46206896551724)","(3.3, 3.75, 3.7680722891566263)","(20.0, 26.0, 25.190751445086704)"
07-01-2023 15:07:14.502905,"(4.4, 4.6, 4.524932975871313)","(18.0, 22.0, 21.4375)","(13.0, 16.5, 16.414529914529915)","(2.6, 3.05, 3.031565217391304)","(21.0, 27.0, 26.48)","(3.3, 3.8, 3.7944444444444443)","(20.0, 26.0, 25.084967320261438)"
07-01-2023 15:07:15.457342,"(4.4, 4.6, 4.522251308900524)","(18.0, 23.0, 21.720588235294116)","(13.0, 16.5, 16.41869918699187)","(2.6, 3.05, 3.031565217391304)","(21.0, 27.0, 26.48)","(3.3, 3.8, 3.8006802721088433)","(20.0, 26.0, 24.86577181208054)"
07-01-2023 15:07:16.394082,"(4.4, 4.6, 4.521784776902887)","(18.0, 23.0, 21.965986394557824)","(13.0, 16.5, 16.42)","(2.6, 3.05, 3.0302860061287027)","(21.0, 27.0, 26.46206896551724)","(3.3, 3.85, 3.8204626334519576)","(20.0, 25.0, 24.858156028368793)"
07-01-2023 15:07:17.429089,"(4.4, 4.6, 4.521164021164021)","(18.0, 22.0, 21.941666666666666)","(13.0, 16.5, 16.42)","(2.6, 3.05, 3.03098223615465)","(21.0, 27.0, 26.943661971830984)","(3.3, 3.85, 3.821180555555556)","(20.0, 25.0, 24.82758620689655)"
07-01-2023 15:07:18.336066,"(4.4, 4.6, 4.533160621761658)","(18.0, 23.0, 22.166666666666668)","(13.0, 16.5, 16.414529914529915)","(2.6, 3.05, 3.03098223615465)","(21.0, 26.0, 25.733333333333334)","(3.3, 3.85, 3.821180555555556)","(20.0, 25.0, 24.82758620689655)"
07-01-2023 15:07:19.289847,"(4.4, 4.5, 4.48402625820569)","(18.0, 23.0, 22.180555555555557)","(13.0, 16.5, 16.41592920353982)","(2.6, 3.05, 3.0236373165618446)","(21.0, 25.0, 24.733333333333334)","(3.3, 3.9, 3.8103846153846153)","(20.0, 25.0, 24.952380952380953)"
07-01-2023 15:07:20.221805,"(4.4, 4.5, 4.471111111111111)","(18.0, 23.0, 22.180555555555557)","(13.0, 17.0, 16.59433962264151)","(2.6, 3.05, 3.0236373165618446)","(21.0, 25.0, 24.733333333333334)","(3.3, 3.85, 3.8364864864864865)","(20.0, 25.0, 24.95686274509804)"
